org.andengine.entity.sprite.batch.vbo.HighPerformanceSpriteBatchVertexBufferObject	public void addWithPackedColor(org.andengine.opengl.texture.region.ITextureRegion, float, float, float, float, float, float, float, float, float) 	bufferData	B1	0/75
org.andengine.entity.sprite.vbo.HighPerformanceSpriteVertexBufferObject	public void onUpdateColor(org.andengine.entity.sprite.Sprite) 	bufferData	B1	0/6
org.andengine.util.debug.DebugTimer.DebugTime	public void split(java.lang.String) 	split	B1	0/6
org.andengine.entity.primitive.vbo.HighPerformanceLineVertexBufferObject	public void onUpdateVertices(org.andengine.entity.primitive.Line) 	bufferData	B1	0/5
org.andengine.entity.sprite.batch.SpriteBatch	protected void preDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	pGLState	B1	0/5
org.andengine.opengl.texture.atlas.buildable.builder.BlackPawnTextureAtlasBuilder	public void build(A, ArrayList<TextureAtlasSourceWithWithLocationCallback<T>>) throws org.andengine.opengl.texture.atlas.buildable.builder.ITextureAtlasBuilder.TextureAtlasBuilderException	textureAtlasSource	B5	0/5
org.andengine.opengl.view.EngineRenderer	public void onSurfaceCreated(javax.microedition.khronos.opengles.GL10, javax.microedition.khronos.egl.EGLConfig) 	mGLState	B1	0/5
org.andengine.util.adt.transformation.Transformation	public final void transform(float[]) 	i	B2	0/5
org.andengine.opengl.font.FontUtils	private static L splitLinesByCJK(org.andengine.opengl.font.IFont, java.lang.CharSequence, L, float) 	j	B8	0/5
org.andengine.opengl.font.FontUtils	private static L splitLinesByCJK(org.andengine.opengl.font.IFont, java.lang.CharSequence, L, float) 	j	B9	0/4
org.andengine.util.adt.transformation.Transformation	public final void transform(float[]) 	j	B2	0/5
org.andengine.util.adt.transformation.Transformation	public final void transform(float[]) 	j	B3	0/4
org.andengine.util.adt.transformation.Transformation	public final void transform(float[]) 	pVertices	B2	0/5
org.andengine.util.adt.transformation.Transformation	public final void transform(float[]) 	pVertices	B3	0/4
org.andengine.util.adt.array.ArrayUtils	public static transient T[] join(Class<T>, T[][]) 	resultLength	B7	0/5
org.andengine.util.adt.array.ArrayUtils	public static transient T[] join(Class<T>, T[][]) 	resultLength	B8	0/4
org.andengine.util.adt.array.ArrayUtils	public static transient T[] join(Class<T>, T[][]) 	resultLength	B9	0/3
org.andengine.engine.splitscreen.SingleSceneSplitScreenEngine	protected void onDrawScene(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	secondCamera	B2	0/5
org.andengine.util.algorithm.hull.JarvisMarch	private static int jarvisMarch(float[], int, int, int, int) 	possibleNextHullVertexAngle	B5	0/5
org.andengine.engine.camera.BoundCamera	protected void ensureInBounds() 	centerX	B1	0/4
org.andengine.engine.camera.BoundCamera	protected void ensureInBounds() 	centerY	B4	0/4
org.andengine.entity.primitive.vbo.HighPerformanceLineVertexBufferObject	public void onUpdateColor(org.andengine.entity.primitive.Line) 	bufferData	B1	0/4
org.andengine.opengl.texture.TextureManager	public synchronized boolean loadTexture(org.andengine.opengl.util.GLState, org.andengine.opengl.texture.ITexture) throws java.io.IOException	pGLState	B3	0/4
org.andengine.opengl.texture.TextureManager	public synchronized boolean loadTexture(org.andengine.opengl.util.GLState, org.andengine.opengl.texture.ITexture) throws java.io.IOException	pTexture	B3	0/4
org.andengine.opengl.view.RenderSurfaceView	public void setRenderer(org.andengine.engine.Engine, org.andengine.opengl.view.IRendererListener) 	mEngineRenderer	B1	0/4
org.andengine.util.adt.bit.BitVector	public byte[] toByteArray() 	byteArrayLength	B1	0/4
org.andengine.util.adt.cache.IntLRUCache	public V put(int, V) 	IntLRUCacheValueHolder	B5	0/4
org.andengine.util.adt.cache.LRUCache	public V put(K, V) 	lruCacheValueHolder	B5	0/4
org.andengine.util.debug.DebugTimer.DebugTime	public void split(java.lang.String) 	split	B1	0/4
org.andengine.entity.scene.menu.animator.SlideMenuAnimator	public void prepareAnimations(ArrayList<org.andengine.entity.scene.menu.item.IMenuItem>, float, float) 	offsetY	B2	0/4
org.andengine.entity.scene.menu.animator.SlideMenuAnimator	public void prepareAnimations(ArrayList<org.andengine.entity.scene.menu.item.IMenuItem>, float, float) 	offsetY	B3	0/3
org.andengine.util.algorithm.hull.HullUtils	public static void swap(float[], int, int, int) 	pVertices	B2	0/4
org.andengine.util.algorithm.hull.HullUtils	public static void swap(float[], int, int, int) 	pVertices	B3	0/3
org.andengine.entity.primitive.vbo.HighPerformanceMeshVertexBufferObject	public void onUpdateColor(org.andengine.entity.primitive.Mesh) 	bufferData	B1	0/4
org.andengine.entity.primitive.vbo.HighPerformanceMeshVertexBufferObject	public void onUpdateColor(org.andengine.entity.primitive.Mesh) 	bufferData	B2	0/2
org.andengine.opengl.texture.TextureManager	public synchronized boolean unloadTexture(org.andengine.opengl.util.GLState, org.andengine.opengl.texture.ITexture) 	pGLState	B1	0/4
org.andengine.opengl.texture.TextureManager	public synchronized boolean unloadTexture(org.andengine.opengl.util.GLState, org.andengine.opengl.texture.ITexture) 	pGLState	B3	0/2
org.andengine.opengl.texture.TextureManager	public synchronized boolean unloadTexture(org.andengine.opengl.util.GLState, org.andengine.opengl.texture.ITexture) 	pTexture	B1	0/4
org.andengine.opengl.texture.TextureManager	public synchronized boolean unloadTexture(org.andengine.opengl.util.GLState, org.andengine.opengl.texture.ITexture) 	pTexture	B3	0/2
org.andengine.opengl.texture.region.TiledTextureRegion	public org.andengine.opengl.texture.region.TiledTextureRegion deepCopy() 	textureRegions	B1	0/4
org.andengine.opengl.texture.region.TiledTextureRegion	public org.andengine.opengl.texture.region.TiledTextureRegion deepCopy() 	textureRegions	B2	0/2
org.andengine.util.adt.map.LongSparseArray	public void clear() 	values	B1	0/4
org.andengine.util.adt.map.LongSparseArray	public void clear() 	values	B2	0/2
org.andengine.util.modifier.LoopModifier	public float onUpdate(float, T) 	secondsElapsedRemaining	B3	0/4
org.andengine.util.modifier.LoopModifier	public float onUpdate(float, T) 	secondsElapsedRemaining	B4	0/2
org.andengine.util.modifier.SequenceModifier	public float onUpdate(float, T) 	secondsElapsedRemaining	B3	0/4
org.andengine.util.modifier.SequenceModifier	public float onUpdate(float, T) 	secondsElapsedRemaining	B4	0/2
org.andengine.entity.particle.BatchedPseudoSpriteParticleSystem	protected void onManagedDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	entity	B3	0/4
org.andengine.entity.particle.BatchedSpriteParticleSystem	protected void onManagedDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	sprite	B3	0/4
org.andengine.entity.util.ScreenCapture	private static void saveCapture(android.graphics.Bitmap, java.lang.String) throws java.io.FileNotFoundException	out	B1	0/3
org.andengine.opengl.shader.ShaderProgram	public void bind(org.andengine.opengl.util.GLState, org.andengine.opengl.vbo.attribute.VertexBufferObjectAttributes) throws org.andengine.opengl.shader.exception.ShaderProgramException	pGLState	B1	0/3
org.andengine.opengl.texture.TextureManager	public synchronized void onDestroy() 	texture	B1	0/3
org.andengine.opengl.texture.TextureManager	public synchronized void updateTextures(org.andengine.opengl.util.GLState) 	textureToBeUnloaded	B12	0/3
org.andengine.opengl.texture.atlas.bitmap.BitmapTextureAtlasTextureRegionFactory	public static org.andengine.opengl.texture.region.TiledTextureRegion createTiledFromAssetDirectory(org.andengine.opengl.texture.atlas.bitmap.BuildableBitmapTextureAtlas, android.content.res.AssetManager, java.lang.String) 	files	B1	0/3
org.andengine.opengl.texture.atlas.bitmap.source.AssetBitmapTextureAtlasSource	public android.graphics.Bitmap onLoadBitmap(android.graphics.Bitmap.Config) 	in	B1	0/3
org.andengine.opengl.texture.atlas.bitmap.source.AssetBitmapTextureAtlasSource	public static org.andengine.opengl.texture.atlas.bitmap.source.AssetBitmapTextureAtlasSource create(android.content.res.AssetManager, java.lang.String, int, int) 	in	B1	0/3
org.andengine.opengl.texture.atlas.bitmap.source.FileBitmapTextureAtlasSource	public android.graphics.Bitmap onLoadBitmap(android.graphics.Bitmap.Config) 	in	B1	0/3
org.andengine.opengl.texture.atlas.bitmap.source.FileBitmapTextureAtlasSource	public static org.andengine.opengl.texture.atlas.bitmap.source.FileBitmapTextureAtlasSource create(java.io.File, int, int) 	in	B1	0/3
org.andengine.opengl.texture.render.RenderTexture	public void init(org.andengine.opengl.util.GLState) throws org.andengine.opengl.exception.GLFrameBufferException, org.andengine.opengl.exception.GLException	pGLState	B1	0/3
org.andengine.opengl.vbo.VertexBufferObjectManager	public synchronized void updateVertexBufferObjects(org.andengine.opengl.util.GLState) 	vertexBufferObjectToBeUnloaded	B3	0/3
org.andengine.opengl.view.EngineRenderer	public void onDrawFrame(javax.microedition.khronos.opengles.GL10) 	mEngine	B1	0/3
org.andengine.util.adt.cache.IntLRUCache.IntLRUCacheQueue	public void moveToTail(org.andengine.util.adt.cache.IntLRUCache.IntLRUCacheQueueNode) 	mTail	B6	0/3
org.andengine.util.adt.cache.IntLRUCache.IntLRUCacheQueue	public void moveToTail(org.andengine.util.adt.cache.IntLRUCache.IntLRUCacheQueueNode) 	pIntLRUCacheQueueNode	B6	0/3
org.andengine.util.adt.cache.LRUCache.LRUCacheQueue	public void moveToTail(LRUCacheQueueNode<K>) 	pLRUCacheQueueNode	B6	0/3
org.andengine.util.adt.pool.EntityDetachRunnablePoolUpdateHandler	public void scheduleDetach(org.andengine.entity.IEntity, Callback<org.andengine.entity.IEntity>) 	entityDetachRunnablePoolItem	B1	0/3
org.andengine.util.algorithm.path.astar.AStarPathFinder	public org.andengine.util.algorithm.path.Path findPath(IPathFinderMap<T>, int, int, int, int, T, int, int, int, int, boolean, IAStarHeuristic<T>, ICostFunction<T>, float, IPathFinderListener<T>) 	length	B32	0/3
org.andengine.entity.modifier.PathModifier.Path	private void updateLength() 	length	B1	0/3
org.andengine.entity.modifier.PathModifier.Path	private void updateLength() 	length	B2	0/2
org.andengine.opengl.view.RenderSurfaceView	public void setRenderer(org.andengine.engine.Engine, org.andengine.opengl.view.IRendererListener) 	mConfigChooser	B1	0/3
org.andengine.opengl.view.RenderSurfaceView	public void setRenderer(org.andengine.engine.Engine, org.andengine.opengl.view.IRendererListener) 	mConfigChooser	B2	0/2
org.andengine.util.algorithm.sort.InsertionSorter	public void sort(List<T>, int, int, Comparator<T>) 	j	B3	0/3
org.andengine.util.algorithm.sort.InsertionSorter	public void sort(List<T>, int, int, Comparator<T>) 	j	B4	0/2
org.andengine.util.modifier.ParallelModifier	public float onUpdate(float, T) 	secondsElapsedUsed	B5	0/3
org.andengine.util.modifier.ParallelModifier	public float onUpdate(float, T) 	secondsElapsedUsed	B6	0/2
org.andengine.util.algorithm.sort.InsertionSorter	public void sort(T[], int, int, Comparator<T>) 	j	B3	0/3
org.andengine.util.algorithm.sort.InsertionSorter	public void sort(T[], int, int, Comparator<T>) 	j	B4	0/2
org.andengine.engine.Engine	protected void onDrawScene(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	mScene	B2	0/2
org.andengine.engine.camera.Camera	public void setHUD(org.andengine.engine.camera.hud.HUD) 	mHUD	B1	0/2
org.andengine.engine.camera.Camera	public void setHUD(org.andengine.engine.camera.hud.HUD) 	pHUD	B1	0/2
org.andengine.entity.particle.BlendFunctionParticleSystem	protected void preDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	pGLState	B2	0/2
org.andengine.entity.primitive.Line	protected void preDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	pGLState	B1	0/2
org.andengine.entity.scene.Scene	protected void onManagedDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	childScene	B5	0/2
org.andengine.entity.scene.Scene	protected void onManagedDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	mChildScene	B5	0/2
org.andengine.entity.shape.Shape	protected void preDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	pGLState	B2	0/2
org.andengine.entity.sprite.batch.SpriteBatch	protected void postDraw(org.andengine.opengl.util.GLState, org.andengine.engine.camera.Camera) 	pGLState	B1	0/2
org.andengine.entity.sprite.batch.SpriteBatch	public void setIndex(int) 	mSpriteBatchVertexBufferObject	B1	0/2
org.andengine.input.sensor.orientation.OrientationData	private void updateOrientation() 	values	B5	0/2
org.andengine.opengl.texture.Texture	public void loadToHardware(org.andengine.opengl.util.GLState) throws java.io.IOException	pGLState	B1	0/2
org.andengine.opengl.texture.atlas.TextureAtlas	public void addTextureAtlasSource(T, int, int) throws java.lang.IllegalArgumentException	pTextureAtlasSource	B1	0/2
org.andengine.opengl.texture.render.RenderTexture	public int[] getPixelsARGB_8888(org.andengine.opengl.util.GLState, int, int, int, int) 	pGLState	B1	0/2
org.andengine.opengl.texture.render.RenderTexture	public void destroy(org.andengine.opengl.util.GLState) 	pGLState	B1	0/2
org.andengine.opengl.texture.render.RenderTexture	public void end(org.andengine.opengl.util.GLState, boolean, boolean) 	pGLState	B5	0/2
org.andengine.ui.activity.BaseGameActivity	protected void onSetContentView() 	mRenderSurfaceView	B1	0/2
org.andengine.ui.activity.LayoutGameActivity	protected void onSetContentView() 	mRenderSurfaceView	B1	0/2
org.andengine.util.adt.cache.IntLRUCache.IntLRUCacheQueue	public int poll() 	head	B5	0/2
org.andengine.util.adt.cache.IntLRUCache.IntLRUCacheQueue	public int poll() 	mHead	B5	0/2
org.andengine.util.adt.pool.PoolUpdateHandler	public void reset() 	pool	B2	0/2
org.andengine.util.base64.Base64InputStream	public int read() throws java.io.IOException	coder	B1	0/2
org.andengine.util.base64.Base64InputStream	public int read(byte[], int, int) throws java.io.IOException	coder	B1	0/2
org.andengine.util.math.MathUtils	public static final void arraySumInternal(int[]) 	pValues	B2	0/2
org.andengine.util.math.MathUtils	public static final void arraySumInternal(long[]) 	pValues	B2	0/2
org.andengine.entity.text.vbo.HighPerformanceTextVertexBufferObject	public void onUpdateVertices(org.andengine.entity.text.Text) 	bufferData	B1	0/67
org.andengine.entity.text.vbo.HighPerformanceTextVertexBufferObject	public void onUpdateVertices(org.andengine.entity.text.Text) 	bufferData	B2	0/58
org.andengine.entity.text.vbo.HighPerformanceTextVertexBufferObject	public void onUpdateVertices(org.andengine.entity.text.Text) 	bufferData	B11	1/33
org.andengine.entity.text.vbo.HighPerformanceTextVertexBufferObject	public void onUpdateVertices(org.andengine.entity.text.Text) 	bufferData	B12	0/32
org.andengine.entity.util.ScreenGrabber	private static android.graphics.Bitmap grab(int, int, int, int) 	pixels	B1	1/9
