Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.andengine.entity.ZIndexSorter",5,2,17,19,100,2,0,2,63,35,0,6,0,"1,11",1,14,10
"org.andengine.entity.modifier.AlphaModifier",8,8,55,63,108,4,2,3,57,29,2,16,0,"1,00",1,12,8
"org.andengine.entity.modifier.CardinalSplineMoveModifier",9,9,43,52,109,3,2,4,122,87,1,11,0,"1,10",4,19,11
"org.andengine.entity.modifier.CardinalSplineMoveModifier.CardinalSplineMoveModifierConfig",4,4,7,11,4,0,0,1,65,40,1,0,0,"1,14",5,8,8
"org.andengine.entity.modifier.CatmullRomSplineMoveModifier",4,9,45,54,111,4,2,0,41,14,0,15,0,"1,00",0,8,4
"org.andengine.entity.modifier.CatmullRomSplineMoveModifier.CatmullRomMoveModifierConfig",2,4,8,12,5,1,0,0,27,6,0,6,0,"1,00",0,2,1
"org.andengine.entity.modifier.ColorModifier",6,12,85,97,110,6,2,3,69,41,0,32,0,"1,00",1,19,12
"org.andengine.entity.modifier.CubicBezierCurveMoveModifier",6,14,40,54,107,3,2,2,133,53,0,11,0,"1,00",1,12,7
"org.andengine.entity.modifier.DelayModifier",3,5,39,44,105,3,2,3,49,21,0,11,0,"1,00",1,9,6
"org.andengine.entity.modifier.DoubleValueChangeEntityModifier",5,7,44,51,106,4,2,0,38,11,1,14,0,"1,00",0,6,3
"org.andengine.entity.modifier.DoubleValueSpanEntityModifier",8,10,64,74,108,4,2,0,45,17,3,26,0,"1,00",0,10,5
"org.andengine.entity.modifier.DurationEntityModifier",8,5,33,38,104,2,2,0,39,11,4,11,0,"1,00",0,6,3
"org.andengine.entity.modifier.EntityModifier",5,3,23,26,103,1,2,0,36,8,1,7,0,"1,00",0,4,2
"org.andengine.entity.modifier.EntityModifierList",3,2,33,35,100,2,1,0,37,9,0,25,0,"1,00",0,4,2
"org.andengine.entity.modifier.FadeInModifier",4,8,61,69,109,5,2,1,49,21,0,18,1,"1,00",1,10,6
"org.andengine.entity.modifier.FadeOutModifier",4,8,61,69,109,5,2,1,49,21,0,18,1,"1,00",1,10,6
"org.andengine.entity.modifier.IEntityModifier",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.modifier.IEntityModifier.IEntityModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.modifier.IEntityModifier.IEntityModifierMatcher",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.modifier.JumpModifier",6,13,83,96,110,6,2,2,73,46,0,27,2,"1,00",1,15,11
"org.andengine.entity.modifier.LoopEntityModifier",6,11,45,56,106,2,3,1,52,24,0,15,1,"1,00",1,13,7
"org.andengine.entity.modifier.LoopEntityModifier.ILoopEntityModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.modifier.MoveByModifier",3,7,49,56,107,5,2,2,46,19,0,14,0,"1,00",1,11,5
"org.andengine.entity.modifier.MoveModifier",8,10,72,82,109,5,2,3,57,29,1,26,0,"1,00",1,12,8
"org.andengine.entity.modifier.MoveXModifier",5,8,55,63,108,4,2,3,57,29,0,16,0,"1,00",1,12,8
"org.andengine.entity.modifier.MoveYModifier",5,8,55,63,108,4,2,3,57,29,0,16,0,"1,00",1,12,8
"org.andengine.entity.modifier.ParallelEntityModifier",5,7,37,44,104,2,3,1,43,15,0,13,1,"1,00",1,7,4
"org.andengine.entity.modifier.PathModifier",13,6,41,47,116,2,2,4,144,114,0,6,1,"1,27",7,34,28
"org.andengine.entity.modifier.PathModifier.IPathModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.andengine.entity.modifier.PathModifier.Path",2,5,11,16,1,0,0,2,93,72,0,0,0,"1,27",7,11,14
"org.andengine.entity.modifier.QuadraticBezierCurveMoveModifier",6,12,40,52,107,3,2,2,116,46,0,11,0,"1,00",1,12,7
"org.andengine.entity.modifier.RotationAtModifier",6,10,62,72,109,5,2,2,60,32,0,18,2,"1,00",1,12,7
"org.andengine.entity.modifier.RotationByModifier",3,6,44,50,106,4,2,2,47,19,0,13,0,"1,00",1,10,5
"org.andengine.entity.modifier.RotationModifier",6,8,55,63,108,4,2,3,57,29,1,16,0,"1,00",1,12,8
"org.andengine.entity.modifier.ScaleAtModifier",6,12,87,99,110,6,2,2,72,44,0,28,2,"1,00",1,16,11
"org.andengine.entity.modifier.ScaleModifier",6,10,76,86,109,5,2,3,69,41,1,26,0,"1,00",1,16,12
"org.andengine.entity.modifier.SequenceEntityModifier",6,9,43,52,107,2,3,1,49,21,0,15,1,"1,00",1,11,6
"org.andengine.entity.modifier.SequenceEntityModifier.ISubSequenceShapeModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.modifier.SingleValueChangeEntityModifier",5,6,39,45,105,3,2,0,39,11,1,13,0,"1,00",0,6,3
"org.andengine.entity.modifier.SingleValueSpanEntityModifier",11,8,47,55,107,3,2,0,45,17,6,16,0,"1,00",0,10,5
"org.andengine.entity.modifier.SkewModifier",5,10,72,82,109,5,2,3,56,29,0,26,0,"1,00",1,12,8
"org.andengine.entity.modifier.SkewXModifier",5,8,55,63,108,4,2,3,56,29,0,16,0,"1,00",1,12,8
"org.andengine.entity.modifier.SkewYModifier",5,8,55,63,108,4,2,3,56,29,0,16,0,"1,00",1,12,8
"org.andengine.entity.modifier.TripleValueSpanEntityModifier",6,12,73,85,109,5,2,0,39,11,1,32,0,"1,00",0,6,3
"org.andengine.entity.particle.BatchedPseudoSpriteParticleSystem",11,50,304,354,117,3,4,1,59,30,0,160,1,"1,25",0,18,5
"org.andengine.entity.particle.BatchedSpriteParticleSystem",13,49,304,353,121,3,4,1,58,28,0,160,1,"1,25",0,16,5
"org.andengine.entity.particle.BlendFunctionParticleSystem",9,48,301,349,109,2,4,1,73,46,2,151,2,"1,18",3,16,13
"org.andengine.entity.particle.Particle",31,6,11,17,103,0,0,1,89,60,0,0,0,"1,27",5,18,14
"org.andengine.entity.particle.ParticleSystem",15,46,290,336,108,1,4,1,168,133,2,137,3,"1,71",4,30,29
"org.andengine.entity.particle.SpriteParticleSystem",6,45,293,338,113,2,4,0,43,16,0,153,0,"1,00",0,4,4
"org.andengine.entity.particle.emitter.BaseCircleParticleEmitter",3,4,19,23,3,1,2,1,60,32,2,7,0,"1,00",2,9,8
"org.andengine.entity.particle.emitter.BaseParticleEmitter",8,2,11,13,2,0,2,3,58,30,3,0,0,"1,00",2,8,8
"org.andengine.entity.particle.emitter.BaseRectangleParticleEmitter",3,6,17,23,3,1,2,2,56,28,2,7,0,"1,00",2,7,6
"org.andengine.entity.particle.emitter.CircleOutlineParticleEmitter",5,4,22,26,8,2,2,1,42,14,0,13,0,"1,00",0,5,3
"org.andengine.entity.particle.emitter.CircleParticleEmitter",5,4,22,26,8,2,2,1,42,14,0,13,0,"1,00",0,5,3
"org.andengine.entity.particle.emitter.IParticleEmitter",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.particle.emitter.PointParticleEmitter",2,2,13,15,4,1,2,1,38,10,0,7,0,"1,00",0,3,2
"org.andengine.entity.particle.emitter.RectangleOutlineParticleEmitter",4,6,19,25,8,2,2,1,38,10,0,11,0,"1,00",0,4,2
"org.andengine.entity.particle.emitter.RectangleParticleEmitter",4,6,19,25,8,2,2,1,38,10,0,11,0,"1,00",0,3,2
"org.andengine.entity.particle.initializer.AccelerationParticleInitializer",6,4,22,26,107,2,1,2,77,49,1,4,0,"1,00",4,16,13
"org.andengine.entity.particle.initializer.AlphaParticleInitializer",3,2,8,10,106,1,1,1,40,12,0,2,0,"1,00",0,6,3
"org.andengine.entity.particle.initializer.BaseDoubleValueParticleInitializer",7,4,9,13,106,1,1,1,49,21,3,2,0,"1,33",1,6,4
"org.andengine.entity.particle.initializer.BaseSingleValueParticleInitializer",10,2,5,7,105,0,1,1,48,20,4,0,0,"1,33",1,5,4
"org.andengine.entity.particle.initializer.BaseTripleValueParticleInitializer",5,6,13,19,107,2,1,1,49,21,1,4,0,"1,33",1,6,4
"org.andengine.entity.particle.initializer.BlendFunctionParticleInitializer",3,2,3,5,105,0,1,1,43,12,0,0,0,"1,00",0,4,2
"org.andengine.entity.particle.initializer.ColorParticleInitializer",4,6,18,24,108,3,1,1,46,18,0,6,0,"1,00",0,11,5
"org.andengine.entity.particle.initializer.GravityParticleInitializer",2,4,23,27,108,3,1,0,33,5,0,14,0,"1,00",0,2,1
"org.andengine.entity.particle.initializer.IParticleInitializer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.particle.initializer.RotationParticleInitializer",3,2,12,14,106,1,1,2,54,26,0,2,0,"1,00",2,10,7
"org.andengine.entity.particle.initializer.ScaleParticleInitializer",3,2,8,10,106,1,1,1,39,12,0,2,0,"1,00",0,6,3
"org.andengine.entity.particle.initializer.VelocityParticleInitializer",5,4,22,26,107,2,1,2,77,49,0,4,0,"1,00",4,16,13
"org.andengine.entity.particle.modifier.AlphaParticleModifier",5,6,13,19,109,1,2,2,44,16,0,3,0,"1,00",0,8,4
"org.andengine.entity.particle.modifier.BaseDoubleValueSpanParticleModifier",7,8,17,25,109,1,2,2,60,32,2,2,1,"1,00",0,11,6
"org.andengine.entity.particle.modifier.BaseSingleValueSpanParticleModifier",8,6,9,15,108,0,2,1,68,40,3,0,0,"1,20",0,10,6
"org.andengine.entity.particle.modifier.BaseTripleValueSpanParticleModifier",6,10,25,35,110,2,2,2,60,32,1,6,1,"1,00",0,11,6
"org.andengine.entity.particle.modifier.ColorParticleModifier",5,10,29,39,111,3,2,2,44,16,0,11,0,"1,00",0,8,4
"org.andengine.entity.particle.modifier.ExpireParticleInitializer",4,2,8,10,105,0,1,1,57,29,0,0,0,"1,00",2,8,7
"org.andengine.entity.particle.modifier.IParticleModifier",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.particle.modifier.OffCameraExpireParticleModifier",4,1,6,7,106,0,2,2,46,18,0,0,0,"1,25",1,7,5
"org.andengine.entity.particle.modifier.RotationParticleModifier",5,6,13,19,109,1,2,2,44,16,0,3,0,"1,00",0,8,4
"org.andengine.entity.particle.modifier.ScaleParticleModifier",5,8,23,31,110,2,2,2,50,22,0,7,0,"1,00",0,10,6
"org.andengine.entity.primitive.DrawMode",1,8,2,10,0,n/a,0,1,46,16,n/a,0,0,"1,00",1,2,2
"org.andengine.entity.primitive.Line",20,50,337,387,100,2,6,9,209,157,0,144,12,"1,07",13,52,30
"org.andengine.entity.primitive.Mesh",17,46,323,369,104,2,6,3,112,77,0,152,4,"1,14",4,32,16
"org.andengine.entity.primitive.Rectangle",14,48,342,390,103,3,7,1,86,52,0,168,4,"1,00",1,23,9
"org.andengine.entity.primitive.vbo.HighPerformanceLineVertexBufferObject",9,11,53,64,100,2,3,1,49,22,0,23,0,"1,00",0,11,3
"org.andengine.entity.primitive.vbo.HighPerformanceMeshVertexBufferObject",9,12,54,66,104,2,3,2,48,20,0,23,0,"1,33",0,7,4
"org.andengine.entity.primitive.vbo.HighPerformanceRectangleVertexBufferObject",10,11,53,64,103,2,3,1,59,32,0,23,0,"1,00",0,9,3
"org.andengine.entity.primitive.vbo.ILineVertexBufferObject",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.andengine.entity.primitive.vbo.IMeshVertexBufferObject",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.andengine.entity.primitive.vbo.IRectangleVertexBufferObject",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.andengine.entity.primitive.vbo.LowMemoryLineVertexBufferObject",9,10,52,62,102,2,3,1,49,22,0,23,0,"1,00",0,11,3
"org.andengine.entity.primitive.vbo.LowMemoryRectangleVertexBufferObject",10,10,52,62,105,2,3,1,59,32,0,23,0,"1,00",0,9,3
"org.andengine.entity.scene.CameraScene",10,53,326,379,100,2,4,1,87,56,2,176,3,"1,30",3,22,13
"org.andengine.entity.scene.IOnAreaTouchListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.scene.IOnSceneTouchListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.scene.ITouchArea",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
"org.andengine.entity.scene.ITouchArea.ITouchAreaMatcher",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.scene.Scene",31,53,316,369,100,1,4,2,376,303,1,136,4,"1,88",18,76,81
"org.andengine.entity.scene.background.AutoParallaxBackground",2,7,35,42,103,2,3,1,43,15,0,14,1,"1,00",0,5,3
"org.andengine.entity.scene.background.Background",11,4,27,31,100,0,3,2,119,78,2,0,0,"1,31",2,30,21
"org.andengine.entity.scene.background.EntityBackground",7,4,30,34,101,1,3,1,43,15,1,10,1,"1,00",0,6,3
"org.andengine.entity.scene.background.IBackground",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,n/a
"org.andengine.entity.scene.background.ParallaxBackground",5,6,32,38,102,1,3,1,60,32,1,10,1,"1,40",1,7,7
"org.andengine.entity.scene.background.ParallaxBackground.ParallaxEntity",5,2,2,4,101,0,0,1,48,27,0,0,0,"2,00",0,8,4
"org.andengine.entity.scene.background.RepeatingSpriteBackground",14,6,37,43,143,3,3,1,62,28,0,13,0,"1,00",2,15,4
"org.andengine.entity.scene.background.SpriteBackground",3,4,33,37,106,2,3,1,39,11,1,12,0,"1,00",1,5,3
"org.andengine.entity.scene.background.modifier.ColorBackgroundModifier",7,12,82,94,110,5,2,3,69,41,0,32,0,"1,00",1,19,12
"org.andengine.entity.scene.background.modifier.IBackgroundModifier",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.scene.background.modifier.IBackgroundModifier.IBackgroundModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.scene.background.modifier.LoopBackgroundModifier",6,11,45,56,107,2,3,1,52,24,0,15,1,"1,00",1,12,7
"org.andengine.entity.scene.background.modifier.LoopBackgroundModifier.ILoopBackgroundModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.scene.background.modifier.ParallelBackgroundModifier",5,7,37,44,105,2,3,1,43,15,0,13,1,"1,00",1,7,4
"org.andengine.entity.scene.background.modifier.SequenceBackgroundModifier",6,9,43,52,108,2,3,1,49,21,0,15,1,"1,00",1,11,6
"org.andengine.entity.scene.background.modifier.SequenceBackgroundModifier.ISubSequenceBackgroundModifierListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
"org.andengine.entity.scene.menu.MenuScene",11,57,348,405,115,3,6,3,155,127,0,181,5,"1,50",5,40,30
"org.andengine.entity.scene.menu.MenuScene.IOnMenuItemClickListener",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
"org.andengine.entity.scene.menu.animator.AlphaMenuAnimator",9,5,22,27,113,1,1,1,95,67,0,2,0,"1,50",0,26,15
"org.andengine.entity.scene.menu.animator.BaseMenuAnimator",9,6,12,18,113,0,1,2,79,51,3,0,0,"1,20",2,13,12
"org.andengine.entity.scene.menu.animator.DirectMenuAnimator",5,3,18,21,114,1,1,2,73,45,0,2,0,"1,67",0,15,10
"org.andengine.entity.scene.menu.animator.IMenuAnimator",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.andengine.entity.scene.menu.animator.SlideMenuAnimator",8,3,22,25,117,1,1,1,98,70,0,2,0,"1,50",0,26,15
"org.andengine.entity.scene.menu.item.AnimatedSpriteMenuItem",7,54,440,494,115,6,8,3,94,61,0,226,0,"1,00",1,27,15
"org.andengine.entity.scene.menu.item.IMenuItem",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.andengine.entity.scene.menu.item.SpriteMenuItem",7,45,377,422,106,4,8,3,94,61,0,188,0,"1,00",1,27,15
"org.andengine.entity.scene.menu.item.TextMenuItem",8,53,399,452,121,4,8,3,114,81,0,200,0,"1,00",1,37,20
"org.andengine.entity.scene.menu.item.decorator.BaseMenuItemDecorator",24,1,308,309,102,0,8,1,646,616,2,0,0,"1,00",85,306,152
"org.andengine.entity.scene.menu.item.decorator.ColorMenuItemDecorator",4,3,312,315,103,1,8,2,53,22,0,151,0,"1,00",0,6,4
"org.andengine.entity.scene.menu.item.decorator.ScaleMenuItemDecorator",3,3,312,315,103,1,8,2,53,22,0,151,0,"1,00",0,7,4
"org.andengine.entity.shape.IAreaShape",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
