Interface,Cyclic,Dcy,Dcy*,Dpt,Dpt*
"org.andengine.entity.scene.background.modifier.LoopBackgroundModifier.ILoopBackgroundModifierListener",0,2,104,1,1
"org.andengine.entity.scene.background.modifier.SequenceBackgroundModifier.ISubSequenceBackgroundModifierListener",0,2,102,1,1
"org.andengine.entity.scene.menu.MenuScene.IOnMenuItemClickListener",1,2,115,1,1
"org.andengine.entity.scene.menu.animator.IMenuAnimator",2,2,113,2,6
"org.andengine.entity.scene.menu.item.IMenuItem",0,1,101,13,13
"org.andengine.entity.shape.IAreaShape",26,1,100,9,251
"org.andengine.entity.shape.IShape",26,5,100,11,251
"org.andengine.entity.sprite.AnimatedSprite.IAnimationListener",1,1,113,1,2
"org.andengine.entity.sprite.ButtonSprite.OnClickListener",1,1,114,1,1
"org.andengine.entity.sprite.IAnimationData",0,1,2,3,9
"org.andengine.entity.sprite.batch.vbo.ISpriteBatchVertexBufferObject",0,2,35,5,7
"org.andengine.entity.sprite.vbo.IDiamondSpriteVertexBufferObject",0,1,105,3,3
"org.andengine.entity.sprite.vbo.ISpriteVertexBufferObject",2,2,104,8,90
"org.andengine.entity.sprite.vbo.ITiledSpriteVertexBufferObject",2,2,108,5,8
"org.andengine.entity.sprite.vbo.IUncoloredSpriteVertexBufferObject",0,1,105,3,55
"org.andengine.entity.sprite.vbo.IUniformColorSpriteVertexBufferObject",0,1,105,3,3
"org.andengine.entity.text.vbo.ITextVertexBufferObject",3,2,119,4,7
"org.andengine.entity.util.ScreenCapture.IScreenCaptureCallback",0,0,0,1,1
"org.andengine.entity.util.ScreenGrabber.IScreenGrabberCallback",0,0,0,2,2
"org.andengine.input.sensor.acceleration.AccelerationData.IAxisSwap",0,0,0,1,24
"org.andengine.input.sensor.acceleration.IAccelerationListener",0,1,4,2,22
"org.andengine.input.sensor.location.ILocationListener",0,1,1,2,22
"org.andengine.input.sensor.orientation.IOrientationListener",0,1,4,2,22
"org.andengine.input.touch.controller.ITouchController",0,2,9,2,26
"org.andengine.input.touch.controller.ITouchEventCallback",0,1,7,4,27
"org.andengine.input.touch.detector.ClickDetector.IClickDetectorListener",1,1,103,2,3
"org.andengine.input.touch.detector.HoldDetector.IHoldDetectorListener",1,1,103,2,2
"org.andengine.input.touch.detector.PinchZoomDetector.IPinchZoomDetectorListener",1,2,103,1,1
"org.andengine.input.touch.detector.ScrollDetector.IScrollDetectorListener",1,1,103,2,2
"org.andengine.opengl.font.IFont",0,3,25,8,39
"org.andengine.opengl.shader.constants.ShaderProgramConstants",0,0,0,17,317
"org.andengine.opengl.shader.source.IShaderSource",0,1,19,3,270
"org.andengine.opengl.texture.ITexture",1,4,21,32,285
"org.andengine.opengl.texture.ITextureStateListener",1,1,21,16,285
"org.andengine.opengl.texture.atlas.ITextureAtlas",1,4,24,10,37
"org.andengine.opengl.texture.atlas.ITextureAtlas.ITextureAtlasStateListener",1,3,24,7,37
"org.andengine.opengl.texture.atlas.bitmap.source.IBitmapTextureAtlasSource",0,1,1,17,40
"org.andengine.opengl.texture.atlas.bitmap.source.decorator.shape.IBitmapTextureAtlasSourceDecoratorShape",0,1,1,12,12
"org.andengine.opengl.texture.atlas.buildable.IBuildableTextureAtlas",0,5,29,1,27
"org.andengine.opengl.texture.atlas.buildable.builder.ITextureAtlasBuilder",0,4,28,3,29
"org.andengine.opengl.texture.atlas.source.ITextureAtlasSource",0,0,0,22,57
"org.andengine.opengl.texture.compressed.pvr.pixelbufferstrategy.IPVRTexturePixelBufferStrategy",3,3,125,5,11
"org.andengine.opengl.texture.compressed.pvr.pixelbufferstrategy.IPVRTexturePixelBufferStrategy.IPVRTexturePixelBufferStrategyBufferManager",0,0,0,6,12
"org.andengine.opengl.texture.region.ITextureRegion",0,1,22,34,267
"org.andengine.opengl.texture.region.ITiledTextureRegion",0,1,23,7,42
"org.andengine.opengl.util.criteria.IGLCriteria",0,1,19,5,11
"org.andengine.opengl.vbo.IVertexBufferObject",1,4,30,21,259
"org.andengine.opengl.view.IRendererListener",0,1,19,3,22
"org.andengine.ui.IGameInterface",0,6,217,1,6
"org.andengine.ui.IGameInterface.OnCreateResourcesCallback",0,0,0,6,7
"org.andengine.ui.IGameInterface.OnCreateSceneCallback",0,1,101,6,7
"org.andengine.ui.IGameInterface.OnPopulateSceneCallback",0,0,0,6,7
"org.andengine.util.Constants",0,0,0,17,386
"org.andengine.util.IDisposable",0,1,2,5,260
"org.andengine.util.IMatcher",0,0,0,9,275
"org.andengine.util.adt.DataConstants",0,0,0,8,260
"org.andengine.util.adt.bounds.IBounds",0,0,0,5,14
"org.andengine.util.adt.bounds.IFloatBounds",0,1,1,4,4
"org.andengine.util.adt.bounds.IIntBounds",0,1,1,4,5
"org.andengine.util.adt.io.in.IInputStreamOpener",0,0,0,5,53
"org.andengine.util.adt.list.IFloatList",0,0,0,4,9
"org.andengine.util.adt.list.IIntList",0,0,0,1,1
"org.andengine.util.adt.list.IList",0,0,0,13,277
"org.andengine.util.adt.list.ILongList",0,0,0,1,3
"org.andengine.util.adt.list.ISortedList",0,1,1,4,7
"org.andengine.util.adt.list.IUniqueList",0,1,1,0,0
"org.andengine.util.adt.queue.IQueue",0,1,1,10,42
"org.andengine.util.adt.queue.ISortedQueue",0,2,3,1,2
"org.andengine.util.adt.queue.IUniqueQueue",0,2,3,1,1
"org.andengine.util.adt.spatial.ISpatialItem",0,1,1,4,6
"org.andengine.util.adt.trie.ITrie",0,0,0,2,2
"org.andengine.util.algorithm.hull.IHullAlgorithm",0,0,0,1,1
"org.andengine.util.algorithm.path.ICostFunction",0,1,1,2,2
"org.andengine.util.algorithm.path.IPathFinder",0,5,7,1,1
"org.andengine.util.algorithm.path.IPathFinder.IPathFinderListener",0,0,0,2,2
"org.andengine.util.algorithm.path.IPathFinderMap",0,0,0,7,7
"org.andengine.util.algorithm.path.astar.IAStarHeuristic",0,1,1,5,5
"org.andengine.util.call.AsyncCallable",0,1,1,2,8
"org.andengine.util.call.Callable",0,0,0,2,8
"org.andengine.util.call.Callback",0,0,0,12,39
"org.andengine.util.call.ParameterCallable",0,0,0,5,273
"org.andengine.util.color.constants.ColorConstants",0,0,0,0,0
"org.andengine.util.level.IEntityLoader",0,1,101,2,2
"org.andengine.util.level.constants.LevelConstants",0,0,0,0,0
"org.andengine.util.math.MathConstants",0,0,0,12,354
"org.andengine.util.modifier.IModifier",1,2,3,14,268
"org.andengine.util.modifier.IModifier.IModifierListener",1,1,3,14,268
"org.andengine.util.modifier.LoopModifier.ILoopModifierListener",1,1,10,3,5
"org.andengine.util.modifier.SequenceModifier.ISubSequenceModifierListener",0,1,4,3,7
"org.andengine.util.modifier.ease.IEaseFunction",0,0,0,72,77
"org.andengine.util.progress.IProgressListener",0,0,0,3,10
"org.andengine.util.progress.ProgressCallable",0,1,1,2,8
"org.andengine.util.time.TimeConstants",0,0,0,8,34

