,instance,smell_type
37,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
38,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
39,org.eclipse.jdt.internal.codeassist.SelectionEngine,LongMethod
40,org.eclipse.jdt.internal.compiler.classfmt.ClassFileReader,LongMethod
41,org.eclipse.jdt.internal.core.SearchableEnvironment,LongMethod
42,org.eclipse.jdt.core.dom.ASTParser,LongMethod
43,org.eclipse.jdt.internal.core.CopyResourceElementsOperation,LongMethod
44,org.eclipse.jdt.internal.codeassist.SelectionEngine,LongMethod
45,org.eclipse.jdt.internal.compiler.ast.ConstructorDeclaration,LongMethod
46,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
47,org.eclipse.jdt.core.search.SearchPattern,LongMethod
48,org.eclipse.jdt.internal.core.DeltaProcessingState,LongMethod
49,org.eclipse.jdt.internal.compiler.classfmt.ClassFileReader,LongMethod
50,org.eclipse.jdt.internal.core.search.StringOperation,LongMethod
51,org.eclipse.jdt.internal.compiler.flow.UnconditionalFlowInfo,LongMethod
52,org.eclipse.jdt.core.dom.CompilationUnitResolver,LongMethod
53,org.eclipse.jdt.internal.compiler.ast.MessageSend,LongMethod
54,org.eclipse.jdt.internal.formatter.Scribe,LongMethod
55,org.eclipse.jdt.internal.compiler.lookup.Scope,LongMethod
56,org.eclipse.jdt.internal.core.SetContainerOperation,LongMethod
57,org.eclipse.jdt.internal.compiler.util.ManifestAnalyzer,LongMethod
58,org.eclipse.jdt.internal.core.SourceMapper,LongMethod
59,org.eclipse.jdt.internal.compiler.ast.ExplicitConstructorCall,LongMethod
60,org.eclipse.jdt.internal.formatter.Scribe,LongMethod
61,org.eclipse.jdt.core.dom.DefaultCommentMapper,LongMethod
62,org.eclipse.jdt.internal.codeassist.complete.CompletionParser,LongMethod
63,org.eclipse.jdt.internal.compiler.parser.JavadocParser,LongMethod
64,org.eclipse.jdt.core.dom.ASTParser,LongMethod
65,org.eclipse.jdt.internal.core.ClasspathChange,LongMethod
66,org.eclipse.jdt.internal.core.search.indexing.IndexAllProject,LongMethod
67,org.eclipse.jdt.internal.core.NameLookup,LongMethod
68,org.eclipse.jdt.internal.compiler.ast.AllocationExpression,LongMethod
69,org.eclipse.jdt.internal.core.DeltaProcessor,LongMethod
70,org.eclipse.jdt.internal.core.hierarchy.HierarchyResolver,LongMethod
71,org.eclipse.jdt.internal.compiler.ast.Annotation,LongMethod
72,org.eclipse.jdt.internal.compiler.parser.Scanner,LongMethod
73,org.eclipse.jdt.internal.core.util.PublicScanner,LongMethod
74,org.eclipse.jdt.internal.compiler.ast.QualifiedAllocationExpression,LongMethod
75,org.eclipse.jdt.core.dom.DefaultCommentMapper,LongMethod
76,org.eclipse.jdt.internal.core.SearchableEnvironment,LongMethod
77,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
78,org.eclipse.jdt.internal.formatter.Scribe,LongMethod
79,org.eclipse.jdt.internal.compiler.ClassFile,LongMethod
80,org.eclipse.jdt.internal.formatter.Scribe,LongMethod
81,org.eclipse.jdt.internal.compiler.parser.Scanner,LongMethod
82,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
83,org.eclipse.jdt.core.dom.ASTConverter,LongMethod
84,org.eclipse.jdt.internal.core.CommitWorkingCopyOperation,LongMethod
85,org.eclipse.jdt.internal.compiler.parser.Scanner,LongMethod
86,org.eclipse.jdt.internal.core.util.PublicScanner,LongMethod
87,org.eclipse.jdt.internal.codeassist.CompletionEngine,LongMethod
88,org.eclipse.jdt.internal.core.SearchableEnvironment,LongMethod
