SmellMetrics,Ter, 12 jun 2018 17:41:05 BRT
Method,CALL,CALLED,IMP,LOC,NBD,NP,STAT,v(G)
"org.eclipse.jdt.core.Flags.isProtected(int)",0,1,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.isPublic(int)",0,3,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.isStatic(int)",0,10,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.isStrictfp(int)",0,1,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.isSynchronized(int)",0,1,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.isSynthetic(int)",0,0,n/a,10,0,1,1,1
"org.eclipse.jdt.core.Flags.isTransient(int)",0,1,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.isVarargs(int)",0,4,n/a,12,0,1,1,1
"org.eclipse.jdt.core.Flags.isVolatile(int)",0,1,n/a,9,0,1,1,1
"org.eclipse.jdt.core.Flags.toString(int)",26,3,n/a,66,0,1,28,13
"org.eclipse.jdt.core.IBuffer.addBufferChangedListener(IBufferChangedListener)",n/a,2,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBuffer.append(String)",n/a,0,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBuffer.append(char[])",n/a,1,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBuffer.close()",n/a,3,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getChar(int)",n/a,0,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getCharacters()",n/a,17,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getContents()",n/a,4,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getLength()",n/a,2,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getOwner()",n/a,7,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getText(int,int)",n/a,2,1,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.IBuffer.getUnderlyingResource()",n/a,0,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.hasUnsavedChanges()",n/a,3,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.isClosed()",n/a,1,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.isReadOnly()",n/a,0,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IBuffer.removeBufferChangedListener(IBufferChangedListener)",n/a,1,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBuffer.replace(int,int,String)",n/a,0,1,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.IBuffer.replace(int,int,char[])",n/a,3,1,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.IBuffer.save(IProgressMonitor,boolean)",n/a,3,1,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.IBuffer.setContents(String)",n/a,4,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBuffer.setContents(char[])",n/a,8,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBufferChangedListener.bufferChanged(BufferChangedEvent)",n/a,1,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IBufferFactory.createBuffer(IOpenable)",n/a,1,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IClassFile.getElementAt(int)",n/a,0,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IClassFile.getType()",n/a,10,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClassFile.getWorkingCopy(IProgressMonitor,IBufferFactory)",n/a,0,1,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.IClassFile.getWorkingCopy(WorkingCopyOwner,IProgressMonitor)",n/a,0,1,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.IClassFile.isClass()",n/a,0,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClassFile.isInterface()",n/a,0,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathContainer.getClasspathEntries()",n/a,7,3,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathContainer.getDescription()",n/a,5,3,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathContainer.getKind()",n/a,2,3,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathContainer.getPath()",n/a,0,3,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getContentKind()",n/a,11,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getEntryKind()",n/a,58,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getExclusionPatterns()",n/a,32,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getInclusionPatterns()",n/a,24,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getOutputLocation()",n/a,18,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getPath()",n/a,103,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getResolvedEntry()",n/a,0,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getSourceAttachmentPath()",n/a,16,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.getSourceAttachmentRootPath()",n/a,12,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IClasspathEntry.isExported()",n/a,21,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeComplete(int,CompletionRequestor)",n/a,4,3,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeComplete(int,CompletionRequestor,WorkingCopyOwner)",n/a,1,3,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeComplete(int,ICodeCompletionRequestor)",n/a,3,3,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeComplete(int,ICompletionRequestor)",n/a,4,3,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeComplete(int,ICompletionRequestor,WorkingCopyOwner)",n/a,3,3,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeSelect(int,int)",n/a,3,3,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICodeAssist.codeSelect(int,int,WorkingCopyOwner)",n/a,3,3,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptClass(char[],char[],char[],int,int,int)",n/a,3,0,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptError(IMarker)",n/a,3,0,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptField(char[],char[],char[],char[],char[],char[],int,int,int)",n/a,3,0,n/a,n/a,9,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptInterface(char[],char[],char[],int,int,int)",n/a,3,0,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptKeyword(char[],int,int)",n/a,3,0,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptLabel(char[],int,int)",n/a,3,0,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptLocalVariable(char[],char[],char[],int,int,int)",n/a,0,0,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptMethod(char[],char[],char[],char[][],char[][],char[],char[],char[],int,int,int)",n/a,3,0,n/a,n/a,11,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptModifier(char[],int,int)",n/a,3,0,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptPackage(char[],char[],int,int)",n/a,3,0,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICodeCompletionRequestor.acceptType(char[],char[],char[],int,int)",n/a,3,0,n/a,n/a,5,n/a,n/a
"org.eclipse.jdt.core.ICodeFormatter.format(String,int,int[],String)",n/a,0,1,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.becomeWorkingCopy(IProblemRequestor,IProgressMonitor)",n/a,2,2,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.commitWorkingCopy(boolean,IProgressMonitor)",n/a,1,2,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.createImport(String,IJavaElement,IProgressMonitor)",n/a,1,2,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.createImport(String,IJavaElement,int,IProgressMonitor)",n/a,2,2,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.createPackageDeclaration(String,IProgressMonitor)",n/a,1,2,n/a,n/a,2,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.createType(String,IJavaElement,boolean,IProgressMonitor)",n/a,1,2,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.discardWorkingCopy()",n/a,2,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.findElements(IJavaElement)",n/a,1,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.findPrimaryType()",n/a,1,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.findWorkingCopy(WorkingCopyOwner)",n/a,3,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getAllTypes()",n/a,2,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getElementAt(int)",n/a,3,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getImport(String)",n/a,3,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getImportContainer()",n/a,4,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getImports()",n/a,6,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getOwner()",n/a,2,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getPackageDeclaration(String)",n/a,4,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getPackageDeclarations()",n/a,3,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getPrimary()",n/a,0,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getType(String)",n/a,13,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getTypes()",n/a,10,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getWorkingCopy(IProgressMonitor)",n/a,3,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.getWorkingCopy(WorkingCopyOwner,IProblemRequestor,IProgressMonitor)",n/a,1,2,n/a,n/a,3,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.hasResourceChanged()",n/a,0,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.isWorkingCopy()",n/a,6,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.reconcile(int,boolean,WorkingCopyOwner,IProgressMonitor)",n/a,4,2,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompilationUnit.restore()",n/a,0,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptAnonymousType(char[],char[],char[][],char[][],char[][],char[],int,int,int,int)",n/a,2,4,n/a,n/a,10,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptClass(char[],char[],char[],int,int,int,int)",n/a,2,4,n/a,n/a,7,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptError(IProblem)",n/a,1,4,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptField(char[],char[],char[],char[],char[],char[],int,int,int,int)",n/a,2,4,n/a,n/a,10,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptInterface(char[],char[],char[],int,int,int,int)",n/a,2,4,n/a,n/a,7,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptKeyword(char[],int,int,int)",n/a,1,4,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptLabel(char[],int,int,int)",n/a,1,4,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptLocalVariable(char[],char[],char[],int,int,int,int)",n/a,4,4,n/a,n/a,7,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptMethod(char[],char[],char[],char[][],char[][],char[][],char[],char[],char[],int,int,int,int)",n/a,2,4,n/a,n/a,13,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptMethodDeclaration(char[],char[],char[],char[][],char[][],char[][],char[],char[],char[],int,int,int,int)",n/a,2,4,n/a,n/a,13,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptModifier(char[],int,int,int)",n/a,0,4,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptPackage(char[],char[],int,int,int)",n/a,2,4,n/a,n/a,5,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptType(char[],char[],char[],int,int,int)",n/a,0,4,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICompletionRequestor.acceptVariableName(char[],char[],char[],char[],int,int,int)",n/a,0,4,n/a,n/a,7,n/a,n/a
"org.eclipse.jdt.core.ICorrectionRequestor.acceptClass(char[],char[],char[],int,int,int)",n/a,2,0,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICorrectionRequestor.acceptField(char[],char[],char[],char[],char[],char[],int,int,int)",n/a,1,0,n/a,n/a,9,n/a,n/a
"org.eclipse.jdt.core.ICorrectionRequestor.acceptInterface(char[],char[],char[],int,int,int)",n/a,0,0,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICorrectionRequestor.acceptLocalVariable(char[],char[],char[],int,int,int)",n/a,1,0,n/a,n/a,6,n/a,n/a
"org.eclipse.jdt.core.ICorrectionRequestor.acceptMethod(char[],char[],char[],char[][],char[][],char[][],char[],char[],char[],int,int,int)",n/a,1,0,n/a,n/a,12,n/a,n/a
"org.eclipse.jdt.core.ICorrectionRequestor.acceptPackage(char[],char[],int,int)",n/a,1,0,n/a,n/a,4,n/a,n/a
"org.eclipse.jdt.core.IElementChangedListener.elementChanged(ElementChangedEvent)",n/a,1,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IField.getConstant()",n/a,0,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IField.getElementName()",n/a,81,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IField.getTypeSignature()",n/a,2,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IImportContainer.getImport(String)",n/a,1,1,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IImportDeclaration.getElementName()",n/a,74,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IImportDeclaration.getFlags()",n/a,1,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IImportDeclaration.isOnDemand()",n/a,1,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.exists()",n/a,37,8,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getAncestor(int)",n/a,13,2,n/a,n/a,1,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getCorrespondingResource()",n/a,3,7,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getElementName()",n/a,73,13,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getElementType()",n/a,103,19,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getHandleIdentifier()",n/a,4,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getJavaModel()",n/a,6,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getJavaProject()",n/a,30,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getOpenable()",n/a,0,3,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getParent()",n/a,93,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getPath()",n/a,72,10,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getPrimaryElement()",n/a,2,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getResource()",n/a,57,10,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getSchedulingRule()",n/a,0,2,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.getUnderlyingResource()",n/a,5,10,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.isReadOnly()",n/a,7,6,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElement.isStructureKnown()",n/a,4,5,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElementDelta.getAddedChildren()",n/a,0,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElementDelta.getAffectedChildren()",n/a,8,1,n/a,n/a,0,n/a,n/a
"org.eclipse.jdt.core.IJavaElementDelta.getChangedChildren()",n/a,0,1,n/a,n/a,0,n/a,n/a
