,CBO,DIT,LCOM,NOC,ParallelInheritance,RFC,Unnamed: 0,WMC,antecedent support,confidence,consequent support,conviction,instance,leverage,lift,project_id,support
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application.NSApplication,0.0,0.0,49,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application.NSMenu,0.0,0.0,49,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application.NSMenuItem,0.0,0.0,49,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application.NSPasteboard,0.0,0.0,49,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application.NSResponder,0.0,0.0,49,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application.NSWorkspace,0.0,0.0,49,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.application._NSObsoleteMenuItemProtocol,0.0,0.0,49,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSAppleEventDescriptor,0.0,0.0,49,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSAppleScript,0.0,0.0,49,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSArray,0.0,0.0,49,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSData,0.0,0.0,49,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSDictionary,0.0,0.0,49,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSMutableDictionary,0.0,0.0,49,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.cocoa.foundation.NSPropertyListSerialization,0.0,0.0,49,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.eawt.ApplicationEvent,0.0,0.0,49,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.apple.eawt.ApplicationListener,0.0,0.0,49,0.0
37,2.0,0.0,23.0,0.0,0.0,44.0,0.0,47.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.AppBundleProperties,0.0,0.0,49,0.0
38,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.AppBundleProperties.DocumentType,0.0,0.0,49,0.0
39,1.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.AppBundleProperties.Service,0.0,0.0,49,0.0
40,3.0,0.0,1.0,0.0,0.0,48.0,0.0,103.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.JarBundler,0.0,0.0,49,0.0
41,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.JarBundler.JarFileList,0.0,0.0,49,0.0
42,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.JarBundler.JarFileSet,0.0,0.0,49,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,com.loomcom.ant.tasks.jarbundler.JarFileList,0.0,0.0,49,0.0
44,2.0,0.0,13.0,0.0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,com.microstar.xml.HandlerBase,0.0,0.0,49,0.0
45,2.0,0.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,com.microstar.xml.XmlException,0.0,0.0,49,0.0
46,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,com.microstar.xml.XmlHandler,0.0,0.0,49,0.0
47,1.0,0.0,1.0,0.0,0.0,117.0,0.0,448.0,0.0,0.0,0.0,0.0,com.microstar.xml.XmlParser,0.0,0.0,49,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de.masters_of_disaster.ant.tasks.ar.Ar,0.0,0.0,49,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de.masters_of_disaster.ant.tasks.ar.ArLongFileMode,0.0,0.0,49,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de.masters_of_disaster.ant.tasks.ar.ArOutputStream,0.0,0.0,49,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de.masters_of_disaster.ant.tasks.calculatesize.CalculateSize,0.0,0.0,49,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de.masters_of_disaster.ant.tasks.deb.CalculateInstalledSizeForDeb,0.0,0.0,49,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de.masters_of_disaster.ant.tasks.deb.Deb,0.0,0.0,49,0.0
54,1.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,doclet.GenerateTocXML,0.0,0.0,49,0.0
55,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexed,0.0,0.0,49,0.0
56,1.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexedCharArray,0.0,0.0,49,0.0
57,0.0,0.0,1.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexedInputStream,0.0,0.0,49,0.0
58,0.0,0.0,1.0,0.0,0.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexedReader,0.0,0.0,49,0.0
59,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexedString,0.0,0.0,49,0.0
60,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexedStringBuffer,0.0,0.0,49,0.0
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnu.regexp.CharUnit,0.0,0.0,49,0.0
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnu.regexp.IntPair,0.0,0.0,49,0.0
63,5.0,0.0,2.0,0.0,0.0,46.0,0.0,205.0,0.0,0.0,0.0,0.0,gnu.regexp.RE,0.0,0.0,49,0.0
64,0.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,gnu.regexp.REException,0.0,0.0,49,0.0
65,1.0,0.0,2.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,gnu.regexp.REFilterInputStream,0.0,0.0,49,0.0
66,1.0,0.0,2.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,gnu.regexp.REFilterReader,0.0,0.0,49,0.0
67,1.0,0.0,1.0,0.0,0.0,15.0,0.0,31.0,0.0,0.0,0.0,0.0,gnu.regexp.REMatch,0.0,0.0,49,0.0
68,0.0,0.0,1.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,gnu.regexp.REMatchEnumeration,0.0,0.0,49,0.0
69,0.0,0.0,1.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,gnu.regexp.RESyntax,0.0,0.0,49,0.0
70,0.0,0.0,2.0,0.0,0.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,gnu.regexp.REToken,0.0,0.0,49,0.0
71,0.0,0.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenAny,0.0,0.0,49,0.0
72,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenBackRef,0.0,0.0,49,0.0
73,1.0,0.0,1.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenChar,0.0,0.0,49,0.0
74,0.0,0.0,2.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenEnd,0.0,0.0,49,0.0
75,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenEndSub,0.0,0.0,49,0.0
76,0.0,0.0,1.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenLookAhead,0.0,0.0,49,0.0
77,0.0,0.0,1.0,0.0,0.0,5.0,0.0,21.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenOneOf,0.0,0.0,49,0.0
78,1.0,0.0,2.0,0.0,0.0,5.0,0.0,23.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenPOSIX,0.0,0.0,49,0.0
79,0.0,0.0,2.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenRange,0.0,0.0,49,0.0
80,0.0,0.0,1.0,0.0,0.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenRepeated,0.0,0.0,49,0.0
81,0.0,0.0,2.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenStart,0.0,0.0,49,0.0
82,0.0,0.0,1.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,gnu.regexp.RETokenWordBoundary,0.0,0.0,49,0.0
83,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,gnu.regexp.UncheckedRE,0.0,0.0,49,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.About,0.0,0.0,49,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.CBZip2InputStream,0.0,0.0,49,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.CBZip2OutputStream,0.0,0.0,49,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.Complete,0.0,0.0,49,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.DirVerifier,0.0,0.0,49,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.InvalidHeaderException,0.0,0.0,49,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.JEditMetalTheme,0.0,0.0,49,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.JEditMetalTheme14,0.0,0.0,49,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.JEditMetalTheme15,0.0,0.0,49,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.MacOS,0.0,0.0,49,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.ManPageOSTask,0.0,0.0,49,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.TarBuffer,0.0,0.0,49,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.TarHeader,0.0,0.0,49,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.TextPanel,0.0,0.0,49,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,installer.VMS,0.0,0.0,49,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.BufferMenu,0.0,0.0,49,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.Delegate,0.0,0.0,49,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.MacOSOptionPane,0.0,0.0,49,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.MacOSPlugin,0.0,0.0,49,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.MacrosMenu,0.0,0.0,49,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.RecentDirMenu,0.0,0.0,49,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.RecentMenu,0.0,0.0,49,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.menu.MacOSMenu,0.0,0.0,49,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.menu.ScriptsMenu,0.0,0.0,49,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.menu.ShowBufferMenu,0.0,0.0,49,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.menu.ShowRecentDirMenu,0.0,0.0,49,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.menu.ShowRecentMenu,0.0,0.0,49,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macos.script.AppleScriptHandler,0.0,0.0,49,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macosx.MacOSXPlugin,0.0,0.0,49,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net.sourceforge.jarbundler.HelpBook,0.0,0.0,49,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net.sourceforge.jarbundler.JarBundler,0.0,0.0,49,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.<name>JEditActionContext,0.0,0.0,49,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.<name>JEditActionSet,0.0,0.0,49,0.0
117,4.0,0.0,1.0,0.0,0.0,20.0,0.0,53.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Abbrevs,0.0,0.0,49,0.0
118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Abbrevs.Expansion,0.0,0.0,49,0.0
119,0.0,0.0,7.0,0.0,0.0,15.0,0.0,18.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.AbstractOptionPane,0.0,0.0,49,0.0
120,1.0,0.0,2.0,0.0,0.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.ActionContext,0.0,0.0,49,0.0
121,1.0,0.0,3.0,0.0,0.0,12.0,0.0,26.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.ActionListHandler,0.0,0.0,49,0.0
122,3.0,0.0,3.0,0.0,0.0,22.0,0.0,41.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.ActionSet,0.0,0.0,49,0.0
123,2.0,0.0,2.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Autosave,0.0,0.0,49,0.0
124,4.0,0.0,1.0,0.0,0.0,28.0,0.0,55.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BeanShell,0.0,0.0,49,0.0
125,1.0,0.0,2.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BeanShell.CustomClassManager,0.0,0.0,49,0.0
126,2.0,0.0,4.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BeanShellAction,0.0,0.0,49,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BeanShellHandler,0.0,0.0,49,0.0
128,11.0,0.0,9.0,0.0,0.0,67.0,0.0,196.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Buffer,0.0,0.0,49,0.0
129,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Buffer.TokenList,0.0,0.0,49,0.0
130,5.0,0.0,2.0,0.0,0.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferHistory,0.0,0.0,49,0.0
131,2.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferHistory.Entry,0.0,0.0,49,0.0
132,3.0,0.0,3.0,0.0,0.0,7.0,0.0,13.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferHistory.RecentHandler,0.0,0.0,49,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferProps,0.0,0.0,49,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.CustomClassManager,0.0,0.0,49,0.0
135,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Debug,0.0,0.0,49,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Deferred,0.0,0.0,49,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.DropHandler,0.0,0.0,49,0.0
138,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EBComponent,0.0,0.0,49,0.0
139,6.0,0.0,1.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EBMessage,0.0,0.0,49,0.0
140,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EBPlugin,0.0,0.0,49,0.0
141,1.0,0.0,8.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditAction,0.0,0.0,49,0.0
142,2.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditAction.Wrapper,0.0,0.0,49,0.0
143,2.0,0.0,1.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditBus,0.0,0.0,49,0.0
144,9.0,0.0,2.0,0.0,0.0,28.0,0.0,107.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPane,0.0,0.0,49,0.0
145,1.0,0.0,1.0,0.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPane.MarkerHighlight,0.0,0.0,49,0.0
146,1.0,0.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPane.StatusHandler,0.0,0.0,49,0.0
147,5.0,0.0,6.0,2.0,0.0,11.0,0.0,14.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPlugin,0.0,0.0,49,0.0
148,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPlugin.Broken,0.0,0.0,49,0.0
149,1.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPlugin.Deferred,0.0,0.0,49,0.0
150,2.0,0.0,3.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditServer,0.0,0.0,49,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.FirewallAuthenticator,0.0,0.0,49,0.0
152,13.0,0.0,15.0,0.0,0.0,62.0,0.0,153.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities,0.0,0.0,49,0.0
153,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities.UnixWorkaround,0.0,0.0,49,0.0
154,3.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities.UnixWorkaround.ComponentHandler,0.0,0.0,49,0.0
155,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities.UnixWorkaround.WindowHandler,0.0,0.0,49,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.HandlerList,0.0,0.0,49,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.JAR,0.0,0.0,49,0.0
158,3.0,0.0,1.0,0.0,0.0,16.0,0.0,41.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.JARClassLoader,0.0,0.0,49,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.JEditBeanShellAction,0.0,0.0,49,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.JEditKillRing,0.0,0.0,49,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.JEditMode,0.0,0.0,49,0.0
162,6.0,0.0,8.0,0.0,0.0,34.0,0.0,58.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros,0.0,0.0,49,0.0
163,3.0,1.0,3.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.BeanShellHandler,0.0,0.0,49,0.0
164,4.0,0.0,5.0,1.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.Handler,0.0,0.0,49,0.0
165,3.0,0.0,4.0,0.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.Macro,0.0,0.0,49,0.0
166,2.0,0.0,1.0,0.0,0.0,10.0,0.0,22.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.Recorder,0.0,0.0,49,0.0
