,CBO,DIT,LCOM,NOC,RFC,ShotgunSurgery,Unnamed: 0,WMC,cardinality,confidence,consequent_not_in_association,instance,lift,project_id,support
11,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,gnu.regexp.CharIndexed,0.0,49,0.0
12,1.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,gnu.regexp.CharIndexedCharArray,0.0,49,0.0
13,0.0,0.0,1.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,gnu.regexp.CharIndexedInputStream,0.0,49,0.0
14,0.0,0.0,1.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,gnu.regexp.CharIndexedReader,0.0,49,0.0
15,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,gnu.regexp.CharIndexedString,0.0,49,0.0
16,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,gnu.regexp.CharIndexedStringBuffer,0.0,49,0.0
17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnu.regexp.CharUnit,0.0,49,0.0
18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnu.regexp.IntPair,0.0,49,0.0
19,5.0,0.0,2.0,0.0,46.0,0.0,0.0,205.0,0.0,0.0,0.0,gnu.regexp.RE,0.0,49,0.0
20,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,gnu.regexp.REException,0.0,49,0.0
21,1.0,0.0,2.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,gnu.regexp.REFilterInputStream,0.0,49,0.0
22,1.0,0.0,2.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,gnu.regexp.REFilterReader,0.0,49,0.0
23,1.0,0.0,1.0,0.0,15.0,0.0,0.0,31.0,0.0,0.0,0.0,gnu.regexp.REMatch,0.0,49,0.0
24,0.0,0.0,1.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,gnu.regexp.REMatchEnumeration,0.0,49,0.0
25,0.0,0.0,1.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,gnu.regexp.RESyntax,0.0,49,0.0
26,0.0,0.0,2.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,gnu.regexp.REToken,0.0,49,0.0
27,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,gnu.regexp.RETokenAny,0.0,49,0.0
28,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,gnu.regexp.RETokenBackRef,0.0,49,0.0
29,1.0,0.0,1.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,gnu.regexp.RETokenChar,0.0,49,0.0
30,0.0,0.0,2.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,gnu.regexp.RETokenEnd,0.0,49,0.0
31,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,gnu.regexp.RETokenEndSub,0.0,49,0.0
32,0.0,0.0,1.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,gnu.regexp.RETokenLookAhead,0.0,49,0.0
33,0.0,0.0,1.0,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,gnu.regexp.RETokenOneOf,0.0,49,0.0
34,1.0,0.0,2.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,0.0,gnu.regexp.RETokenPOSIX,0.0,49,0.0
35,0.0,0.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,gnu.regexp.RETokenRange,0.0,49,0.0
36,0.0,0.0,1.0,0.0,7.0,0.0,0.0,31.0,0.0,0.0,0.0,gnu.regexp.RETokenRepeated,0.0,49,0.0
37,0.0,0.0,2.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,gnu.regexp.RETokenStart,0.0,49,0.0
38,0.0,0.0,1.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,gnu.regexp.RETokenWordBoundary,0.0,49,0.0
39,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,gnu.regexp.UncheckedRE,0.0,49,0.0
40,4.0,0.0,1.0,0.0,20.0,0.0,0.0,53.0,0.0,0.0,0.0,org.gjt.sp.jedit.Abbrevs,0.0,49,0.0
41,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,org.gjt.sp.jedit.Abbrevs.Expansion,0.0,49,0.0
42,0.0,0.0,7.0,0.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,org.gjt.sp.jedit.AbstractOptionPane,0.0,49,0.0
43,1.0,0.0,2.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,0.0,org.gjt.sp.jedit.ActionContext,0.0,49,0.0
44,1.0,0.0,3.0,0.0,12.0,0.0,0.0,26.0,0.0,0.0,0.0,org.gjt.sp.jedit.ActionListHandler,0.0,49,0.0
45,3.0,0.0,3.0,0.0,22.0,0.0,0.0,41.0,1.0,0.86,0.0,org.gjt.sp.jedit.ActionSet,1.1668803418803417,49,0.013123359580052493
46,2.0,0.0,2.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,org.gjt.sp.jedit.Autosave,0.0,49,0.0
47,4.0,0.0,1.0,0.0,28.0,0.0,0.0,55.0,1.0,0.810126582278481,0.0,org.gjt.sp.jedit.BeanShell,1.0992102131342636,49,0.02073490813648294
48,1.0,0.0,2.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.BeanShell.CustomClassManager,0.0,49,0.0
49,2.0,0.0,4.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,org.gjt.sp.jedit.BeanShellAction,0.0,49,0.0
50,11.0,0.0,9.0,0.0,67.0,0.0,0.0,196.0,0.0,0.0,0.0,org.gjt.sp.jedit.Buffer,0.0,49,0.0
51,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.Buffer.TokenList,0.0,49,0.0
52,5.0,0.0,2.0,0.0,12.0,0.0,0.0,32.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferHistory,0.0,49,0.0
53,2.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferHistory.Entry,0.0,49,0.0
54,3.0,0.0,3.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0,0.0,org.gjt.sp.jedit.BufferHistory.RecentHandler,0.0,49,0.0
55,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Debug,0.0,49,0.0
56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.EBComponent,0.0,49,0.0
57,6.0,0.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.EBMessage,0.0,49,0.0
58,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.EBPlugin,0.0,49,0.0
59,1.0,0.0,8.0,0.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditAction,0.0,49,0.0
60,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditAction.Wrapper,0.0,49,0.0
61,2.0,0.0,1.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditBus,0.0,49,0.0
62,9.0,0.0,2.0,0.0,28.0,0.0,0.0,107.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPane,0.0,49,0.0
63,1.0,0.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPane.MarkerHighlight,0.0,49,0.0
64,1.0,0.0,1.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPane.StatusHandler,0.0,49,0.0
65,5.0,0.0,6.0,2.0,11.0,0.0,0.0,14.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPlugin,0.0,49,0.0
66,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPlugin.Broken,0.0,49,0.0
67,1.0,1.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.EditPlugin.Deferred,0.0,49,0.0
68,2.0,0.0,3.0,0.0,10.0,0.0,0.0,25.0,1.0,0.8157894736842105,0.0,org.gjt.sp.jedit.EditServer,1.106893837156995,49,0.009973753280839895
69,13.0,0.0,15.0,0.0,62.0,0.0,0.0,153.0,2.0,0.3006993006993007,0.0,org.gjt.sp.jedit.GUIUtilities,3.1903048407902777,49,0.03753280839895013
70,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities.UnixWorkaround,0.0,49,0.0
71,3.0,0.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities.UnixWorkaround.ComponentHandler,0.0,49,0.0
72,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.GUIUtilities.UnixWorkaround.WindowHandler,0.0,49,0.0
73,3.0,0.0,1.0,0.0,16.0,0.0,0.0,41.0,1.0,0.8055555555555556,0.0,org.gjt.sp.jedit.JARClassLoader,1.0930080721747388,49,0.01889763779527559
74,6.0,0.0,8.0,0.0,34.0,0.0,0.0,58.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros,0.0,49,0.0
75,3.0,1.0,3.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.BeanShellHandler,0.0,49,0.0
76,4.0,0.0,5.0,1.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.Handler,0.0,49,0.0
77,3.0,0.0,4.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.Macro,0.0,49,0.0
78,2.0,0.0,1.0,0.0,10.0,0.0,0.0,22.0,0.0,0.0,0.0,org.gjt.sp.jedit.Macros.Recorder,0.0,49,0.0
79,0.0,0.0,2.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.Marker,0.0,49,0.0
80,17.0,0.0,29.0,0.0,62.0,0.0,0.0,244.0,1.0,0.7741935483870968,0.0,org.gjt.sp.jedit.MiscUtilities,1.3809351214208048,49,0.04068241469816273
81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.MiscUtilities.Compare,0.0,49,0.0
82,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.MiscUtilities.MenuItemCompare,0.0,49,0.0
83,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.MiscUtilities.StringCompare,0.0,49,0.0
84,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.MiscUtilities.StringICaseCompare,0.0,49,0.0
85,2.0,0.0,1.0,0.0,14.0,0.0,0.0,26.0,0.0,0.0,0.0,org.gjt.sp.jedit.Mode,0.0,49,0.0
86,1.0,0.0,2.0,0.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,org.gjt.sp.jedit.ModeCatalogHandler,0.0,49,0.0
87,8.0,0.0,3.0,0.0,17.0,0.0,0.0,38.0,0.0,0.0,0.0,org.gjt.sp.jedit.OperatingSystem,0.0,49,0.0
88,0.0,0.0,2.0,0.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,org.gjt.sp.jedit.OptionGroup,0.0,49,0.0
89,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.OptionPane,0.0,49,0.0
90,3.0,0.0,2.0,0.0,8.0,0.0,0.0,23.0,0.0,0.0,0.0,org.gjt.sp.jedit.PerspectiveManager,0.0,49,0.0
91,2.0,0.0,3.0,0.0,7.0,0.0,0.0,27.0,0.0,0.0,0.0,org.gjt.sp.jedit.PerspectiveManager.PerspectiveHandler,0.0,49,0.0
92,5.0,0.0,1.0,0.0,37.0,1.0,1.0,121.0,2.0,0.9369369369369369,0.0,org.gjt.sp.jedit.PluginJAR,5.776261698591795,49,0.029133858267716535
93,2.0,0.0,1.0,0.0,11.0,0.0,0.0,33.0,0.0,0.0,0.0,org.gjt.sp.jedit.PluginJAR.PluginCacheEntry,0.0,49,0.0
94,0.0,0.0,1.0,0.0,15.0,0.0,0.0,24.0,0.0,0.0,0.0,org.gjt.sp.jedit.PropertyManager,0.0,49,0.0
95,9.0,0.0,1.0,0.0,30.0,0.0,0.0,60.0,1.0,0.8235294117647058,0.0,org.gjt.sp.jedit.Registers,1.1173956762192054,49,0.013385826771653543
96,3.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,org.gjt.sp.jedit.Registers.ClipboardRegister,0.0,49,0.0
97,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.Registers.Register,0.0,49,0.0
98,2.0,0.0,2.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,org.gjt.sp.jedit.Registers.RegistersHandler,0.0,49,0.0
99,2.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.Registers.StringRegister,0.0,49,0.0
100,1.0,0.0,3.0,0.0,13.0,0.0,0.0,21.0,0.0,0.0,0.0,org.gjt.sp.jedit.ServiceListHandler,0.0,49,0.0
101,3.0,0.0,1.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,0.0,org.gjt.sp.jedit.ServiceManager,0.0,49,0.0
102,1.0,0.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.ServiceManager.Descriptor,0.0,49,0.0
103,3.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,0.0,org.gjt.sp.jedit.SettingsReloader,0.0,49,0.0
104,7.0,0.0,10.0,0.0,23.0,0.0,0.0,119.0,2.0,0.8095238095238095,0.0,org.gjt.sp.jedit.TextUtilities,3.0778061224489797,49,0.02204724409448819
105,12.0,0.0,4.0,0.0,65.0,0.0,0.0,200.0,1.0,0.896551724137931,0.0,org.gjt.sp.jedit.View,1.2164750957854407,49,0.02283464566929134
106,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.View.CaretHandler,0.0,49,0.0
107,1.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.View.FocusHandler,0.0,49,0.0
108,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.View.MyFocusTraversalPolicy,0.0,49,0.0
109,1.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.View.ScrollHandler,0.0,49,0.0
110,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.View.ViewConfig,0.0,49,0.0
111,1.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.View.WindowHandler,0.0,49,0.0
112,2.0,0.0,3.0,0.0,5.0,0.0,0.0,26.0,1.0,0.8444444444444444,0.0,org.gjt.sp.jedit.browser.BrowserCommandsMenu,1.1457739791073123,49,0.011811023622047244
113,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserCommandsMenu.ActionHandler,0.0,49,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9393939393939394,0.0,org.gjt.sp.jedit.browser.BrowserHandler,1.2746050246050247,49,0.008661417322834646
115,0.0,0.0,1.0,0.0,7.0,0.0,0.0,21.0,1.0,0.9512195121951219,0.0,org.gjt.sp.jedit.browser.BrowserIORequest,1.290650406504065,49,0.010761154855643044
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9310344827586207,0.0,org.gjt.sp.jedit.browser.BrowserJTree,1.263262599469496,49,0.015223097112860892
117,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserListener,0.0,49,0.0
118,4.0,0.0,1.0,0.0,17.0,0.0,0.0,35.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView,0.0,49,0.0
119,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.LoadingPlaceholder,0.0,49,0.0
120,2.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.ParentDirectoryRenderer,0.0,49,0.0
121,1.0,0.0,1.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.ParentMouseHandler,0.0,49,0.0
122,1.0,0.0,1.0,0.0,5.0,0.0,0.0,22.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.TableMouseHandler,0.0,49,0.0
123,4.0,0.0,1.0,0.0,14.0,0.0,0.0,24.0,1.0,0.8461538461538461,0.0,org.gjt.sp.jedit.browser.FileCellRenderer,1.148093359631821,49,0.013648293963254593
124,1.0,0.0,2.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder,0.0,49,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1994301994301994,0.0,org.gjt.sp.jedit.browser.MouseHandler,1.356837606837607,49,0.7370078740157481
126,16.0,0.0,4.0,0.0,52.0,0.0,0.0,147.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser,0.0,49,0.0
127,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.ActionHandler,0.0,49,0.0
128,3.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.BrowserActionContext,0.0,49,0.0
129,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton,0.0,49,0.0
130,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton.MouseHandler,0.0,49,0.0
131,2.0,0.0,1.0,0.0,4.0,0.0,0.0,14.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.DirectoryLoadedAWTRequest,0.0,49,0.0
132,4.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton,0.0,49,0.0
133,3.0,0.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.ActionHandler,0.0,49,0.0
134,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.MouseHandler,0.0,49,0.0
135,2.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton,0.0,49,0.0
136,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.ActionHandler,0.0,49,0.0
137,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.MouseHandler,0.0,49,0.0
138,8.0,0.0,2.0,0.0,23.0,0.0,0.0,67.0,1.0,0.9047619047619048,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable,1.2276149776149776,49,0.011023622047244094
139,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.ClearTypeSelect,0.0,49,0.0
140,1.0,0.0,5.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.ColumnHandler,0.0,49,0.0
141,7.0,0.0,2.0,0.0,21.0,0.0,0.0,35.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel,0.0,49,0.0
142,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel.Entry,0.0,49,0.0
143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel.ExtendedAttribute,0.0,49,0.0
144,7.0,1.0,1.0,0.0,8.0,0.0,0.0,34.0,1.0,0.7924528301886793,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog,1.075229801644896,49,0.013910761154855643
145,1.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.ActionHandler,0.0,49,0.0
146,2.0,0.0,1.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.BrowserHandler,0.0,49,0.0
147,1.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.GetFileTypeRequest,0.0,49,0.0
148,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.KeyHandler,0.0,49,0.0
149,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.WorkThreadHandler,0.0,49,0.0
150,4.0,1.0,3.0,0.0,18.0,0.0,0.0,36.0,1.0,0.86,0.0,org.gjt.sp.jedit.browser.VFSFileNameField,1.1668803418803417,49,0.013123359580052493
151,0.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferAdapter,0.0,49,0.0
152,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferAutosaveRequest,0.0,49,0.0
153,1.0,0.0,7.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferChangeAdapter,0.0,49,0.0
154,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferChangeListener,0.0,49,0.0
155,2.0,0.0,1.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferChangeListener.Adapter,0.0,49,0.0
156,3.0,0.0,1.0,0.0,6.0,0.0,0.0,51.0,1.0,1.0,0.0,org.gjt.sp.jedit.buffer.BufferIORequest,1.3568376068376067,49,0.01758530183727034
157,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferInsertRequest,0.0,49,0.0
158,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferListener,0.0,49,0.0
159,0.0,0.0,1.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferLoadRequest,0.0,49,0.0
160,0.0,0.0,1.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferSaveRequest,0.0,49,0.0
161,1.0,0.0,1.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.ContentManager,0.0,49,0.0
162,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.DummyFoldHandler,0.0,49,0.0
163,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.ExplicitFoldHandler,0.0,49,0.0
164,4.0,0.0,3.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.FoldHandler,0.0,49,0.0
165,2.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.IndentFoldHandler,0.0,49,0.0
166,27.0,0.0,1.0,0.0,108.0,0.0,0.0,270.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.JEditBuffer,0.0,49,0.0
167,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.JEditBuffer.Listener,0.0,49,0.0
