,AMWAMM_type,AMW_type,ATFD_method,ATFD_type,ATLD_method,Blob,CBO_type,CC_method,CDISP_method,CFNAMM_method,CFNAMM_type,CINT_method,CLNAMM_method,CM_method,CYCLO_method,DIT_type,FANOUT_method,FDP_type,LAA_method,LCOM5_type,LOCNAMM_type,LOC_method,LOC_package,LOC_project,LOC_type,MAXNESTING_method,NIM_type,NMO_type,NOAM_type,NOAV_method,NOA_type,NOCS_package,NOCS_project,NOCS_type,NOC_type,NOII_type,NOI_type,NOLV_method,NOMNAMM_type,NOM_package,NOM_project,NOM_type,NOPA_type,NOPK_project,NOP_method,RFC_type,TCC_type,Unnamed: 0,WMCWAMM_type,WMC_type,WOC_type,instance,method,project_id
16,0.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,59.0,0.0,7.0,857.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,37.0,0.0,37.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,101.0,0.0,0.0,138.0,37.0,0.0,0.0,163.0,0.0,25.0,193.0,193.0,0.0,org.apache.tools.ant.DirectoryScanner,0.0,108
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicAttribute,0.0,108
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicAttributeNS,0.0,108
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicConfigurator,0.0,108
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicConfiguratorNS,0.0,108
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicElement,0.0,108
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicElementNS,0.0,108
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.DynamicObjectAttribute,0.0,108
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.Evaluable,0.0,108
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.Executor,0.0,108
26,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,62.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,0.0,org.apache.tools.ant.ExitException,0.0,108
27,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,71.0,8.0,0.0,0.0,7.0,0.0,0.0,4.0,4.0,0.0,org.apache.tools.ant.ExitStatusException,0.0,108
28,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,56.0,11.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,0.0,org.apache.tools.ant.ExtensionPoint,0.0,108
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.FileScanner,0.0,108
30,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,3.0,777.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,68.0,13.0,0.0,0.0,122.0,0.0,28.0,160.0,160.0,0.0,org.apache.tools.ant.IntrospectionHelper,0.0,108
31,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,28.0,5.0,0.0,0.0,11.0,0.0,0.0,10.0,10.0,0.0,org.apache.tools.ant.IntrospectionHelper.AddNestedCreator,0.0,108
32,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,15.0,0.0,0.0,17.0,2.0,0.0,0.0,11.0,0.0,0.0,6.0,6.0,0.0,org.apache.tools.ant.IntrospectionHelper.AttributeSetter,0.0,108
33,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,21.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,org.apache.tools.ant.IntrospectionHelper.CreateNestedCreator,0.0,108
34,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,22.0,5.0,0.0,0.0,15.0,0.0,0.0,11.0,11.0,0.0,org.apache.tools.ant.IntrospectionHelper.Creator,0.0,108
35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.IntrospectionHelper.MethodAndObject,0.0,108
36,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,20.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,19.0,1.0,0.0,0.0,6.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.IntrospectionHelper.NestedCreator,0.0,108
37,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,3.0,62.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,28.0,6.0,0.0,0.0,24.0,0.0,0.0,16.0,16.0,0.0,org.apache.tools.ant.Location,0.0,108
38,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,49.0,36.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.MagicNames,0.0,108
39,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,785.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,25.0,0.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,71.0,25.0,0.0,0.0,164.0,0.0,24.0,150.0,150.0,0.0,org.apache.tools.ant.Main,0.0,108
40,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,28.0,0.0,0.0,0.0,2.0,0.0,25.0,3.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,0.0,0.0,52.0,6.0,0.0,0.0,13.0,0.0,0.0,7.0,7.0,0.0,org.apache.tools.ant.NoBannerLogger,0.0,108
41,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,19.0,4.0,0.0,0.0,13.0,0.0,0.0,15.0,15.0,0.0,org.apache.tools.ant.PathTokenizer,0.0,108
42,0.0,0.0,0.0,0.0,0.0,1.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,579.0,0.0,30.0,925.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,33.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,138.0,0.0,0.0,171.0,33.0,0.0,0.0,294.0,0.0,9.0,217.0,217.0,0.0,org.apache.tools.ant.Project,0.0,108
43,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,98.0,9.0,0.0,0.0,7.0,0.0,0.0,4.0,4.0,0.0,org.apache.tools.ant.Project.AntRefTable,0.0,108
44,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,384.0,0.0,3.0,43.0,0.0,0.0,0.0,448.0,0.0,10.0,1.0,3.0,0.0,3.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,22.0,0.0,0.0,25.0,3.0,0.0,0.0,13.0,0.0,0.0,12.0,12.0,0.0,org.apache.tools.ant.ProjectComponent,0.0,108
45,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,22.0,203.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,14.0,0.0,14.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,42.0,0.0,0.0,56.0,14.0,0.0,0.0,78.0,0.0,0.0,52.0,52.0,0.0,org.apache.tools.ant.ProjectHelper,0.0,108
46,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,21.0,5.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,0.0,org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint,0.0,108
47,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,29.0,5.0,0.0,0.0,48.0,0.0,0.0,30.0,30.0,0.0,org.apache.tools.ant.ProjectHelperRepository,0.0,108
48,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,2.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator,0.0,108
49,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,2.0,415.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,69.0,10.0,0.0,0.0,95.0,0.0,0.0,109.0,109.0,0.0,org.apache.tools.ant.PropertyHelper,0.0,108
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.PropertyHelper.Delegate,0.0,108
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.PropertyHelper.PropertyEvaluator,0.0,108
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,org.apache.tools.ant.PropertyHelper.PropertySetter,0.0,108
53,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,2.0,261.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,52.0,12.0,0.0,0.0,96.0,0.0,0.0,75.0,75.0,0.0,org.apache.tools.ant.RuntimeConfigurable,0.0,108
54,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,17.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,org.apache.tools.ant.RuntimeConfigurable.AttributeComponentInformation,0.0,108
55,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,org.apache.tools.ant.RuntimeConfigurable.EnableAttributeConsumer,0.0,108
