,CBO,DIT,DivergentChange,LCOM,NOC,RFC,WMC,cardinality,confidence,consequent_not_in_association,instance,lift,project_id,support
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9310344827586207,0.0,org.gjt.sp.jedit.browser.BrowserJTree,1.263262599469496,49,0.015223097112860892
117,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserListener,0.0,49,0.0
118,4.0,0.0,0.0,1.0,0.0,17.0,35.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView,0.0,49,0.0
119,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.LoadingPlaceholder,0.0,49,0.0
120,2.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.ParentDirectoryRenderer,0.0,49,0.0
121,1.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.ParentMouseHandler,0.0,49,0.0
122,1.0,0.0,0.0,1.0,0.0,5.0,22.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.BrowserView.TableMouseHandler,0.0,49,0.0
123,4.0,0.0,0.0,1.0,0.0,14.0,24.0,1.0,0.8461538461538461,0.0,org.gjt.sp.jedit.browser.FileCellRenderer,1.148093359631821,49,0.013648293963254593
124,1.0,0.0,0.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.FileCellRenderer.ExpansionToggleBorder,0.0,49,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1994301994301994,0.0,org.gjt.sp.jedit.browser.MouseHandler,1.356837606837607,49,0.7370078740157481
126,16.0,0.0,0.0,4.0,0.0,52.0,147.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser,0.0,49,0.0
127,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.ActionHandler,0.0,49,0.0
128,3.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.BrowserActionContext,0.0,49,0.0
129,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton,0.0,49,0.0
130,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.CommandsMenuButton.MouseHandler,0.0,49,0.0
131,2.0,0.0,0.0,1.0,0.0,4.0,14.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.DirectoryLoadedAWTRequest,0.0,49,0.0
132,4.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton,0.0,49,0.0
133,3.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.ActionHandler,0.0,49,0.0
134,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.FavoritesMenuButton.MouseHandler,0.0,49,0.0
135,2.0,0.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton,0.0,49,0.0
136,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.ActionHandler,0.0,49,0.0
137,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSBrowser.PluginsMenuButton.MouseHandler,0.0,49,0.0
138,8.0,0.0,0.0,2.0,0.0,23.0,67.0,1.0,0.9047619047619048,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable,1.2276149776149776,49,0.011023622047244094
139,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.ClearTypeSelect,0.0,49,0.0
140,1.0,0.0,0.0,5.0,0.0,6.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTable.ColumnHandler,0.0,49,0.0
141,7.0,0.0,0.0,2.0,0.0,21.0,35.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel,0.0,49,0.0
142,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel.Entry,0.0,49,0.0
143,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSDirectoryEntryTableModel.ExtendedAttribute,0.0,49,0.0
144,7.0,1.0,0.0,1.0,0.0,8.0,34.0,1.0,0.7924528301886793,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog,1.075229801644896,49,0.013910761154855643
145,1.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.ActionHandler,0.0,49,0.0
146,2.0,0.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.BrowserHandler,0.0,49,0.0
147,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.GetFileTypeRequest,0.0,49,0.0
148,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.KeyHandler,0.0,49,0.0
149,1.0,0.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.browser.VFSFileChooserDialog.WorkThreadHandler,0.0,49,0.0
150,4.0,1.0,0.0,3.0,0.0,18.0,36.0,1.0,0.86,0.0,org.gjt.sp.jedit.browser.VFSFileNameField,1.1668803418803417,49,0.013123359580052493
151,0.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferAdapter,0.0,49,0.0
152,0.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferAutosaveRequest,0.0,49,0.0
153,1.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferChangeAdapter,0.0,49,0.0
154,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferChangeListener,0.0,49,0.0
155,2.0,0.0,0.0,1.0,0.0,16.0,9.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferChangeListener.Adapter,0.0,49,0.0
156,3.0,0.0,0.0,1.0,0.0,6.0,51.0,1.0,1.0,0.0,org.gjt.sp.jedit.buffer.BufferIORequest,1.3568376068376067,49,0.01758530183727034
157,0.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferInsertRequest,0.0,49,0.0
158,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferListener,0.0,49,0.0
159,0.0,0.0,0.0,1.0,0.0,3.0,13.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferLoadRequest,0.0,49,0.0
160,0.0,0.0,0.0,1.0,0.0,3.0,18.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.BufferSaveRequest,0.0,49,0.0
161,1.0,0.0,0.0,1.0,0.0,10.0,20.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.ContentManager,0.0,49,0.0
162,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.DummyFoldHandler,0.0,49,0.0
163,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.ExplicitFoldHandler,0.0,49,0.0
164,4.0,0.0,0.0,3.0,0.0,10.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.FoldHandler,0.0,49,0.0
165,2.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.IndentFoldHandler,0.0,49,0.0
166,27.0,0.0,0.0,1.0,0.0,108.0,270.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.JEditBuffer,0.0,49,0.0
167,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.JEditBuffer.Listener,0.0,49,0.0
168,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.JEditBuffer.PropValue,0.0,49,0.0
169,5.0,0.0,0.0,4.0,0.0,15.0,48.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.KillRing,0.0,49,0.0
170,2.0,0.0,0.0,3.0,0.0,5.0,7.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.KillRing.KillRingHandler,0.0,49,0.0
171,4.0,0.0,0.0,1.0,0.0,21.0,56.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.LineManager,0.0,49,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7899159663865546,0.0,org.gjt.sp.jedit.buffer.OffsetManager,9.31398013750955,49,0.031233595800524934
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.9791666666666666,0.0,org.gjt.sp.jedit.buffer.PosBottomHalf,55.15889830508475,49,0.012598425196850394
174,2.0,0.0,0.0,1.0,0.0,8.0,9.0,2.0,0.9365079365079365,0.0,org.gjt.sp.jedit.buffer.PositionManager,52.916666666666664,49,0.01653543307086614
175,3.0,0.0,0.0,2.0,0.0,9.0,15.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.PositionManager.PosBottomHalf,0.0,49,0.0
176,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,org.gjt.sp.jedit.buffer.PositionManager.PosTopHalf,0.0,49,0.0
