Method,ev(G),iv(G),v(G)
"org.apache.pig.IteratingAccumulatorEvalFunc.DelayedQueueIterator.remove()",1,1,1
"org.apache.pig.IteratingAccumulatorEvalFunc.accumulate(Tuple)",4,4,9
"org.apache.pig.IteratingAccumulatorEvalFunc.cleanup()",1,1,1
"org.apache.pig.IteratingAccumulatorEvalFunc.getValue()",3,2,4
"org.apache.pig.IteratingAccumulatorEvalFunc.initialize()",1,1,2
"org.apache.pig.IteratingAccumulatorEvalFunc.isFinished()",1,1,1
"org.apache.pig.JVMReuseImpl.cleanupStaticData()",2,5,5
"org.apache.pig.JVMReuseImpl.getMethodNames()",1,5,5
"org.apache.pig.JVMReuseManager.JVMReuseManager()",1,1,1
"org.apache.pig.JVMReuseManager.getInstance()",1,1,1
"org.apache.pig.JVMReuseManager.getStaticDataCleanupMethods()",1,1,1
"org.apache.pig.JVMReuseManager.registerForStaticDataCleanup(Class<?>)",4,5,5
"org.apache.pig.LoadFunc.getAbsolutePath(String,Path)",6,7,12
"org.apache.pig.LoadFunc.getCacheFiles()",1,1,1
"org.apache.pig.LoadFunc.getLoadCaster()",1,1,1
"org.apache.pig.LoadFunc.getPathStrings(String)",2,4,9
"org.apache.pig.LoadFunc.getShipFiles()",1,1,1
"org.apache.pig.LoadFunc.join(AbstractCollection<String>,String)",2,2,3
"org.apache.pig.LoadFunc.relativeToAbsolutePath(String,Path)",1,1,1
"org.apache.pig.LoadFunc.setUDFContextSignature(String)",1,1,1
"org.apache.pig.LoadFunc.warn(String,Enum)",1,1,1
"org.apache.pig.LoadFuncMetadataWrapper.LoadFuncMetadataWrapper()",1,1,1
"org.apache.pig.LoadFuncMetadataWrapper.getPartitionKeys(String,Job)",1,1,1
"org.apache.pig.LoadFuncMetadataWrapper.getSchema(String,Job)",1,1,1
"org.apache.pig.LoadFuncMetadataWrapper.getStatistics(String,Job)",1,1,1
"org.apache.pig.LoadFuncMetadataWrapper.loadMetadata()",2,2,2
"org.apache.pig.LoadFuncMetadataWrapper.setLoadFunc(LoadMetadata)",1,1,1
"org.apache.pig.LoadFuncMetadataWrapper.setPartitionFilter(Expression)",1,1,1
"org.apache.pig.LoadFuncWrapper.LoadFuncWrapper()",1,1,1
"org.apache.pig.LoadFuncWrapper.getInputFormat()",1,1,1
"org.apache.pig.LoadFuncWrapper.getLoadCaster()",1,1,1
"org.apache.pig.LoadFuncWrapper.getMethodName(int)",1,1,2
"org.apache.pig.LoadFuncWrapper.getNext()",1,1,1
"org.apache.pig.LoadFuncWrapper.loadFunc()",2,2,2
"org.apache.pig.LoadFuncWrapper.prepareToRead(RecordReader,PigSplit)",1,1,1
"org.apache.pig.LoadFuncWrapper.relativeToAbsolutePath(String,Path)",1,1,1
"org.apache.pig.LoadFuncWrapper.setLoadFunc(LoadFunc)",1,1,1
"org.apache.pig.LoadFuncWrapper.setLocation(String,Job)",1,1,1
"org.apache.pig.LoadFuncWrapper.setUDFContextSignature(String)",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.RequiredField()",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.RequiredField(String,int,List<RequiredField>,byte)",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.getAlias()",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.getIndex()",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.getSubFields()",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.getType()",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.setAlias(String)",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.setIndex(int)",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.setSubFields(List<RequiredField>)",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.setType(byte)",1,1,1
"org.apache.pig.LoadPushDown.RequiredField.toString()",3,1,3
"org.apache.pig.LoadPushDown.RequiredFieldList.RequiredFieldList()",1,1,1
"org.apache.pig.LoadPushDown.RequiredFieldList.RequiredFieldList(List<RequiredField>)",1,1,1
"org.apache.pig.LoadPushDown.RequiredFieldList.add(RequiredField)",1,1,1
"org.apache.pig.LoadPushDown.RequiredFieldList.getFields()",1,1,1
"org.apache.pig.LoadPushDown.RequiredFieldList.toString()",1,4,4
"org.apache.pig.LoadPushDown.RequiredFieldResponse.RequiredFieldResponse(boolean)",1,1,1
"org.apache.pig.LoadPushDown.RequiredFieldResponse.getRequiredFieldResponse()",1,1,1
"org.apache.pig.LoadPushDown.RequiredFieldResponse.setRequiredFieldResponse(boolean)",1,1,1
"org.apache.pig.Main.configureLog4J(Properties,PigContext)",1,5,7
"org.apache.pig.Main.determineScriptType(String)",1,1,1
"org.apache.pig.Main.dryrun(String,PigContext)",1,2,2
"org.apache.pig.Main.fetchRemoteParamFiles(List<String>,Properties)",1,2,2
"org.apache.pig.Main.getBuildTime()",1,1,1
"org.apache.pig.Main.getFileFromCanonicalPath(String)",1,1,1
"org.apache.pig.Main.getMajorVersion()",1,1,1
"org.apache.pig.Main.getMinorVersion()",1,1,1
"org.apache.pig.Main.getPatchVersion()",1,1,1
"org.apache.pig.Main.getReturnCodeForStats(int[])",1,1,3
"org.apache.pig.Main.getSvnRevision()",1,1,1
"org.apache.pig.Main.getVersionString()",1,1,1
"org.apache.pig.Main.log4jConfAsProperties(String)",1,5,5
"org.apache.pig.Main.main(String[])",1,1,1
"org.apache.pig.Main.makeListener(Properties)",1,1,2
"org.apache.pig.Main.printProperties()",1,1,1
"org.apache.pig.Main.printScriptRunTime(DateTime)",1,1,1
"org.apache.pig.Main.run(String[],PigProgressNotificationListener)",15,49,81
"org.apache.pig.Main.runEmbeddedScript(PigContext,String,String)",1,5,9
"org.apache.pig.Main.runParamPreprocessor(PigContext,BufferedReader,String,boolean)",2,2,2
"org.apache.pig.Main.usage()",1,1,1
"org.apache.pig.Main.validateLogFile(String,String)",9,14,17
"org.apache.pig.PigConfiguration.PigConfiguration()",1,1,1
"org.apache.pig.PigConstants.PigConstants()",1,1,1
"org.apache.pig.PigException.PigException()",1,1,1
"org.apache.pig.PigException.PigException(String)",1,1,1
"org.apache.pig.PigException.PigException(String,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(String,Throwable)",1,1,1
"org.apache.pig.PigException.PigException(String,int)",1,1,1
"org.apache.pig.PigException.PigException(String,int,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(String,int,Throwable)",1,1,1
"org.apache.pig.PigException.PigException(String,int,Throwable,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(String,int,boolean)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,Throwable)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,Throwable,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,boolean)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,boolean,String)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,boolean,String,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,boolean,String,Throwable)",1,1,1
"org.apache.pig.PigException.PigException(String,int,byte,boolean,String,Throwable,SourceLocation)",1,1,1
"org.apache.pig.PigException.PigException(Throwable)",1,1,1
"org.apache.pig.PigException.determineErrorSource(int)",5,1,9
"org.apache.pig.PigException.getDetailedMessage()",1,1,1
"org.apache.pig.PigException.getErrorCode()",1,1,1
"org.apache.pig.PigException.getErrorSource()",1,1,1
"org.apache.pig.PigException.getMarkedAsShowToUser()",1,1,1
"org.apache.pig.PigException.getSourceLocation()",1,1,1
"org.apache.pig.PigException.isBug(byte)",1,1,2
"org.apache.pig.PigException.isInput(byte)",1,1,2
"org.apache.pig.PigException.isRemoteEnvironment(byte)",1,1,2
"org.apache.pig.PigException.isUserEnvironment(byte)",1,1,2
"org.apache.pig.PigException.retriable()",1,1,1
"org.apache.pig.PigException.setDetailedMessage(String)",1,1,1
"org.apache.pig.PigException.setErrorCode(int)",1,1,1
"org.apache.pig.PigException.setErrorSource(byte)",1,1,1
"org.apache.pig.PigException.setMarkedAsShowToUser(boolean)",1,1,1
"org.apache.pig.PigException.setRetriable(boolean)",1,1,1
"org.apache.pig.PigException.setSourceLocation(SourceLocation)",1,1,1
"org.apache.pig.PigException.toString()",1,2,2
"org.apache.pig.PigRunner.run(String[],PigProgressNotificationListener)",1,1,1
"org.apache.pig.PigServer.Graph.Graph(boolean)",1,1,1
"org.apache.pig.PigServer.Graph.buildPlan(String)",7,11,15
"org.apache.pig.PigServer.Graph.buildQuery()",1,2,2
"org.apache.pig.PigServer.Graph.checkDuplicateStoreLoc(Set<LOStore>)",3,3,4
"org.apache.pig.PigServer.Graph.compile()",1,1,1
"org.apache.pig.PigServer.Graph.countExecutedStores()",1,1,1
"org.apache.pig.PigServer.Graph.duplicate()",1,3,3
"org.apache.pig.PigServer.Graph.getAliasOp()",1,1,1
"org.apache.pig.PigServer.Graph.getAliases()",1,1,1
"org.apache.pig.PigServer.Graph.getLastRel()",1,1,1
"org.apache.pig.PigServer.Graph.getLogicalPlan()",1,1,1
"org.apache.pig.PigServer.Graph.getOperator(String)",1,1,1
"org.apache.pig.PigServer.Graph.getPlan(String)",3,2,3
"org.apache.pig.PigServer.Graph.getScriptCache()",1,1,1
"org.apache.pig.PigServer.Graph.isBatchEmpty()",3,1,3
"org.apache.pig.PigServer.Graph.isBatchOn()",1,1,1
"org.apache.pig.PigServer.Graph.markAsExecuted()",1,1,1
"org.apache.pig.PigServer.Graph.parseQuery()",3,4,5
"org.apache.pig.PigServer.Graph.postProcess()",1,10,10
"org.apache.pig.PigServer.Graph.registerQuery(String,int,boolean,boolean)",6,10,11
"org.apache.pig.PigServer.Graph.removeToLoad(Operator)",1,5,5
"org.apache.pig.PigServer.Graph.skipStores()",4,4,5
"org.apache.pig.PigServer.Graph.validateQuery()",1,2,2
"org.apache.pig.PigServer.PigServer(ExecType)",1,1,1
"org.apache.pig.PigServer.PigServer(ExecType,Configuration)",1,1,1
"org.apache.pig.PigServer.PigServer(ExecType,Properties)",1,1,1
"org.apache.pig.PigServer.PigServer(PigContext)",1,1,1
"org.apache.pig.PigServer.PigServer(PigContext,boolean)",1,3,3
"org.apache.pig.PigServer.PigServer(Properties)",1,1,1
"org.apache.pig.PigServer.PigServer(String)",1,1,1
"org.apache.pig.PigServer.PigServer(String,Properties)",1,1,1
"org.apache.pig.PigServer.addExecTypeProperty(Properties,String)",1,1,1
"org.apache.pig.PigServer.addJarsFromProperties()",3,5,9
"org.apache.pig.PigServer.addPathToSkip(String)",1,1,1
"org.apache.pig.PigServer.buildLp()",1,1,1
"org.apache.pig.PigServer.buildStorePlan(String)",1,3,3
"org.apache.pig.PigServer.capacity()",3,2,4
"org.apache.pig.PigServer.constructScope()",1,1,1
"org.apache.pig.PigServer.debugOff()",1,1,1
"org.apache.pig.PigServer.debugOn()",1,1,1
"org.apache.pig.PigServer.deleteFile(String)",1,1,1
"org.apache.pig.PigServer.discardBatch()",2,2,3
"org.apache.pig.PigServer.dumpSchema(String)",2,4,5
"org.apache.pig.PigServer.dumpSchemaNested(String,String)",3,4,4
"org.apache.pig.PigServer.execute()",2,3,3
"org.apache.pig.PigServer.executeBatch()",1,1,1
"org.apache.pig.PigServer.executeBatch(boolean)",1,2,2
"org.apache.pig.PigServer.executeCompiledLogicalPlan()",1,1,1
"org.apache.pig.PigServer.existsFile(String)",1,1,1
"org.apache.pig.PigServer.explain(String,PrintStream)",1,1,1
"org.apache.pig.PigServer.explain(String,String,boolean,boolean,PrintStream,PrintStream,File,String)",2,7,10
"org.apache.pig.PigServer.fileSize(String)",1,1,1
"org.apache.pig.PigServer.getAliasKeySet()",1,1,1
"org.apache.pig.PigServer.getAliases()",1,3,3
"org.apache.pig.PigServer.getClonedGraph()",2,1,2
"org.apache.pig.PigServer.getCurrentDAG()",1,1,1
"org.apache.pig.PigServer.getExamples(String)",1,6,6
"org.apache.pig.PigServer.getJobs(PigStats)",2,5,5
"org.apache.pig.PigServer.getLastRel()",1,1,1
"org.apache.pig.PigServer.getLogicalPlanData()",1,1,1
"org.apache.pig.PigServer.getOperatorForAlias(String)",2,1,2
"org.apache.pig.PigServer.getPigContext()",1,1,1
"org.apache.pig.PigServer.isBatchEmpty()",2,1,2
"org.apache.pig.PigServer.isBatchOn()",1,1,1
"org.apache.pig.PigServer.launchPlan(LogicalPlan,String)",1,1,4
"org.apache.pig.PigServer.listPaths(String)",1,2,2
"org.apache.pig.PigServer.locateJarFromResources(String)",1,4,4
"org.apache.pig.PigServer.markPredeployedJarsFromProperties()",1,4,4
"org.apache.pig.PigServer.mkdirs(String)",1,1,1
"org.apache.pig.PigServer.openIterator(String)",3,5,7
"org.apache.pig.PigServer.paramMapToList(Map<String, String>)",1,3,3
"org.apache.pig.PigServer.parseAndBuild()",2,2,3
"org.apache.pig.PigServer.printAliases()",1,1,1
"org.apache.pig.PigServer.printHistory(boolean)",1,4,4
"org.apache.pig.PigServer.registerCode(String,String,String)",3,5,6
"org.apache.pig.PigServer.registerFunction(String,FuncSpec)",1,1,1
"org.apache.pig.PigServer.registerJar(String)",7,6,7
"org.apache.pig.PigServer.registerQuery(String)",1,1,1
"org.apache.pig.PigServer.registerQuery(String,int)",1,1,1
"org.apache.pig.PigServer.registerScript(InputStream)",1,1,1
"org.apache.pig.PigServer.registerScript(InputStream,List<String>)",1,1,1
"org.apache.pig.PigServer.registerScript(InputStream,Map<String, String>)",1,1,1
"org.apache.pig.PigServer.registerScript(InputStream,Map<String, String>,List<String>)",1,2,2
"org.apache.pig.PigServer.registerScript(String)",1,1,1
"org.apache.pig.PigServer.registerScript(String,List<String>)",1,1,1
"org.apache.pig.PigServer.registerScript(String,Map<String, String>)",1,1,1
"org.apache.pig.PigServer.registerScript(String,Map<String, String>,List<String>)",1,3,3
"org.apache.pig.PigServer.registerStreamingCommand(String,StreamingCommand)",1,1,1
"org.apache.pig.PigServer.renameFile(String,String)",1,1,1
"org.apache.pig.PigServer.resetScope()",1,1,1
"org.apache.pig.PigServer.setBatchOn()",1,2,2
"org.apache.pig.PigServer.setDefaultParallel(int)",1,1,1
"org.apache.pig.PigServer.setJobName(String)",1,1,1
"org.apache.pig.PigServer.setJobPriority(String)",1,1,1
"org.apache.pig.PigServer.setSkipParseInRegisterForBatch(boolean)",1,1,1
"org.apache.pig.PigServer.setValidateEachStatement(boolean)",1,1,1
"org.apache.pig.PigServer.shutdown()",1,1,1
"org.apache.pig.PigServer.store(String,String)",1,1,1
"org.apache.pig.PigServer.store(String,String,String)",3,4,5
"org.apache.pig.PigServer.storeEx(String,String,String)",1,2,3
"org.apache.pig.PigStreamingBase.deserialize(byte[])",1,1,1
"org.apache.pig.PigStreamingBase.serialize(Tuple)",2,2,2
"org.apache.pig.PrimitiveEvalFunc.PrimitiveEvalFunc()",1,1,1
"org.apache.pig.PrimitiveEvalFunc.PrimitiveEvalFunc(Class,Class)",1,1,1
"org.apache.pig.PrimitiveEvalFunc.exec(Tuple)",2,1,2
"org.apache.pig.PrimitiveEvalFunc.getInputTypeClass()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.ResourceFieldSchema()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.ResourceFieldSchema(FieldSchema)",1,1,5
"org.apache.pig.ResourceSchema.ResourceFieldSchema.ResourceFieldSchema(LogicalFieldSchema)",1,2,3
"org.apache.pig.ResourceSchema.ResourceFieldSchema.calcCastString()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.getDescription()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.getDescription(boolean)",1,3,4
"org.apache.pig.ResourceSchema.ResourceFieldSchema.getName()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.getSchema()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.getType()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.setDescription(String)",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.setName(String)",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.setSchema(ResourceSchema)",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.setType(byte)",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.throwInvalidSchemaException()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.toString()",1,1,1
"org.apache.pig.ResourceSchema.ResourceFieldSchema.validateSchema(ResourceSchema)",1,4,5
"org.apache.pig.ResourceSchema.ResourceSchema()",1,1,1
"org.apache.pig.ResourceSchema.ResourceSchema(LogicalSchema)",1,2,2
"org.apache.pig.ResourceSchema.ResourceSchema(LogicalSchema,SortInfo)",1,4,5
"org.apache.pig.ResourceSchema.ResourceSchema(Schema)",1,2,2
"org.apache.pig.ResourceSchema.ResourceSchema(Schema,SortInfo)",1,4,5
"org.apache.pig.ResourceSchema.equals(ResourceSchema,ResourceSchema)",11,10,19
"org.apache.pig.ResourceSchema.fieldNames()",1,2,2
"org.apache.pig.ResourceSchema.getFields()",1,1,1
"org.apache.pig.ResourceSchema.getSortKeyOrders()",1,1,1
"org.apache.pig.ResourceSchema.getSortKeys()",1,1,1
"org.apache.pig.ResourceSchema.getVersion()",1,1,1
"org.apache.pig.ResourceSchema.setFields(ResourceFieldSchema[])",1,2,2
"org.apache.pig.ResourceSchema.setSortKeyOrders(Order[])",1,2,2
"org.apache.pig.ResourceSchema.setSortKeys(int[])",1,2,2
"org.apache.pig.ResourceSchema.setVersion(int)",1,1,1
"org.apache.pig.ResourceSchema.stringifyResourceSchema(StringBuilder,ResourceSchema,byte,boolean)",1,10,10
"org.apache.pig.ResourceSchema.toString()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.equals(Object)",2,6,7
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.getMostCommonValues()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.getMostCommonValuesFreq()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.getNumDistinctValues()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.getValueHistogram()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.getVersion()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.hashCode()",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.setMostCommonValues(Object[])",1,2,2
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.setMostCommonValuesFreq(float[])",1,2,2
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.setNumDistinctValues(Long)",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.setValueHistogram(Object[])",1,2,2
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.setVersion(int)",1,1,1
"org.apache.pig.ResourceStatistics.ResourceFieldStatistics.toString()",1,4,4
"org.apache.pig.ResourceStatistics.clone()",1,1,1
"org.apache.pig.ResourceStatistics.equals(Object)",2,6,7
"org.apache.pig.ResourceStatistics.getAvgRecordSize()",2,1,4
"org.apache.pig.ResourceStatistics.getFields()",1,1,1
"org.apache.pig.ResourceStatistics.getNumRecords()",1,1,1
"org.apache.pig.ResourceStatistics.getSizeInBytes()",1,1,1
"org.apache.pig.ResourceStatistics.getmBytes()",1,1,1
"org.apache.pig.ResourceStatistics.hashCode()",1,3,3
"org.apache.pig.ResourceStatistics.setAvgRecordSize(Long)",1,1,1
"org.apache.pig.ResourceStatistics.setFields(ResourceFieldStatistics[])",1,2,2
"org.apache.pig.ResourceStatistics.setNumRecords(Long)",1,1,1
"org.apache.pig.ResourceStatistics.setSizeInBytes(Long)",1,1,1
"org.apache.pig.ResourceStatistics.setmBytes(Long)",1,1,1
"org.apache.pig.ResourceStatistics.toString()",1,2,2
"org.apache.pig.SortColInfo.SortColInfo(String,int,Order)",1,1,1
