Class,CBO,CSA,CSO,CSOA,Dcy*,DIT,Inner,LCOM,LOC,NCLOC,NOC,NOIC,NOOC,OCavg,Query,RFC,WMC
"org.apache.lucene.analysis.SimpleAnalyzer",10,2,16,18,43,2,0,1,34,14,0,9,0,"1,00",1,5,3
"org.apache.lucene.analysis.StopAnalyzer",24,4,21,25,58,3,0,1,73,36,0,10,0,"1,00",1,11,5
"org.apache.lucene.analysis.StopFilter",53,10,55,65,41,4,0,3,224,65,0,28,0,"1,07",10,21,16
"org.apache.lucene.analysis.StopwordAnalyzerBase",54,3,19,22,49,2,0,3,117,44,35,9,0,"1,17",4,12,7
"org.apache.lucene.analysis.TeeSinkTokenFilter",10,7,41,48,28,3,0,1,130,62,0,22,1,"2,25",3,19,18
"org.apache.lucene.analysis.TeeSinkTokenFilter.SinkFilter",6,0,2,2,24,0,0,2,17,5,4,0,0,"1,00",1,2,1
"org.apache.lucene.analysis.TeeSinkTokenFilter.SinkTokenStream",8,8,37,45,26,2,0,3,48,44,0,19,2,"1,57",2,10,11
"org.apache.lucene.analysis.Token",59,10,106,116,32,3,8,1,533,259,0,25,6,"1,32",16,61,50
"org.apache.lucene.analysis.Token.TokenAttributeFactory",4,1,5,6,32,1,0,1,30,24,0,0,0,"1,75",3,6,7
"org.apache.lucene.analysis.TokenFilter",134,5,34,39,25,2,0,1,31,19,110,18,3,"1,00",0,8,4
"org.apache.lucene.analysis.TokenStream",425,4,30,34,24,1,0,5,145,33,30,18,0,"1,14",2,11,8
"org.apache.lucene.analysis.Tokenizer",155,5,39,44,26,2,0,1,70,37,24,20,1,"1,22",1,12,11
"org.apache.lucene.analysis.TypeTokenFilter",5,11,43,54,29,4,0,1,24,17,0,28,0,"1,00",1,6,3
"org.apache.lucene.analysis.WhitespaceAnalyzer",20,2,16,18,42,2,0,1,35,15,0,9,0,"1,00",1,5,3
"org.apache.lucene.analysis.WhitespaceTokenizer",15,14,61,75,34,4,0,1,90,27,0,30,1,"1,00",1,13,7
"org.apache.lucene.analysis.WordlistLoader",36,1,8,9,15,0,0,1,164,78,0,0,0,"2,12",8,11,17
"org.apache.lucene.analysis.ar.ArabicAnalyzer",13,6,24,30,72,3,0,2,126,46,0,10,0,"1,25",2,19,10
"org.apache.lucene.analysis.ar.ArabicAnalyzer.DefaultSetHolder",2,1,0,1,72,0,0,0,16,10,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.ar.ArabicLetterTokenizer",7,14,68,82,35,5,0,1,97,28,0,30,1,"1,00",1,14,7
"org.apache.lucene.analysis.ar.ArabicNormalizationFilter",6,7,36,43,26,3,0,1,20,16,0,24,0,"1,50",1,7,3
"org.apache.lucene.analysis.ar.ArabicNormalizer",1,17,1,18,2,0,0,1,73,51,0,0,0,"7,00",1,2,7
"org.apache.lucene.analysis.ar.ArabicStemFilter",6,8,36,44,27,3,0,1,28,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.ar.ArabicStemmer",2,13,5,18,2,0,0,1,118,73,0,0,0,"3,20",5,6,16
"org.apache.lucene.analysis.ar.TestArabicAnalyzer",1,0,7,7,14,0,0,7,64,45,0,0,0,"1,00",0,7,7
"org.apache.lucene.analysis.ar.TestArabicLetterTokenizer",1,0,2,2,1,0,0,2,20,16,0,0,0,"1,00",0,2,2
"org.apache.lucene.analysis.ar.TestArabicNormalizationFilter",4,0,16,16,35,0,0,2,62,59,0,0,0,"1,00",0,16,17
"org.apache.lucene.analysis.ar.TestArabicStemFilter",6,0,24,24,51,0,0,3,91,87,0,0,0,"1,00",0,25,25
"org.apache.lucene.analysis.bg.BulgarianAnalyzer",12,6,21,27,72,3,0,2,80,30,0,10,0,"1,20",2,13,6
"org.apache.lucene.analysis.bg.BulgarianAnalyzer.DefaultSetHolder",2,1,0,1,72,0,0,0,16,10,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.bg.BulgarianStemFilter",6,8,36,44,27,3,0,1,29,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.bg.BulgarianStemmer",1,0,3,3,2,0,0,1,106,81,0,0,0,"9,00",3,4,27
"org.apache.lucene.analysis.bg.TestBulgarianAnalyzer",3,0,7,7,43,0,0,6,46,36,0,0,0,"1,00",0,9,7
"org.apache.lucene.analysis.bg.TestBulgarianStemmer",7,0,7,7,51,0,0,7,181,136,0,0,0,"1,00",0,9,8
"org.apache.lucene.analysis.br.BrazilianAnalyzer",15,6,27,33,72,3,0,2,158,81,0,10,0,"1,09",2,23,12
"org.apache.lucene.analysis.br.BrazilianAnalyzer.DefaultSetHolder",4,1,0,1,72,0,0,0,13,11,0,0,0,n/a,0,2,0
"org.apache.lucene.analysis.br.BrazilianStemFilter",6,9,37,46,27,3,0,1,55,28,0,24,0,"2,00",1,9,6
"org.apache.lucene.analysis.br.BrazilianStemmer",0,5,19,24,0,0,0,1,918,761,0,0,0,"12,63",14,19,240
"org.apache.lucene.analysis.br.TestBrazilianStemmer",7,0,12,12,54,0,0,7,165,154,0,0,0,"1,00",0,14,13
"org.apache.lucene.analysis.ca.CatalanAnalyzer",15,6,21,27,77,3,0,2,84,38,0,10,0,"1,40",2,16,7
"org.apache.lucene.analysis.ca.CatalanAnalyzer.DefaultSetHolder",2,1,0,1,77,0,0,0,17,11,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.ca.TestCatalanAnalyzer",2,0,5,5,43,0,0,5,34,26,0,0,0,"1,00",0,5,5
"org.apache.lucene.analysis.charfilter.HTMLStripCharFilter",9,94,40,134,29,3,0,6,31.484,31.285,0,8,2,"7,44",18,47,201
"org.apache.lucene.analysis.charfilter.HTMLStripCharFilter.TextSegment",2,3,36,39,2,1,0,1,30,23,0,27,0,"1,00",2,9,6
"org.apache.lucene.analysis.charfilter.HTMLStripCharFilterTest",5,0,35,35,34,0,0,25,715,680,0,0,0,"2,11",1,36,78
"org.apache.lucene.analysis.cjk.CJKAnalyzer",9,4,21,25,70,3,0,2,77,40,0,10,0,"1,20",2,11,6
"org.apache.lucene.analysis.cjk.CJKAnalyzer.DefaultSetHolder",3,1,0,1,70,0,0,0,5,5,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.cjk.CJKBigramFilter",10,31,44,75,69,3,0,1,242,159,0,22,1,"2,90",4,26,29
"org.apache.lucene.analysis.cjk.CJKTokenizer",8,21,46,67,29,3,0,1,246,159,0,21,3,"4,43",1,18,31
"org.apache.lucene.analysis.cjk.CJKWidthFilter",7,9,37,46,27,3,0,1,80,59,0,24,0,"3,33",2,9,10
"org.apache.lucene.analysis.cjk.TestCJKAnalyzer",12,1,17,18,76,0,0,6,208,189,0,0,0,"1,00",0,18,21
"org.apache.lucene.analysis.cjk.TestCJKAnalyzer.FakeStandardTokenizer",6,6,36,42,69,3,0,1,15,15,0,24,0,"1,50",1,6,3
"org.apache.lucene.analysis.cjk.TestCJKTokenizer",4,0,16,16,32,0,0,1,225,210,0,0,0,"1,12",1,16,18
"org.apache.lucene.analysis.cjk.TestCJKTokenizer.TestToken",1,4,0,4,0,0,0,0,6,6,0,0,0,n/a,0,0,0
"org.apache.lucene.analysis.cjk.TestCJKWidthFilter",4,1,4,5,35,0,0,2,47,36,0,0,0,"1,00",0,4,6
"org.apache.lucene.analysis.cn.ChineseAnalyzer",3,1,14,15,34,2,0,1,24,9,0,9,0,"1,00",1,2,1
"org.apache.lucene.analysis.cn.ChineseFilter",7,8,36,44,39,3,0,1,59,36,0,24,0,"3,50",1,7,7
"org.apache.lucene.analysis.cn.ChineseTokenizer",7,16,48,64,28,3,0,1,118,87,0,21,3,"2,22",2,19,20
"org.apache.lucene.analysis.cn.TestChineseTokenizer",4,0,5,5,42,0,0,5,65,52,0,0,0,"1,20",0,7,6
"org.apache.lucene.analysis.cn.TestChineseTokenizer.JustChineseFilterAnalyzer",5,1,10,11,40,1,0,1,10,6,0,6,0,"1,00",1,2,1
"org.apache.lucene.analysis.cn.TestChineseTokenizer.JustChineseTokenizerAnalyzer",3,1,10,11,30,1,0,1,10,6,0,6,0,"1,00",1,1,1
"org.apache.lucene.analysis.cn.smart.AnalyzerProfile",3,1,2,3,1,0,0,1,59,47,0,0,0,"4,00",1,2,8
"org.apache.lucene.analysis.cn.smart.CharType",1,8,0,8,0,0,0,0,38,10,0,0,0,n/a,0,0,0
"org.apache.lucene.analysis.cn.smart.SentenceTokenizer",8,12,46,58,29,3,0,1,91,77,0,21,3,"1,86",1,19,13
"org.apache.lucene.analysis.cn.smart.SmartChineseAnalyzer",11,5,15,20,61,1,0,2,100,50,0,5,1,"1,83",3,14,11
"org.apache.lucene.analysis.cn.smart.SmartChineseAnalyzer.DefaultSetHolder",5,1,1,2,61,0,0,1,23,16,0,0,0,"1,00",1,4,1
"org.apache.lucene.analysis.cn.smart.SmartChineseAnalyzer.SavedStreams",3,2,0,2,27,0,0,0,4,4,0,0,0,n/a,0,0,0
"org.apache.lucene.analysis.cn.smart.TestSmartChineseAnalyzer",8,0,20,20,38,0,0,7,189,144,0,0,0,"1,23",0,23,27
"org.apache.lucene.analysis.cn.smart.Utility",5,7,3,10,1,0,0,2,143,90,0,0,0,"9,00",3,3,27
"org.apache.lucene.analysis.cn.smart.WordSegmenter",3,2,2,4,7,0,0,1,53,31,0,0,0,"3,00",2,4,6
"org.apache.lucene.analysis.cn.smart.WordTokenFilter",9,14,37,51,29,3,0,1,65,46,0,22,1,"2,33",1,13,7
"org.apache.lucene.analysis.cn.smart.WordType",2,8,0,8,0,0,0,0,38,10,0,0,0,n/a,0,0,0
"org.apache.lucene.analysis.cn.smart.hhmm.AbstractDictionary",1,3,6,9,1,0,0,4,175,71,0,0,0,"1,67",6,6,10
"org.apache.lucene.analysis.cn.smart.hhmm.BiSegGraph",1,3,8,11,2,0,0,1,181,135,0,0,0,"2,88",5,8,23
"org.apache.lucene.analysis.cn.smart.hhmm.BigramDictionary",1,7,11,18,2,0,0,1,210,175,0,0,0,"2,82",5,11,31
"org.apache.lucene.analysis.cn.smart.hhmm.HHMMSegmenter",6,1,3,4,5,0,0,1,168,130,0,0,0,"7,67",3,5,23
"org.apache.lucene.analysis.cn.smart.hhmm.PathNode",0,2,3,5,0,0,0,1,51,38,0,0,0,"3,33",3,3,10
"org.apache.lucene.analysis.cn.smart.hhmm.SegGraph",0,2,7,9,0,0,0,1,110,70,0,0,0,"2,29",6,7,16
"org.apache.lucene.analysis.cn.smart.hhmm.SegToken",4,6,3,9,1,0,0,0,89,52,0,0,0,"4,33",2,3,13
"org.apache.lucene.analysis.cn.smart.hhmm.SegTokenFilter",3,0,1,1,3,0,0,1,44,27,0,0,0,"10,00",1,1,10
"org.apache.lucene.analysis.cn.smart.hhmm.SegTokenPair",1,4,3,7,1,0,0,0,62,46,0,0,0,"3,67",2,3,11
"org.apache.lucene.analysis.cn.smart.hhmm.WordDictionary",3,6,19,25,3,0,0,1,455,325,0,0,0,"3,37",11,21,64
"org.apache.lucene.analysis.compound.CompoundWordTokenFilterBase",11,18,50,68,42,3,0,2,157,105,0,22,1,"1,40",2,26,21
"org.apache.lucene.analysis.compound.CompoundWordTokenFilterBase.CompoundToken",2,3,1,4,42,0,0,0,24,17,0,0,0,"2,00",0,3,2
"org.apache.lucene.analysis.compound.DictionaryCompoundWordTokenFilter",2,0,9,9,26,0,0,1,194,64,0,0,0,"1,89",0,9,17
"org.apache.lucene.analysis.compound.HyphenationCompoundWordTokenFilter",6,1,15,16,28,0,0,2,343,138,0,0,0,"1,93",4,19,29
"org.apache.lucene.analysis.compound.TestCompoundWordTokenFilter",15,0,12,12,51,0,0,12,257,241,0,0,0,"1,06",0,18,19
"org.apache.lucene.analysis.compound.TestCompoundWordTokenFilter.MockRetainAttribute",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
"org.apache.lucene.analysis.compound.TestCompoundWordTokenFilter.MockRetainAttributeFilter",5,6,36,42,27,3,0,1,15,15,0,24,0,"1,50",1,6,3
"org.apache.lucene.analysis.compound.TestCompoundWordTokenFilter.MockRetainAttributeImpl",2,2,13,15,25,1,2,1,18,18,0,4,0,"1,00",1,5,4
"org.apache.lucene.analysis.compound.hyphenation.ByteVector",1,4,11,15,1,0,0,1,88,65,0,0,0,"1,36",5,11,15
"org.apache.lucene.analysis.compound.hyphenation.CharVector",1,4,13,17,1,0,0,1,98,74,0,0,0,"1,31",6,14,17
"org.apache.lucene.analysis.compound.hyphenation.Hyphen",0,3,3,6,0,0,0,0,42,30,0,0,0,"1,33",1,3,4
"org.apache.lucene.analysis.compound.hyphenation.Hyphenation",2,1,3,4,1,0,0,1,26,12,0,0,0,"1,00",2,3,3
"org.apache.lucene.analysis.compound.hyphenation.HyphenationException",0,0,1,1,0,0,0,0,11,5,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.compound.hyphenation.HyphenationTree",4,5,15,20,1,0,0,1,417,257,0,0,0,"3,73",7,15,56
"org.apache.lucene.analysis.compound.hyphenation.PatternConsumer",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
"org.apache.lucene.analysis.compound.hyphenation.PatternParser",1,11,21,32,1,0,0,7,350,292,0,0,0,"3,05",8,21,64
"org.apache.lucene.analysis.compound.hyphenation.TernaryTree",2,9,23,32,3,0,0,3,417,280,0,0,0,"2,35",11,28,54
"org.apache.lucene.analysis.compound.hyphenation.TernaryTree.Iterator",2,4,7,11,3,0,0,1,135,113,0,0,0,"3,71",5,10,26
"org.apache.lucene.analysis.compound.hyphenation.TernaryTree.Iterator.Item",1,2,3,5,0,0,0,0,16,16,0,0,0,"1,00",1,3,3
"org.apache.lucene.analysis.cz.CzechAnalyzer",15,6,22,28,72,2,0,2,187,83,0,9,0,"1,44",2,23,13
"org.apache.lucene.analysis.cz.CzechAnalyzer.DefaultSetHolder",4,1,0,1,72,0,0,0,13,11,0,0,0,n/a,0,2,0
"org.apache.lucene.analysis.cz.CzechStemFilter",6,8,36,44,27,3,0,1,31,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.cz.CzechStemmer",1,0,4,4,2,0,0,1,137,117,0,0,0,"4,50",4,5,18
"org.apache.lucene.analysis.cz.TestCzechAnalyzer",4,0,8,8,44,0,0,5,72,47,0,0,0,"1,00",0,9,8
"org.apache.lucene.analysis.cz.TestCzechAnalyzer.UnreliableInputStream",1,0,1,1,0,0,0,1,11,7,0,0,0,"1,00",1,1,1
"org.apache.lucene.analysis.cz.TestCzechStemmer",6,0,9,9,51,0,0,9,235,183,0,0,0,"1,00",0,10,10
"org.apache.lucene.analysis.da.DanishAnalyzer",14,5,21,26,76,3,0,2,68,30,0,10,0,"1,20",2,14,6
"org.apache.lucene.analysis.da.DanishAnalyzer.DefaultSetHolder",5,1,0,1,76,0,0,0,17,11,0,0,0,n/a,0,2,0
"org.apache.lucene.analysis.da.TestDanishAnalyzer",2,0,4,4,43,0,0,4,28,21,0,0,0,"1,00",0,4,4
"org.apache.lucene.analysis.de.GermanAnalyzer",17,6,27,33,76,3,0,2,178,81,0,10,0,"1,27",2,25,14
"org.apache.lucene.analysis.de.GermanAnalyzer.DefaultSetHolder",6,2,0,2,76,0,0,0,17,14,0,0,0,n/a,0,3,0
"org.apache.lucene.analysis.de.GermanLightStemFilter",6,8,36,44,27,3,0,1,29,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.de.GermanLightStemmer",0,0,4,4,0,0,0,1,72,65,0,0,0,"4,75",4,4,19
"org.apache.lucene.analysis.de.GermanMinimalStemFilter",6,8,36,44,27,3,0,1,29,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.de.GermanMinimalStemmer",0,0,1,1,0,0,0,1,35,28,0,0,0,"17,00",1,1,17
"org.apache.lucene.analysis.de.GermanNormalizationFilter",6,9,36,45,27,3,0,1,83,66,0,24,0,"8,00",1,9,16
"org.apache.lucene.analysis.de.GermanStemFilter",6,9,39,48,27,3,0,1,79,42,0,24,0,"1,80",1,11,9
"org.apache.lucene.analysis.de.GermanStemmer",0,2,7,9,0,0,0,1,239,172,0,0,0,"6,29",2,7,44
"org.apache.lucene.analysis.de.TestGermanAnalyzer",5,0,8,8,52,0,0,8,68,58,0,0,0,"1,00",0,10,8
"org.apache.lucene.analysis.de.TestGermanLightStemFilter",4,1,3,4,35,0,0,2,31,26,0,0,0,"1,00",0,3,5
"org.apache.lucene.analysis.de.TestGermanMinimalStemFilter",4,1,4,5,35,0,0,2,42,36,0,0,0,"1,00",0,4,6
"org.apache.lucene.analysis.de.TestGermanNormalizationFilter",5,1,5,6,35,0,0,2,46,33,0,0,0,"1,00",0,5,7
"org.apache.lucene.analysis.de.TestGermanStemFilter",5,1,4,5,42,0,0,2,41,32,0,0,0,"1,00",0,4,6
"org.apache.lucene.analysis.el.GreekAnalyzer",9,4,22,26,70,3,0,2,91,32,0,10,0,"1,33",2,12,8
"org.apache.lucene.analysis.el.GreekAnalyzer.DefaultSetHolder",2,1,0,1,70,0,0,0,12,10,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.el.GreekAnalyzerTest",2,0,5,5,31,0,0,4,79,41,0,0,0,"1,00",0,5,5
"org.apache.lucene.analysis.el.GreekLowerCaseFilter",7,7,38,45,31,3,0,1,93,63,0,24,0,"4,00",2,10,16
"org.apache.lucene.analysis.el.GreekStemFilter",6,8,36,44,27,3,0,1,34,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.el.GreekStemmer",2,16,27,43,14,0,0,1,693,681,0,0,0,"4,89",27,28,132
"org.apache.lucene.analysis.el.TestGreekStemmer",4,1,7,8,35,0,0,2,429,367,0,0,0,"1,00",0,7,8
"org.apache.lucene.analysis.en.EnglishAnalyzer",14,4,21,25,74,3,0,2,69,31,0,10,0,"1,40",2,15,7
"org.apache.lucene.analysis.en.EnglishAnalyzer.DefaultSetHolder",2,1,0,1,69,0,0,0,7,3,0,0,0,n/a,0,0,0
"org.apache.lucene.analysis.en.EnglishMinimalStemFilter",6,8,36,44,27,3,0,1,29,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.en.EnglishMinimalStemmer",0,0,1,1,0,0,0,1,26,19,0,0,0,"7,00",1,1,7
"org.apache.lucene.analysis.en.EnglishPossessiveFilter",7,7,37,44,27,3,0,1,41,27,0,24,0,"1,67",1,9,5
"org.apache.lucene.analysis.en.KStemData1",0,1,1,2,0,0,0,0,709,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData2",0,1,1,2,0,0,0,0,708,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData3",0,1,1,2,0,0,0,0,708,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData4",0,1,1,2,0,0,0,0,708,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData5",0,1,1,2,0,0,0,0,708,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData6",0,1,1,2,0,0,0,0,708,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData7",0,1,1,2,0,0,0,0,708,706,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemData8",0,1,1,2,0,0,0,0,607,605,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.KStemFilter",6,8,36,44,27,3,0,1,32,19,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.en.KStemmer",5,16,43,59,16,0,0,1,1.265,973,0,0,0,"5,26",23,58,226
"org.apache.lucene.analysis.en.KStemmer.DictEntry",1,2,1,3,0,0,0,0,8,8,0,0,0,"1,00",0,1,1
"org.apache.lucene.analysis.en.TestEnglishAnalyzer",2,0,4,4,43,0,0,4,32,24,0,0,0,"1,00",0,4,4
"org.apache.lucene.analysis.en.TestEnglishMinimalStemFilter",4,1,3,4,35,0,0,2,39,34,0,0,0,"1,00",0,3,5
"org.apache.lucene.analysis.en.TestKStemmer",4,1,3,4,35,0,0,2,59,25,0,0,0,"1,00",0,3,5
"org.apache.lucene.analysis.es.SpanishAnalyzer",14,5,21,26,76,3,0,2,79,34,0,10,0,"1,40",2,15,7
"org.apache.lucene.analysis.es.SpanishAnalyzer.DefaultSetHolder",5,1,0,1,76,0,0,0,17,11,0,0,0,n/a,0,2,0
"org.apache.lucene.analysis.es.SpanishLightStemFilter",6,8,36,44,27,3,0,1,29,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.es.SpanishLightStemmer",0,0,1,1,0,0,0,1,51,44,0,0,0,"13,00",1,1,13
"org.apache.lucene.analysis.es.TestSpanishAnalyzer",2,0,4,4,43,0,0,4,28,21,0,0,0,"1,00",0,4,4
"org.apache.lucene.analysis.es.TestSpanishLightStemFilter",4,1,3,4,35,0,0,2,31,26,0,0,0,"1,00",0,3,5
"org.apache.lucene.analysis.eu.BasqueAnalyzer",14,5,21,26,76,3,0,2,68,30,0,10,0,"1,20",2,14,6
"org.apache.lucene.analysis.eu.BasqueAnalyzer.DefaultSetHolder",2,1,0,1,76,0,0,0,17,11,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.eu.TestBasqueAnalyzer",2,0,4,4,43,0,0,4,28,21,0,0,0,"1,00",0,4,4
"org.apache.lucene.analysis.fa.PersianAnalyzer",14,5,24,29,73,3,0,2,114,47,0,9,1,"1,25",3,19,10
"org.apache.lucene.analysis.fa.PersianAnalyzer.DefaultSetHolder",2,1,0,1,73,0,0,0,16,10,0,0,0,n/a,0,1,0
"org.apache.lucene.analysis.fa.PersianCharFilter",3,1,11,12,2,2,0,1,22,18,0,6,1,"2,50",1,4,5
"org.apache.lucene.analysis.fa.PersianNormalizationFilter",5,7,36,43,26,3,0,1,22,17,0,24,0,"1,50",1,7,3
"org.apache.lucene.analysis.fa.PersianNormalizer",1,9,1,10,2,0,0,1,55,35,0,0,0,"7,00",1,2,7
"org.apache.lucene.analysis.fa.TestPersianAnalyzer",2,0,8,8,43,0,0,8,194,94,0,0,0,"1,00",0,8,8
"org.apache.lucene.analysis.fa.TestPersianNormalizationFilter",5,0,8,8,43,0,0,2,41,37,0,0,0,"1,00",0,8,9
"org.apache.lucene.analysis.fi.FinnishAnalyzer",14,5,21,26,76,3,0,2,68,30,0,10,0,"1,20",2,14,6
"org.apache.lucene.analysis.fi.FinnishAnalyzer.DefaultSetHolder",5,1,0,1,76,0,0,0,17,11,0,0,0,n/a,0,2,0
"org.apache.lucene.analysis.fi.FinnishLightStemFilter",6,8,36,44,27,3,0,1,29,20,0,24,0,"2,00",1,8,4
"org.apache.lucene.analysis.fi.FinnishLightStemmer",1,0,7,7,2,0,0,1,169,162,0,0,0,"7,71",7,9,54
"org.apache.lucene.analysis.fi.TestFinnishAnalyzer",2,0,4,4,43,0,0,4,28,21,0,0,0,"1,00",0,4,4
"org.apache.lucene.analysis.fi.TestFinnishLightStemFilter",4,1,3,4,35,0,0,2,31,26,0,0,0,"1,00",0,3,5
