Method,ev(G),iv(G),v(G)
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getAuthorizationProvider()",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getConf()",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getInputFormatClass()",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getMetaHook()",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getOutputFormatClass()",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getSerDeClass()",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getTableName(Table)",4,2,4
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.getTableName(TableDesc)",3,2,3
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.isExternalTable(Table)",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.preCreateTable(Table)",6,6,9
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.preDropTable(Table)",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.rollbackCreateTable(Table)",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.rollbackDropTable(Table)",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloStorageHandler.setConf(Configuration)",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup.AccumuloTestSetup(Test)",1,1,1
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup.createAccumuloTable(Connector)",1,3,3
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup.setupWithHiveConf(HiveConf)",1,2,2
"org.apache.hadoop.hive.accumulo.AccumuloTestSetup.tearDown()",1,2,2
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap.LazyAccumuloMap(LazyMapObjectInspector)",1,1,1
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap.getMap()",1,2,2
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap.getMapSize()",1,2,2
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap.getMapValueElement(Object)",4,5,6
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap.init(AccumuloHiveRow,HiveAccumuloMapColumnMapping)",1,1,1
"org.apache.hadoop.hive.accumulo.LazyAccumuloMap.parse()",3,4,5
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.LazyAccumuloRow(LazySimpleStructObjectInspector)",1,1,1
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.createLazyField(int,StructField)",3,3,3
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.getField(int)",1,2,2
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.getFieldsAsList()",1,3,3
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.init(AccumuloHiveRow,List<ColumnMapping>,AccumuloRowIdFactory)",1,1,1
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.parse()",1,3,3
"org.apache.hadoop.hive.accumulo.LazyAccumuloRow.uncheckedGetField(int)",6,6,6
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters.testInstantiatesWithNullConfiguration()",1,1,2
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters.testMissingInstanceName()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters.testMissingPassword()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters.testMissingUserName()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloConnectionParameters.testMissingZooKeepers()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow.testGetValueFromColumn()",1,3,3
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow.testHasFamilyAndQualifier()",1,3,3
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow.testWritableEmptyRow()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloHiveRow.testWritableWithColumns()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.setup()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testDropTableWithoutDeleteLeavesTableIntact()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testEmptyIteratorPushdownValue()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testExternalNonExistentTableFails()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testMissingColumnMappingFails()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testNonBooleanIteratorPushdownValue()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testNonExternalExistentTable()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testNonNullLocation()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testPreCreateTable()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testRollbackCreateTableDeletesExistentTable()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testRollbackCreateTableDoesntDeleteExternalExistentTable()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testRollbackCreateTableOnNonExistentTable()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testTableJobPropertiesCallsInputAndOutputMethods()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testTablePropertiesPassedToInputJobProperties()",1,1,1
"org.apache.hadoop.hive.accumulo.TestAccumuloStorageHandler.testTablePropertiesPassedToOutputJobProperties()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap.testBinaryIntMap()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap.testIntMap()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap.testMixedSerializationMap()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap.testStringMapWithProjection()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloMap.toBytes(int)",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloRow.testDeserializationOfBinaryEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloRow.testExpectedDeserializationOfColumns()",1,1,1
"org.apache.hadoop.hive.accumulo.TestLazyAccumuloRow.testNullInit()",1,1,1
"org.apache.hadoop.hive.accumulo.Utils.addDependencyJars(Configuration,Class<?>...)",6,4,6
"org.apache.hadoop.hive.accumulo.Utils.copyToZipStream(InputStream,ZipEntry,ZipOutputStream)",1,2,2
"org.apache.hadoop.hive.accumulo.Utils.createJar(File,File)",3,3,3
"org.apache.hadoop.hive.accumulo.Utils.findContainingJar(Class<?>,Map<String, String>)",3,4,4
"org.apache.hadoop.hive.accumulo.Utils.findOrCreateJar(Class<?>,FileSystem,Map<String, String>)",2,4,5
"org.apache.hadoop.hive.accumulo.Utils.getJar(Class<?>)",1,3,4
"org.apache.hadoop.hive.accumulo.Utils.jarDir(File,String,ZipOutputStream)",1,2,2
"org.apache.hadoop.hive.accumulo.Utils.jarFinderGetJar(Class)",5,7,8
"org.apache.hadoop.hive.accumulo.Utils.updateMap(String,Map<String, String>)",2,5,6
"org.apache.hadoop.hive.accumulo.Utils.zipDir(File,String,ZipOutputStream,boolean)",1,6,6
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.ColumnEncoding(String,String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.fromCode(String)",2,1,2
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.fromName(String)",2,1,2
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.get(String)",3,1,3
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.getCode()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.getColumnEncoding(String)",2,2,3
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.getDefault()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.getFromMapping(String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.getMapEncoding(String)",2,1,2
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.getName()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.hasColumnEncoding(String)",2,2,3
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.isMapEncoding(String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnEncoding.stripCode(String)",2,3,4
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.ColumnMapper(String,String,List<String>,List<TypeInfo>)",6,6,8
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.get(int)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.getColumnMappingForHiveColumn(List<String>,String)",3,4,4
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.getColumnMappings()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.getRowIdMapping()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.getRowIdOffset()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.getTypesString()",5,6,6
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.hasRowIdMapping()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.size()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapper.toString()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping.ColumnMapping(String,ColumnEncoding,String,String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping.ColumnMapping(String,ColumnEncoding,String,TypeInfo)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping.getColumnName()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping.getColumnType()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping.getEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMapping.getMappingSpec()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory.get(String,ColumnEncoding,String,TypeInfo)",7,7,8
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory.getMap(String,ColumnEncoding,ColumnEncoding,String,TypeInfo)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory.isPrefix(String)",3,3,3
"org.apache.hadoop.hive.accumulo.columns.ColumnMappingFactory.parseMapping(String)",6,7,8
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.HiveAccumuloColumnMapping(String,String,ColumnEncoding,String,String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.getColumnFamily()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.getColumnFamilyBytes()",1,2,2
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.getColumnQualifier()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.getColumnQualifierBytes()",1,2,2
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.serialize()",1,2,2
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloColumnMapping.toString()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.HiveAccumuloMapColumnMapping(String,String,ColumnEncoding,ColumnEncoding,String,String)",1,1,3
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.equals(Object)",2,5,5
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.getColumnFamily()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.getColumnQualifierPrefix()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.getKeyEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.getValueEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.hashCode()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloMapColumnMapping.toString()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloRowIdColumnMapping.HiveAccumuloRowIdColumnMapping(String,ColumnEncoding,String,String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveAccumuloRowIdColumnMapping.toString()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveColumn.HiveColumn(String,TypeInfo)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveColumn.getColumnName()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.HiveColumn.getColumnType()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException.InvalidColumnMappingException()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException.InvalidColumnMappingException(String)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException.InvalidColumnMappingException(String,Throwable)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.InvalidColumnMappingException.InvalidColumnMappingException(Throwable)",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testBinaryEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testColumnEncodingSpecified()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testEscapedPoundIsNoEncodingSpecified()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testEscapedPoundWithRealPound()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testInvalidCodeThrowsException()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testMapEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testMapEncodingParsing()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testMissingColumnEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testMissingEncodingOnParse()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testParse()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testParseWithEscapedPound()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testStringEncoding()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testStripCode()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testStripCodeWithEscapedPound()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnEncoding.testStripNonExistentCodeFails()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper.testDefaultBinary()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper.testGetMappingFromHiveColumn()",1,2,2
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper.testGetTypesString()",1,2,2
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper.testMap()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper.testMultipleRowIDsFails()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMapper.testNormalMapping()",1,4,4
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testCaseInsensitiveRowId()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testColumnMappingCreatesAccumuloColumnMapping()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testColumnMappingRequiresCfAndCq()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testColumnMappingWithMultipleColons()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testEscapedAsterisk()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testEscapedColumnFamily()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testEscapedColumnFamilyAndQualifier()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testGetMap()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testGetMapWithPrefix()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testInlineEncodingOverridesDefault()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testNullArgumentsFailFast()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testPrefixWithEscape()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestColumnMappingFactory.testRowIdCreatesRowIdMapping()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestHiveAccumuloColumnMapping.testColumnMappingWithMultipleColons()",1,1,1
"org.apache.hadoop.hive.accumulo.columns.TestHiveRowIdColumnMapping.testNonRowIdMappingFails()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.HiveAccumuloRecordReader(RecordReader<Text, PeekingIterator<Entry<Key, Value>>>,int)",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.close()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.createKey()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.createValue()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.getPos()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.getProgress()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.next(Text,AccumuloHiveRow)",2,5,5
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloRecordReader.pushToValue(List<Key>,List<Value>,AccumuloHiveRow)",1,2,2
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloSplit.HiveAccumuloSplit()",1,1,1
"org.apache.hadoop.hive.accumulo.mr.HiveAccumuloSplit.HiveAccumuloSplit(RangeInputSplit,Path)",1,1,1
