Method,ev(G),iv(G),v(G)
"net.sourceforge.atunes.gui.GuiUtils.expandTree(JTree)",1,2,2
"net.sourceforge.atunes.gui.GuiUtils.getBackgroundColor()",1,1,1
"net.sourceforge.atunes.gui.GuiUtils.getBorderColor()",1,1,1
"net.sourceforge.atunes.gui.GuiUtils.getComponentSizeForResolution(int,int)",1,1,1
"net.sourceforge.atunes.gui.GuiUtils.setBorderColor(Color)",1,1,1
"net.sourceforge.atunes.gui.GuiUtils.setUIFont(FontUIResource)",1,3,3
"net.sourceforge.atunes.gui.LookAndFeelSelector.getListOfThemes()",1,1,1
"net.sourceforge.atunes.gui.LookAndFeelSelector.setListOfThemes()",1,1,1
"net.sourceforge.atunes.gui.LookAndFeelSelector.setLookAndFeel(String)",2,3,4
"net.sourceforge.atunes.gui.MultipleFrame.MultipleFrame()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToFileProperties()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToFrame()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToNavigator()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.addContentToOpenStrands()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.create()",1,7,7
"net.sourceforge.atunes.gui.MultipleFrame.getAppMenuBar()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getAudioScrobblerPanel()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getExtendedState()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getFrame()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getLocation()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getNavigationPanel()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPlayListPanel()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPlayListTable()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPlayerControls()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getPropertiesPanel()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getSize()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.getToolBar()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.isVisible()",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setCenterStatusBar(String)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setDefaultCloseOperation(int)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setExtendedState(int)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setLeftStatusBarText(String)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setLocation(Point)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setLocationRelativeTo(Component)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setRightStatusBar(String)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setStatusBarImageLabelIcon(Icon,String)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setTitle(String)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.setVisible(boolean)",1,7,7
"net.sourceforge.atunes.gui.MultipleFrame.showAudioScrobblerPanel(boolean,boolean)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showNavigationPanel(boolean,boolean)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showNavigationTable(boolean)",1,4,4
"net.sourceforge.atunes.gui.MultipleFrame.showProgressBar(boolean)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showSongProperties(boolean)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showStatusBar(boolean)",1,1,1
"net.sourceforge.atunes.gui.MultipleFrame.showStatusBarImageLabel(boolean)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.StandardFrame()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.create()",1,4,4
"net.sourceforge.atunes.gui.StandardFrame.dispose()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getAppMenuBar()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getAudioScrobblerPanel()",1,3,3
"net.sourceforge.atunes.gui.StandardFrame.getCenterStatusBar()",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.getContentPanel()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getFrame()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getLeftStatusBar()",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.getLeftVerticalSplitPane()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getNavigationPanel()",1,3,3
"net.sourceforge.atunes.gui.StandardFrame.getPlayListPanel()",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.getPlayListTable()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getPlayerControls()",1,1,2
"net.sourceforge.atunes.gui.StandardFrame.getProgressBar()",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.getPropertiesPanel()",1,3,3
"net.sourceforge.atunes.gui.StandardFrame.getRightStatusBar()",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.getRightVerticalSplitPane()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.getStatusBar()",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.getStatusBarImageLabel()",1,1,2
"net.sourceforge.atunes.gui.StandardFrame.getToolBar()",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setCenterStatusBar(String)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setLeftStatusBarText(String)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setLeftVerticalSplitPaneDividerLocationAndSetWindowSize(int)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setRightStatusBar(String)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setRightVerticalSplitPaneDividerLocationAndSetWindowSize(int)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setStatusBarImageLabelIcon(Icon,String)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.setWindowSize()",1,5,5
"net.sourceforge.atunes.gui.StandardFrame.showAudioScrobblerPanel(boolean,boolean)",1,5,7
"net.sourceforge.atunes.gui.StandardFrame.showNavigationPanel(boolean,boolean)",1,3,4
"net.sourceforge.atunes.gui.StandardFrame.showNavigationTable(boolean)",1,4,4
"net.sourceforge.atunes.gui.StandardFrame.showProgressBar(boolean)",1,2,2
"net.sourceforge.atunes.gui.StandardFrame.showSongProperties(boolean)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.showStatusBar(boolean)",1,1,1
"net.sourceforge.atunes.gui.StandardFrame.showStatusBarImageLabel(boolean)",1,2,2
"net.sourceforge.atunes.gui.ToolBar.ToolBar()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getPreferences()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getRefreshRepository()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getRipCD()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getSelectRepository()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getShowAudioScrobbler()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getShowFileProperties()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getShowNavigator()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.getStats()",1,1,1
"net.sourceforge.atunes.gui.ToolBar.setButtons()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableDialog.DockableDialog(DockableFrame,int,int,Dimension,DockFramePositionListener)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableDialog.setDefaultCloseOperation(int)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableDialog.setIcon(Image)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableDialog.setLocationRelativeTo(Component)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableDialog.setTitle(String)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.DockableFrame(int,int,Dimension,DockFramePositionListener,CloseListener)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.addNorthResizableBorder()",1,2,2
"net.sourceforge.atunes.gui.dockableView.DockableFrame.getExtendedState()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.getFrame()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.setDefaultCloseOperation(int)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.setExtendedState(int)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.setIcon(Image)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.setLocationRelativeTo(Component)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.setSize(Dimension)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrame.setTitle(String)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrameController.DockableFrameController(CloseListener)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableFrameController.getNewDialog(DockableFrame,String,int,int,DockableWindow,int,Dimension)",1,6,6
"net.sourceforge.atunes.gui.dockableView.DockableFrameController.getNewFrame(String,int,int,DockableWindow,int,Dimension)",1,6,7
"net.sourceforge.atunes.gui.dockableView.DockableWindow.DockableWindow(DockFramePositionListener,Dimension)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.addContent(JPanel)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.addEastResizableBorder()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.addNorthResizableBorder()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.addResizableBorders()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.addSouthResizableBorder()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.addWestResizableBorder()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.getBounds()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.getInsideBounds()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.getLocation()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.getMinimumHeight()",1,1,2
"net.sourceforge.atunes.gui.dockableView.DockableWindow.getMinimumWidth()",1,1,2
"net.sourceforge.atunes.gui.dockableView.DockableWindow.getOutsideBounds()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.isHidden()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.isVisible()",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mouseClicked(MouseEvent)",1,3,3
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mouseDragged(MouseEvent)",1,4,6
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mouseEntered(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mouseExited(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mouseMoved(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mousePressed(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.mouseReleased(MouseEvent)",1,3,3
"net.sourceforge.atunes.gui.dockableView.DockableWindow.setBackground(Color)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.setHidden(boolean)",1,2,2
"net.sourceforge.atunes.gui.dockableView.DockableWindow.setLocation(int,int)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.setMenu(JPopupMenu)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.setTitleBarBackground(Color)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.setVisible(boolean)",1,1,1
"net.sourceforge.atunes.gui.dockableView.DockableWindow.show()",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.MouseResizeListener(DockableWindow,Window,JPanel,int)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mouseClicked(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mouseDragged(MouseEvent)",1,19,26
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mouseEntered(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mouseExited(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mouseMoved(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mousePressed(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.mouseReleased(MouseEvent)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.setMinimunHeight(int)",1,1,1
"net.sourceforge.atunes.gui.dockableView.MouseResizeListener.setMinimunWidth(int)",1,1,1
"net.sourceforge.atunes.gui.images.ImageLoader.getImage(String)",1,1,2
"net.sourceforge.atunes.gui.images.themes.ThemePreviewLoader.getImage(String)",2,1,3
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.AudioScrobblerAlbumsTableModel()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.addAlbum(AudioScrobblerAlbum)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.addTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.getAlbum(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.getColumnClass(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.getColumnCount()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.getColumnName(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.getRowCount()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.getValueAt(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.removeTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerAlbumsTableModel.setValueAt(Object,int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.AudioScrobblerArtistsTableModel()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.addArtist(AudioScrobblerArtist)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.addTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.getArtist(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.getColumnClass(int)",2,1,2
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.getColumnCount()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.getColumnName(int)",2,2,2
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.getRowCount()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.getValueAt(int,int)",2,2,2
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.removeTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerArtistsTableModel.setValueAt(Object,int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.AudioScrobblerTracksTableModel(AudioScrobblerAlbum)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.addTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.getColumnClass(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.getColumnCount()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.getColumnName(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.getRowCount()",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.getTrack(int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.getValueAt(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.removeTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.AudioScrobblerTracksTableModel.setValueAt(Object,int,int)",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.NavigationTableModel(NavigationController)",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.addTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.getColumnClass(int)",3,1,3
"net.sourceforge.atunes.gui.model.NavigationTableModel.getColumnCount()",2,1,2
"net.sourceforge.atunes.gui.model.NavigationTableModel.getColumnName(int)",6,9,9
"net.sourceforge.atunes.gui.model.NavigationTableModel.getRowCount()",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.getSongAt(int)",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.getSongs()",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.getSongsAt(int[])",1,2,2
"net.sourceforge.atunes.gui.model.NavigationTableModel.getValueAt(int,int)",8,11,13
"net.sourceforge.atunes.gui.model.NavigationTableModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.refresh()",1,2,2
"net.sourceforge.atunes.gui.model.NavigationTableModel.removeTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.NavigationTableModel.setSongs(List<AudioFile>)",1,2,2
"net.sourceforge.atunes.gui.model.NavigationTableModel.setValueAt(Object,int,int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.PlayListTableModel(JTable)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.addSong(AudioFile)",1,2,2
"net.sourceforge.atunes.gui.model.PlayListTableModel.addTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.arrangeColumns(boolean)",1,2,2
"net.sourceforge.atunes.gui.model.PlayListTableModel.getColumn(int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getColumnClass(int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getColumnCount()",1,2,3
"net.sourceforge.atunes.gui.model.PlayListTableModel.getColumnId(int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getColumnName(int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getFileAt(int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getRowCount()",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getValueAt(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getWidthForColumn(PlayListColumn)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.getWidthForColumn(int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.isAlbumVisible()",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.isArtistVisible()",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.isCellEditable(int,int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.isEmpty()",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.moveDown(int[])",1,3,3
"net.sourceforge.atunes.gui.model.PlayListTableModel.moveToBottom(int[])",1,3,3
"net.sourceforge.atunes.gui.model.PlayListTableModel.moveToTop(int[])",1,3,3
"net.sourceforge.atunes.gui.model.PlayListTableModel.moveUp(int[])",1,3,3
"net.sourceforge.atunes.gui.model.PlayListTableModel.refresh()",1,2,2
"net.sourceforge.atunes.gui.model.PlayListTableModel.refresh(int)",1,2,2
"net.sourceforge.atunes.gui.model.PlayListTableModel.refreshTable()",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.removeSongs()",1,2,2
"net.sourceforge.atunes.gui.model.PlayListTableModel.removeSongs(int[])",1,3,3
"net.sourceforge.atunes.gui.model.PlayListTableModel.removeTableModelListener(TableModelListener)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.setCurrentHeaders()",2,3,4
"net.sourceforge.atunes.gui.model.PlayListTableModel.setValueAt(Object,int,int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.setWidthForColumn(PlayListColumn,int)",1,1,1
"net.sourceforge.atunes.gui.model.PlayListTableModel.updateColumnWidth()",1,2,2
"net.sourceforge.atunes.gui.model.TransferableList.TransferableList(List<T>)",1,1,1
"net.sourceforge.atunes.gui.model.TransferableList.getTransferData(DataFlavor)",1,1,1
"net.sourceforge.atunes.gui.model.TransferableList.getTransferDataFlavors()",1,2,2
"net.sourceforge.atunes.gui.model.TransferableList.isDataFlavorSupported(DataFlavor)",1,1,1
"net.sourceforge.atunes.gui.views.RendererSingleton.getToolTipForAlbum(Album)",1,2,2
"net.sourceforge.atunes.gui.views.RendererSingleton.getToolTipForArtist(Artist)",1,2,2
"net.sourceforge.atunes.gui.views.RendererSingleton.getToolTipForGenre(Genre)",1,1,1
"net.sourceforge.atunes.gui.views.RendererSingleton.getToolTipForRepository()",1,2,2
"net.sourceforge.atunes.gui.views.controls.CustomButton.CustomButton(Icon,String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.CustomDialog.CustomDialog(JFrame,int,int,boolean)",1,1,1
"net.sourceforge.atunes.gui.views.controls.CustomDialog.setContent(JPanel)",1,1,1
"net.sourceforge.atunes.gui.views.controls.CustomJFileChooser.CustomJFileChooser(int,int)",1,2,2
"net.sourceforge.atunes.gui.views.controls.CustomJFileChooser.getResult()",1,1,1
"net.sourceforge.atunes.gui.views.controls.CustomJFileChooser.setText(String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.DragSourceTable()",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.DragSourceTable(TableModel)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.dragDropEnd(DragSourceDropEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.dragEnter(DragSourceDragEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.dragExit(DragSourceEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.dragGestureRecognized(DragGestureEvent)",1,2,2
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.dragOver(DragSourceDragEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.dropActionChanged(DragSourceDragEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTable.setDragSource()",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.DragSourceTree(TreeModel)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.dragDropEnd(DragSourceDropEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.dragEnter(DragSourceDragEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.dragExit(DragSourceEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.dragGestureRecognized(DragGestureEvent)",1,2,2
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.dragOver(DragSourceDragEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.dropActionChanged(DragSourceDragEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.DragSourceTree.setDragSource()",1,1,1
"net.sourceforge.atunes.gui.views.controls.Link.Link(String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.Link.actionPerformed(ActionEvent)",1,1,1
"net.sourceforge.atunes.gui.views.controls.ModalFrame.ModalFrame(JFrame)",1,1,1
"net.sourceforge.atunes.gui.views.controls.ModalFrame.setVisible(boolean)",2,2,3
"net.sourceforge.atunes.gui.views.controls.PopUpButton.PopUpButton(ImageIcon,int)",1,1,1
"net.sourceforge.atunes.gui.views.controls.PopUpButton.PopUpButton(String,int)",1,1,1
"net.sourceforge.atunes.gui.views.controls.PopUpButton.add(Component)",1,2,2
"net.sourceforge.atunes.gui.views.controls.PopUpButton.getLocationProperty()",1,1,1
"net.sourceforge.atunes.gui.views.controls.PopUpButton.removeAllItems()",1,1,1
"net.sourceforge.atunes.gui.views.controls.PopUpButton.setButton(int)",1,1,1
"net.sourceforge.atunes.gui.views.controls.PopUpButton.setMenuLocation(int)",1,6,8
"net.sourceforge.atunes.gui.views.controls.UrlLabel.UrlLabel()",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlLabel.UrlLabel(String,String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlLabel.setText(String,String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlLabel.setTextAndColor(String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlTextArea.UrlTextArea()",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlTextArea.UrlTextArea(String)",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlTextArea.setListenersAndVisual()",1,1,1
"net.sourceforge.atunes.gui.views.controls.UrlTextArea.setUrl(String)",1,1,1
