Method,ev(G),iv(G),v(G)
"fr.jayasoft.ivy.DefaultDependencyDescriptor.addDependencyArtifacts(String,DependencyArtifactDescriptor,Map)",1,2,2
"fr.jayasoft.ivy.DefaultDependencyDescriptor.addDependencyConfiguration(String,String)",1,3,3
"fr.jayasoft.ivy.DefaultDependencyDescriptor.addExtends(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.asSystem()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.canExclude()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.doesExclude(String[],ArtifactId)",3,3,4
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getAllDependencyArtifacts(Map)",1,2,2
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getAllDependencyArtifactsExcludes()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getAllDependencyArtifactsIncludes()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getAttribute(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getAttributes()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyArtifacts(String,Map)",2,3,4
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyArtifactsExcludes(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyArtifactsExcludes(String[])",1,2,2
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyArtifactsIncludes(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyArtifactsIncludes(String[])",1,2,2
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyConfigurations(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyConfigurations(String,String)",2,9,10
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyConfigurations(String[])",2,2,3
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyId()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getDependencyRevisionId()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getExtraAttribute(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getExtraAttributes()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getModuleConfigurations()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getNamespace()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getParentRevisionId()",1,2,2
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getStandardAttribute(String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.getStandardAttributes()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.isChanging()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.isForce()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.isTransitive()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.replaceFallbackConfigurationPattern(Pattern,String,String)",3,3,3
"fr.jayasoft.ivy.DefaultDependencyDescriptor.replaceSelfFallbackPattern(String,String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.replaceThisFallbackPattern(String,String)",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.toString()",1,1,1
"fr.jayasoft.ivy.DefaultDependencyDescriptor.transformInstance(DependencyDescriptor,Namespace)",2,1,2
"fr.jayasoft.ivy.DefaultDependencyDescriptor.transformInstance(DependencyDescriptor,NamespaceTransformer,boolean)",3,4,6
"fr.jayasoft.ivy.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleDescriptorParser,Resource)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId,String,Date)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.DefaultModuleDescriptor(ModuleRevisionId,String,Date,boolean)",3,1,4
"fr.jayasoft.ivy.DefaultModuleDescriptor.ModuleIdMatcher.ModuleIdMatcher(PatternMatcher,ModuleId)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.ModuleIdMatcher.matches(ModuleId)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.addArtifact(String,Artifact)",1,2,2
"fr.jayasoft.ivy.DefaultModuleDescriptor.addConfiguration(Configuration)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.addConflictManager(ModuleId,PatternMatcher,ConflictManager)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.addDependency(DependencyDescriptor)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.addLicense(License)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.check()",4,4,4
"fr.jayasoft.ivy.DefaultModuleDescriptor.dependsOn(VersionMatcher,ModuleDescriptor)",5,4,5
"fr.jayasoft.ivy.DefaultModuleDescriptor.getAllArtifacts()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getArtifacts(String)",2,2,2
"fr.jayasoft.ivy.DefaultModuleDescriptor.getAttribute(String)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getAttributes()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getConfiguration(String)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getConfigurations()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getConfigurationsNames()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getConflictManager(ModuleId)",3,3,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.getDependencies()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getExtraAttribute(String)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getExtraAttributes()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getHomePage()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getLastModified()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getLicenses()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getModuleRevisionId()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getNamespace()",2,2,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.getParser()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getPublicConfigurationsNames()",1,3,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.getPublicationDate()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getResolvedModuleRevisionId()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getResolvedPublicationDate()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getResource()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getStandardAttribute(String)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getStandardAttributes()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.getStatus()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.isDefault()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.isMappingOverride()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.isNamespaceUseful()",3,2,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.newBasicInstance(ModuleRevisionId,Date)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.newCallerInstance(ModuleRevisionId,String[],boolean,boolean)",1,3,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.newCallerInstance(ModuleRevisionId[],boolean,boolean)",1,2,2
"fr.jayasoft.ivy.DefaultModuleDescriptor.newDefaultInstance(ModuleRevisionId)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.newDefaultInstance(ModuleRevisionId,DependencyArtifactDescriptor[])",1,3,4
"fr.jayasoft.ivy.DefaultModuleDescriptor.setDefault(boolean)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.setHomePage(String)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.setLastModified(long)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.setMappingOverride(boolean)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.setModuleRevisionId(ModuleRevisionId)",2,1,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.setNamespace(Namespace)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.setPublicationDate(Date)",1,1,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.setResolvedModuleRevisionId(ModuleRevisionId)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.setResolvedPublicationDate(Date)",2,1,2
"fr.jayasoft.ivy.DefaultModuleDescriptor.setStatus(String)",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.toIvyFile(File)",1,2,3
"fr.jayasoft.ivy.DefaultModuleDescriptor.toString()",1,1,1
"fr.jayasoft.ivy.DefaultModuleDescriptor.transformInstance(ModuleDescriptor,Namespace)",2,5,6
"fr.jayasoft.ivy.DefaultModuleRevision.DefaultModuleRevision(DependencyResolver,DependencyResolver,ModuleDescriptor,boolean,boolean,URL)",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.equals(Object)",2,1,2
"fr.jayasoft.ivy.DefaultModuleRevision.getArtifactResolver()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.getDescriptor()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.getId()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.getLocalMDUrl()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.getPublicationDate()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.getResolver()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.hashCode()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.isDownloaded()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.isSearched()",1,1,1
"fr.jayasoft.ivy.DefaultModuleRevision.toString()",1,1,1
"fr.jayasoft.ivy.DefaultPublishingDRResolver.resolve(ModuleDescriptor,String,ModuleRevisionId,String)",1,1,1
"fr.jayasoft.ivy.Ivy.Ivy()",2,7,9
"fr.jayasoft.ivy.Ivy.ModuleSettings.ModuleSettings(String,String,String)",1,1,1
"fr.jayasoft.ivy.Ivy.ModuleSettings.getBranch()",1,1,1
"fr.jayasoft.ivy.Ivy.ModuleSettings.getConflictManager()",1,1,1
"fr.jayasoft.ivy.Ivy.ModuleSettings.getResolverName()",1,1,1
"fr.jayasoft.ivy.Ivy.ModuleSettings.toString()",1,1,3
"fr.jayasoft.ivy.Ivy.addAllVariables(Map)",1,1,1
"fr.jayasoft.ivy.Ivy.addAllVariables(Map,boolean)",1,2,2
"fr.jayasoft.ivy.Ivy.addCircularDependencyStrategy(CircularDependencyStrategy)",1,1,1
"fr.jayasoft.ivy.Ivy.addClasspathURL(URL)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(CircularDependencyStrategy)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(ConflictManager)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(DependencyResolver)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(LatestStrategy)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(ModuleDescriptorParser)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(Namespace)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(PatternMatcher)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(ReportOutputter)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(Trigger)",1,1,1
"fr.jayasoft.ivy.Ivy.addConfigured(VersionMatcher)",1,1,1
"fr.jayasoft.ivy.Ivy.addConflictManager(String,ConflictManager)",1,2,2
"fr.jayasoft.ivy.Ivy.addIvyListener(IvyListener)",1,1,1
"fr.jayasoft.ivy.Ivy.addIvyListener(IvyListener,Filter)",1,1,1
"fr.jayasoft.ivy.Ivy.addIvyListener(IvyListener,String)",1,1,1
"fr.jayasoft.ivy.Ivy.addLatestStrategy(String,LatestStrategy)",1,2,2
"fr.jayasoft.ivy.Ivy.addMatcher(PatternMatcher)",1,2,2
"fr.jayasoft.ivy.Ivy.addModuleConfiguration(ModuleId,PatternMatcher,String,String,String)",1,1,1
"fr.jayasoft.ivy.Ivy.addNamespace(Namespace)",1,2,2
"fr.jayasoft.ivy.Ivy.addReportOutputter(ReportOutputter)",1,2,2
"fr.jayasoft.ivy.Ivy.addResolver(DependencyResolver)",2,7,8
"fr.jayasoft.ivy.Ivy.addSystemProperties()",1,1,1
"fr.jayasoft.ivy.Ivy.addTransferListener(TransferListener)",1,1,1
"fr.jayasoft.ivy.Ivy.addTrigger(Trigger)",1,1,1
"fr.jayasoft.ivy.Ivy.addVersionMatcher(VersionMatcher)",1,4,4
"fr.jayasoft.ivy.Ivy.check(URL,String)",1,17,17
"fr.jayasoft.ivy.Ivy.checkConflictSolved(IvyNode,IvyNode)",3,8,8
"fr.jayasoft.ivy.Ivy.checkInterrupted()",2,2,2
"fr.jayasoft.ivy.Ivy.checkResolverName(String)",2,2,3
"fr.jayasoft.ivy.Ivy.classForName(String,boolean)",2,3,3
"fr.jayasoft.ivy.Ivy.computeConflicts(IvyNode,IvyNode,Collection,Collection)",6,8,8
"fr.jayasoft.ivy.Ivy.configure(File)",1,3,3
"fr.jayasoft.ivy.Ivy.configure(URL)",1,2,2
"fr.jayasoft.ivy.Ivy.configureDefault()",1,1,1
"fr.jayasoft.ivy.Ivy.configureDefaultCircularDependencyStrategies()",1,1,1
"fr.jayasoft.ivy.Ivy.configureDefaultVersionMatcher()",1,1,1
"fr.jayasoft.ivy.Ivy.configureRepositories(boolean)",1,6,7
"fr.jayasoft.ivy.Ivy.debugConflictResolution()",1,3,3
"fr.jayasoft.ivy.Ivy.deliver(ModuleRevisionId,String,File,String,String,Date,PublishingDependencyRevisionResolver,boolean)",1,1,1
"fr.jayasoft.ivy.Ivy.deliver(ModuleRevisionId,String,File,String,String,Date,PublishingDependencyRevisionResolver,boolean,boolean)",3,5,10
"fr.jayasoft.ivy.Ivy.determineArtifactsToCopy(ModuleId,String[],File,String,String)",1,1,1
"fr.jayasoft.ivy.Ivy.determineArtifactsToCopy(ModuleId,String[],File,String,String,Filter)",4,13,16
"fr.jayasoft.ivy.Ivy.doFetchDependencies(IvyNode,String)",5,13,14
"fr.jayasoft.ivy.Ivy.doValidate()",1,1,1
"fr.jayasoft.ivy.Ivy.download(Artifact,File)",1,2,2
"fr.jayasoft.ivy.Ivy.downloadArtifacts(ResolveReport,File,boolean,Filter)",1,8,8
"fr.jayasoft.ivy.Ivy.dumpConfig()",1,6,6
"fr.jayasoft.ivy.Ivy.fetchDependencies(IvyNode,String,boolean)",1,12,12
"fr.jayasoft.ivy.Ivy.filterIgnore(Collection)",1,1,1
"fr.jayasoft.ivy.Ivy.findModule(ModuleRevisionId)",2,2,3
"fr.jayasoft.ivy.Ivy.findModuleInCache(ModuleRevisionId,File,boolean)",4,7,8
"fr.jayasoft.ivy.Ivy.findModuleRevisionIds(DependencyResolver,ModuleRevisionId,PatternMatcher)",1,15,16
"fr.jayasoft.ivy.Ivy.fireIvyEvent(IvyEvent)",1,3,3
"fr.jayasoft.ivy.Ivy.fireTransferEvent(TransferEvent)",1,3,3
"fr.jayasoft.ivy.Ivy.getArchiveFileInCache(File,Artifact)",1,1,1
"fr.jayasoft.ivy.Ivy.getArchiveFileInCache(File,Artifact,ArtifactOrigin)",3,4,5
"fr.jayasoft.ivy.Ivy.getArchiveFileInCache(File,Artifact,ArtifactOrigin,boolean)",2,4,4
"fr.jayasoft.ivy.Ivy.getArchiveFileInCache(File,String,String,String,String,String,String)",1,1,1
"fr.jayasoft.ivy.Ivy.getArchivePathInCache(Artifact)",1,1,1
"fr.jayasoft.ivy.Ivy.getArchivePathInCache(Artifact,ArtifactOrigin)",1,1,1
"fr.jayasoft.ivy.Ivy.getArchivePathInCache(String,String,String,String,String,String)",1,1,1
"fr.jayasoft.ivy.Ivy.getCacheArtifactPattern()",1,1,1
"fr.jayasoft.ivy.Ivy.getCacheDataFilePattern()",1,1,1
"fr.jayasoft.ivy.Ivy.getCacheIvyPattern()",1,1,1
"fr.jayasoft.ivy.Ivy.getCachedDataFile(File,ModuleDescriptor)",1,1,1
"fr.jayasoft.ivy.Ivy.getCachedDataFile(File,ModuleRevisionId)",1,1,1
"fr.jayasoft.ivy.Ivy.getCircularDependencyStrategy()",1,2,2
"fr.jayasoft.ivy.Ivy.getCircularDependencyStrategy(String)",1,1,2
"fr.jayasoft.ivy.Ivy.getClassLoader()",1,3,3
"fr.jayasoft.ivy.Ivy.getConflictManager(ModuleId)",5,5,5
"fr.jayasoft.ivy.Ivy.getConflictManager(String)",2,2,2
"fr.jayasoft.ivy.Ivy.getConflictResolvingPolicy()",3,2,3
"fr.jayasoft.ivy.Ivy.getCurrent()",1,2,2
"fr.jayasoft.ivy.Ivy.getDefaultBranch()",1,1,1
"fr.jayasoft.ivy.Ivy.getDefaultBranch(ModuleId)",4,4,4
"fr.jayasoft.ivy.Ivy.getDefaultCache()",1,2,2
"fr.jayasoft.ivy.Ivy.getDefaultConfigurationURL()",1,1,1
"fr.jayasoft.ivy.Ivy.getDefaultConflictManager()",1,2,2
"fr.jayasoft.ivy.Ivy.getDefaultIvyUserDir()",1,3,3
"fr.jayasoft.ivy.Ivy.getDefaultLatestStrategy()",1,1,2
"fr.jayasoft.ivy.Ivy.getDefaultResolver()",2,2,3
"fr.jayasoft.ivy.Ivy.getDependencies(ModuleDescriptor,String[],File,Date,ResolveReport,boolean)",1,1,1
"fr.jayasoft.ivy.Ivy.getDependencies(ModuleDescriptor,String[],File,Date,ResolveReport,boolean,boolean)",9,21,22
"fr.jayasoft.ivy.Ivy.getDependencies(URL,String[],File,Date,boolean)",1,1,1
"fr.jayasoft.ivy.Ivy.getDictatorResolver()",1,1,1
"fr.jayasoft.ivy.Ivy.getIvyFileInCache(File,ModuleRevisionId)",1,1,1
"fr.jayasoft.ivy.Ivy.getLatestStrategy(String)",2,2,2
"fr.jayasoft.ivy.Ivy.getLocalHostName()",1,1,2
"fr.jayasoft.ivy.Ivy.getMatcher(String)",1,1,1
"fr.jayasoft.ivy.Ivy.getNamespace(String)",2,2,2
"fr.jayasoft.ivy.Ivy.getReportOutputter(String)",1,1,1
"fr.jayasoft.ivy.Ivy.getReportOutputters()",1,1,1
"fr.jayasoft.ivy.Ivy.getResolvedIvyFileInCache(File,ModuleRevisionId)",1,1,1
"fr.jayasoft.ivy.Ivy.getResolvedIvyPropertiesInCache(File,ModuleRevisionId)",1,1,1
"fr.jayasoft.ivy.Ivy.getResolver(ModuleId)",2,1,2
"fr.jayasoft.ivy.Ivy.getResolver(String)",2,2,3
"fr.jayasoft.ivy.Ivy.getResolverName(ModuleId)",4,4,4
"fr.jayasoft.ivy.Ivy.getSavedArtResolverName(File,ModuleDescriptor)",1,1,1
