Method,ev(G),iv(G),v(G)
"org.eclipse.jdt.core.CompletionContext.getExpectedTypesKeys()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getExpectedTypesSignatures()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getOffset()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getToken()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getTokenEnd()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getTokenKind()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getTokenLocation()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getTokenStart()",1,1,1
"org.eclipse.jdt.core.CompletionContext.getVisibleElements(String)",1,1,1
"org.eclipse.jdt.core.CompletionContext.isExtended()",1,1,1
"org.eclipse.jdt.core.CompletionContext.isInJavadoc()",1,1,1
"org.eclipse.jdt.core.CompletionContext.isInJavadocFormalReference()",1,1,1
"org.eclipse.jdt.core.CompletionContext.isInJavadocText()",1,1,1
"org.eclipse.jdt.core.CompletionFlags.CompletionFlags()",1,1,1
"org.eclipse.jdt.core.CompletionFlags.isStaticImport(int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.canUseDiamond(CompletionContext)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.create(int,int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.findParameterNames(IProgressMonitor)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getAccessibility()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getAdditionalFlags()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getCompletion()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getCompletionLocation()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getDeclarationKey()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getDeclarationSignature()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getFlags()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getKey()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getKind()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getName()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getReceiverEnd()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getReceiverSignature()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getReceiverStart()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getRelevance()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getReplaceEnd()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getReplaceStart()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getRequiredProposals()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getSignature()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getTokenEnd()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.getTokenStart()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.isConstructor()",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setAdditionalFlags(int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setCompletion(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setDeclarationKey(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setDeclarationSignature(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setFlags(int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setKey(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setName(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setParameterNames(char[][])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setReceiverRange(int,int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setReceiverSignature(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setRelevance(int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setReplaceRange(int,int)",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setRequiredProposals(CompletionProposal[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setSignature(char[])",1,1,1
"org.eclipse.jdt.core.CompletionProposal.setTokenRange(int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.CompletionRequestor()",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.CompletionRequestor(boolean)",1,1,2
"org.eclipse.jdt.core.CompletionRequestor.acceptContext(CompletionContext)",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.beginReporting()",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.completionFailure(IProblem)",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.endReporting()",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.getFavoriteReferences()",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.isAllowingRequiredProposals(int,int)",4,1,6
"org.eclipse.jdt.core.CompletionRequestor.isExtendedContextRequired()",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.isIgnored(int)",2,1,3
"org.eclipse.jdt.core.CompletionRequestor.setAllowsRequiredProposals(int,int,boolean)",3,1,7
"org.eclipse.jdt.core.CompletionRequestor.setFavoriteReferences(String[])",1,1,1
"org.eclipse.jdt.core.CompletionRequestor.setIgnored(int,boolean)",2,1,4
"org.eclipse.jdt.core.CompletionRequestor.setRequireExtendedContext(boolean)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptAnonymousType(char[],char[],char[][],char[][],char[][],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptClass(char[],char[],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptError(IProblem)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptField(char[],char[],char[],char[],char[],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptInterface(char[],char[],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptKeyword(char[],int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptLabel(char[],int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptLocalVariable(char[],char[],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptMethod(char[],char[],char[],char[][],char[][],char[][],char[],char[],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptMethodDeclaration(char[],char[],char[],char[][],char[][],char[][],char[],char[],char[],int,int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptModifier(char[],int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptPackage(char[],char[],int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptType(char[],char[],char[],int,int,int)",1,1,1
"org.eclipse.jdt.core.CompletionRequestorAdapter.acceptVariableName(char[],char[],char[],char[],int,int,int)",1,1,1
"org.eclipse.jdt.core.CorrectionEngine.CorrectionEngine(Map)",1,1,1
"org.eclipse.jdt.core.CorrectionEngine.computeCorrections(ICompilationUnit,int,int,int,String[],ICorrectionRequestor)",4,3,13
"org.eclipse.jdt.core.CorrectionEngine.computeCorrections(IMarker,ICompilationUnit,int,ICorrectionRequestor)",2,2,3
"org.eclipse.jdt.core.CorrectionEngine.computeCorrections(IProblem,ICompilationUnit,ICorrectionRequestor)",2,1,2
"org.eclipse.jdt.core.CorrectionEngine.correct(char[])",7,4,9
"org.eclipse.jdt.core.CorrectionEngine.getAllWarningTokens()",1,1,1
"org.eclipse.jdt.core.CorrectionEngine.getProblemArguments(IMarker)",1,1,1
"org.eclipse.jdt.core.CorrectionEngine.getWarningToken(int)",2,2,2
"org.eclipse.jdt.core.ElementChangedEvent.ElementChangedEvent(IJavaElementDelta,int)",1,1,1
"org.eclipse.jdt.core.ElementChangedEvent.getDelta()",1,1,1
"org.eclipse.jdt.core.ElementChangedEvent.getType()",1,1,1
"org.eclipse.jdt.core.Flags.Flags()",1,1,1
"org.eclipse.jdt.core.Flags.isAbstract(int)",1,1,1
"org.eclipse.jdt.core.Flags.isAnnnotationDefault(int)",1,1,1
"org.eclipse.jdt.core.Flags.isAnnotation(int)",1,1,1
"org.eclipse.jdt.core.Flags.isBridge(int)",1,1,1
"org.eclipse.jdt.core.Flags.isDefaultMethod(int)",1,1,1
"org.eclipse.jdt.core.Flags.isDeprecated(int)",1,1,1
"org.eclipse.jdt.core.Flags.isEnum(int)",1,1,1
"org.eclipse.jdt.core.Flags.isFinal(int)",1,1,1
"org.eclipse.jdt.core.Flags.isInterface(int)",1,1,1
"org.eclipse.jdt.core.Flags.isNative(int)",1,1,1
"org.eclipse.jdt.core.Flags.isPackageDefault(int)",1,1,1
"org.eclipse.jdt.core.Flags.isPrivate(int)",1,1,1
"org.eclipse.jdt.core.Flags.isProtected(int)",1,1,1
"org.eclipse.jdt.core.Flags.isPublic(int)",1,1,1
"org.eclipse.jdt.core.Flags.isStatic(int)",1,1,1
"org.eclipse.jdt.core.Flags.isStrictfp(int)",1,1,1
"org.eclipse.jdt.core.Flags.isSuper(int)",1,1,1
"org.eclipse.jdt.core.Flags.isSynchronized(int)",1,1,1
"org.eclipse.jdt.core.Flags.isSynthetic(int)",1,1,1
"org.eclipse.jdt.core.Flags.isTransient(int)",1,1,1
"org.eclipse.jdt.core.Flags.isVarargs(int)",1,1,1
"org.eclipse.jdt.core.Flags.isVolatile(int)",1,1,1
"org.eclipse.jdt.core.Flags.toString(int)",2,13,14
"org.eclipse.jdt.core.JavaConventions.JavaConventions()",1,1,1
"org.eclipse.jdt.core.JavaConventions.isOverlappingRoots(IPath,IPath)",2,2,4
"org.eclipse.jdt.core.JavaConventions.scannedIdentifier(String,String,String)",4,4,8
"org.eclipse.jdt.core.JavaConventions.validateClassFileName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateClassFileName(String,String,String)",7,2,7
"org.eclipse.jdt.core.JavaConventions.validateClasspath(IJavaProject,IClasspathEntry[],IPath)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateClasspathEntry(IJavaProject,IClasspathEntry,boolean)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateCompilationUnitName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateCompilationUnitName(String,String,String)",7,2,7
"org.eclipse.jdt.core.JavaConventions.validateFieldName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateFieldName(String,String,String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateIdentifier(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateIdentifier(String,String,String)",2,2,2
"org.eclipse.jdt.core.JavaConventions.validateImportDeclaration(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateImportDeclaration(String,String,String)",4,4,5
"org.eclipse.jdt.core.JavaConventions.validateJavaTypeName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateJavaTypeName(String,String,String)",9,4,10
"org.eclipse.jdt.core.JavaConventions.validateMethodName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateMethodName(String,String,String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validatePackageName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validatePackageName(String,String,String)",11,10,20
"org.eclipse.jdt.core.JavaConventions.validateTypeVariableName(String)",1,1,1
"org.eclipse.jdt.core.JavaConventions.validateTypeVariableName(String,String,String)",1,1,1
"org.eclipse.jdt.core.JavaCore.JavaCore()",1,1,1
"org.eclipse.jdt.core.JavaCore.addElementChangedListener(IElementChangedListener)",1,1,1
"org.eclipse.jdt.core.JavaCore.addElementChangedListener(IElementChangedListener,int)",1,1,1
"org.eclipse.jdt.core.JavaCore.addJavaElementMarkerAttributes(Map,IJavaElement)",1,3,4
"org.eclipse.jdt.core.JavaCore.addNonJavaResources(Object[],IContainer,int,ArrayList)",1,7,8
"org.eclipse.jdt.core.JavaCore.addPreProcessingResourceChangedListener(IResourceChangeListener)",1,1,1
"org.eclipse.jdt.core.JavaCore.addPreProcessingResourceChangedListener(IResourceChangeListener,int)",1,1,1
"org.eclipse.jdt.core.JavaCore.computeClasspathContainerInitializer(String)",7,9,12
"org.eclipse.jdt.core.JavaCore.configureJavaElementMarker(IMarker,IJavaElement)",1,3,4
"org.eclipse.jdt.core.JavaCore.create(IFile)",1,1,1
"org.eclipse.jdt.core.JavaCore.create(IFolder)",1,1,1
"org.eclipse.jdt.core.JavaCore.create(IProject)",2,1,2
"org.eclipse.jdt.core.JavaCore.create(IResource)",1,1,1
"org.eclipse.jdt.core.JavaCore.create(IResource,IJavaProject)",1,1,1
"org.eclipse.jdt.core.JavaCore.create(IWorkspaceRoot)",2,1,2
"org.eclipse.jdt.core.JavaCore.create(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.create(String,WorkingCopyOwner)",2,1,3
"org.eclipse.jdt.core.JavaCore.createClassFileFrom(IFile)",1,1,1
"org.eclipse.jdt.core.JavaCore.createCompilationUnitFrom(IFile)",1,1,1
"org.eclipse.jdt.core.JavaCore.createJarPackageFragmentRootFrom(IFile)",1,1,1
"org.eclipse.jdt.core.JavaCore.getClasspathContainer(IPath,IJavaProject)",2,2,2
"org.eclipse.jdt.core.JavaCore.getClasspathContainerInitializer(String)",3,2,3
"org.eclipse.jdt.core.JavaCore.getClasspathVariable(String)",6,12,18
"org.eclipse.jdt.core.JavaCore.getClasspathVariableDeprecationMessage(String)",9,5,10
"org.eclipse.jdt.core.JavaCore.getClasspathVariableInitializer(String)",7,11,13
"org.eclipse.jdt.core.JavaCore.getClasspathVariableNames()",1,1,1
"org.eclipse.jdt.core.JavaCore.getDefaultOptions()",1,1,1
"org.eclipse.jdt.core.JavaCore.getEncoding()",1,2,3
"org.eclipse.jdt.core.JavaCore.getGeneratedResource(ICompilationUnit,IContainer,State,int,ArrayList)",1,7,7
"org.eclipse.jdt.core.JavaCore.getGeneratedResources(IRegion,boolean)",15,19,38
"org.eclipse.jdt.core.JavaCore.getJavaCore()",1,1,1
"org.eclipse.jdt.core.JavaCore.getJavaLikeExtensions()",1,1,1
"org.eclipse.jdt.core.JavaCore.getOption(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.getOptionForConfigurableSeverity(int)",1,1,1
"org.eclipse.jdt.core.JavaCore.getOptions()",1,1,1
"org.eclipse.jdt.core.JavaCore.getPlugin()",1,1,1
"org.eclipse.jdt.core.JavaCore.getReferencedClasspathEntries(IClasspathEntry,IJavaProject)",1,1,1
"org.eclipse.jdt.core.JavaCore.getResolvedClasspathEntry(IClasspathEntry)",1,1,1
"org.eclipse.jdt.core.JavaCore.getResolvedVariablePath(IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.getSharedWorkingCopies(IBufferFactory)",1,2,2
"org.eclipse.jdt.core.JavaCore.getUserLibraryNames()",1,1,1
"org.eclipse.jdt.core.JavaCore.getWorkingCopies(WorkingCopyOwner)",2,1,3
"org.eclipse.jdt.core.JavaCore.initializeAfterLoad(IProgressMonitor)",3,30,40
"org.eclipse.jdt.core.JavaCore.isClasspathVariableReadOnly(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.isJavaLikeFileName(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.isReferencedBy(IJavaElement,IMarker)",8,6,10
"org.eclipse.jdt.core.JavaCore.isReferencedBy(IJavaElement,IMarkerDelta)",8,6,10
"org.eclipse.jdt.core.JavaCore.newAccessRule(IPath,int)",1,1,1
"org.eclipse.jdt.core.JavaCore.newClasspathAttribute(String,String)",1,1,1
"org.eclipse.jdt.core.JavaCore.newContainerEntry(IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newContainerEntry(IPath,IAccessRule[],IClasspathAttribute[],boolean)",3,3,5
"org.eclipse.jdt.core.JavaCore.newContainerEntry(IPath,boolean)",1,1,1
"org.eclipse.jdt.core.JavaCore.newLibraryEntry(IPath,IPath,IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newLibraryEntry(IPath,IPath,IPath,IAccessRule[],IClasspathAttribute[],boolean)",6,5,10
"org.eclipse.jdt.core.JavaCore.newLibraryEntry(IPath,IPath,IPath,boolean)",1,1,1
"org.eclipse.jdt.core.JavaCore.newProjectEntry(IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newProjectEntry(IPath,IAccessRule[],boolean,IClasspathAttribute[],boolean)",2,1,4
"org.eclipse.jdt.core.JavaCore.newProjectEntry(IPath,boolean)",2,1,2
"org.eclipse.jdt.core.JavaCore.newRegion()",1,1,1
"org.eclipse.jdt.core.JavaCore.newSourceEntry(IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newSourceEntry(IPath,IPath[])",1,1,1
"org.eclipse.jdt.core.JavaCore.newSourceEntry(IPath,IPath[],IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newSourceEntry(IPath,IPath[],IPath[],IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newSourceEntry(IPath,IPath[],IPath[],IPath,IClasspathAttribute[])",3,1,6
"org.eclipse.jdt.core.JavaCore.newTypeHierarchy(IRegion,WorkingCopyOwner,IProgressMonitor)",2,1,2
"org.eclipse.jdt.core.JavaCore.newVariableEntry(IPath,IPath,IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.newVariableEntry(IPath,IPath,IPath,IAccessRule[],IClasspathAttribute[],boolean)",3,2,5
"org.eclipse.jdt.core.JavaCore.newVariableEntry(IPath,IPath,IPath,boolean)",1,1,1
"org.eclipse.jdt.core.JavaCore.removeClasspathVariable(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.removeClasspathVariable(String,IProgressMonitor)",1,2,2
"org.eclipse.jdt.core.JavaCore.removeElementChangedListener(IElementChangedListener)",1,1,1
"org.eclipse.jdt.core.JavaCore.removeJavaLikeExtension(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.removePreProcessingResourceChangedListener(IResourceChangeListener)",1,1,1
"org.eclipse.jdt.core.JavaCore.run(IWorkspaceRunnable,IProgressMonitor)",1,1,1
"org.eclipse.jdt.core.JavaCore.run(IWorkspaceRunnable,ISchedulingRule,IProgressMonitor)",1,2,2
"org.eclipse.jdt.core.JavaCore.setClasspathContainer(IPath,IJavaProject[],IClasspathContainer[],IProgressMonitor)",5,4,5
"org.eclipse.jdt.core.JavaCore.setClasspathVariable(String,IPath)",1,1,1
"org.eclipse.jdt.core.JavaCore.setClasspathVariable(String,IPath,IProgressMonitor)",2,1,2
"org.eclipse.jdt.core.JavaCore.setClasspathVariables(String[],IPath[],IProgressMonitor)",2,1,2
"org.eclipse.jdt.core.JavaCore.setComplianceOptions(String,Map)",2,2,7
"org.eclipse.jdt.core.JavaCore.setOptions(Hashtable<String, String>)",1,1,1
"org.eclipse.jdt.core.JavaCore.start(BundleContext)",1,1,1
"org.eclipse.jdt.core.JavaCore.stop(BundleContext)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_failed_to_instanciate_container_initializer(String,IConfigurationElement)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_failed_to_instanciate_variable_initializer(String,IConfigurationElement)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_found_container_initializer(String,IConfigurationElement)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_found_variable_initializer(String,IConfigurationElement)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_no_variable_initializer_found(String)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_triggering_variable_initialization(String,ClasspathVariableInitializer)",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_triggering_variable_initialization_invocation_trace()",1,1,1
"org.eclipse.jdt.core.JavaCore.verbose_variable_value_after_initialization(String,IPath)",1,1,1
"org.eclipse.jdt.core.JavaModelException.JavaModelException(CoreException)",1,1,1
"org.eclipse.jdt.core.JavaModelException.JavaModelException(IJavaModelStatus)",1,1,1
"org.eclipse.jdt.core.JavaModelException.JavaModelException(Throwable,int)",1,1,1
"org.eclipse.jdt.core.JavaModelException.getException()",2,2,2
"org.eclipse.jdt.core.JavaModelException.getJavaModelStatus()",2,1,2
"org.eclipse.jdt.core.JavaModelException.isDoesNotExist()",1,2,2
"org.eclipse.jdt.core.JavaModelException.printStackTrace(PrintStream)",1,2,2
"org.eclipse.jdt.core.JavaModelException.printStackTrace(PrintWriter)",1,2,2
"org.eclipse.jdt.core.JavaModelException.toString()",1,3,3
"org.eclipse.jdt.core.NamingConventions.NamingConventions()",1,1,1
"org.eclipse.jdt.core.NamingConventions.NamingRequestor.acceptNameWithPrefix(char[],boolean,int)",1,4,4
"org.eclipse.jdt.core.NamingConventions.NamingRequestor.acceptNameWithPrefixAndSuffix(char[],boolean,boolean,int)",1,8,9
"org.eclipse.jdt.core.NamingConventions.NamingRequestor.acceptNameWithSuffix(char[],boolean,int)",1,4,4
"org.eclipse.jdt.core.NamingConventions.NamingRequestor.acceptNameWithoutPrefixAndSuffix(char[],int)",1,2,2
"org.eclipse.jdt.core.NamingConventions.NamingRequestor.getResults()",1,1,1
"org.eclipse.jdt.core.NamingConventions.convertCharsToString(char[][])",1,2,3
"org.eclipse.jdt.core.NamingConventions.convertStringToChars(String[])",1,3,4
"org.eclipse.jdt.core.NamingConventions.getBaseName(int,String,IJavaProject)",1,1,1
"org.eclipse.jdt.core.NamingConventions.getFieldVariableKind(int)",3,2,3
"org.eclipse.jdt.core.NamingConventions.removePrefixAndSuffixForArgumentName(IJavaProject,String)",1,1,1
"org.eclipse.jdt.core.NamingConventions.removePrefixAndSuffixForArgumentName(IJavaProject,char[])",1,1,1
"org.eclipse.jdt.core.NamingConventions.removePrefixAndSuffixForFieldName(IJavaProject,String,int)",1,1,1
"org.eclipse.jdt.core.NamingConventions.removePrefixAndSuffixForFieldName(IJavaProject,char[],int)",1,1,2
"org.eclipse.jdt.core.NamingConventions.removePrefixAndSuffixForLocalVariableName(IJavaProject,String)",1,1,1
"org.eclipse.jdt.core.NamingConventions.removePrefixAndSuffixForLocalVariableName(IJavaProject,char[])",1,1,1
"org.eclipse.jdt.core.NamingConventions.suggestAccessorName(IJavaProject,char[],int)",1,5,5
"org.eclipse.jdt.core.NamingConventions.suggestArgumentNames(IJavaProject,String,String,int,String[])",1,1,1
"org.eclipse.jdt.core.NamingConventions.suggestArgumentNames(IJavaProject,char[],char[],int,char[][])",2,1,3
"org.eclipse.jdt.core.NamingConventions.suggestFieldNames(IJavaProject,String,String,int,int,String[])",1,1,1
"org.eclipse.jdt.core.NamingConventions.suggestFieldNames(IJavaProject,char[],char[],int,int,char[][])",2,1,4
"org.eclipse.jdt.core.NamingConventions.suggestGetterName(IJavaProject,String,int,boolean,String[])",1,1,1
"org.eclipse.jdt.core.NamingConventions.suggestGetterName(IJavaProject,char[],int,boolean,char[][])",3,5,5
"org.eclipse.jdt.core.NamingConventions.suggestLocalVariableNames(IJavaProject,String,String,int,String[])",1,1,1
