Package,C(rec),LOC(rec),METH(rec)
"analyzers.common.src.java.org.apache.lucene.analysis.no",6,429,11
"analyzers.common.src.java.org.apache.lucene.analysis.path",2,347,20
"analyzers.common.src.java.org.apache.lucene.analysis.payloads",10,479,23
"analyzers.common.src.java.org.apache.lucene.analysis.position",1,91,4
"analyzers.common.src.java.org.apache.lucene.analysis.pt",13,927,31
"analyzers.common.src.java.org.apache.lucene.analysis.query",2,408,15
"analyzers.common.src.java.org.apache.lucene.analysis.reverse",1,324,14
"analyzers.common.src.java.org.apache.lucene.analysis.ro",2,143,5
"analyzers.common.src.java.org.apache.lucene.analysis.ru",8,1.210,43
"analyzers.common.src.java.org.apache.lucene.analysis.shingle",15,1.624,104
"analyzers.common.src.java.org.apache.lucene.analysis.sinks",3,188,8
"analyzers.common.src.java.org.apache.lucene.analysis.snowball",3,253,8
"analyzers.common.src.java.org.apache.lucene.analysis.sv",4,291,8
"analyzers.common.src.java.org.apache.lucene.analysis.synonym",8,1.104,32
"analyzers.common.src.java.org.apache.lucene.analysis.th",3,270,8
"analyzers.common.src.java.org.apache.lucene.analysis.tr",3,250,9
"analyzers.common.src.java.org.apache.lucene.analysis.util",7,406,56
"analyzers.common.src.java.org.apache.lucene.analysis.wikipedia",2,1.508,41
"analyzers.common.src.java.org.tartarus",26,24.866,360
"analyzers.common.src.java.org.tartarus.snowball",26,24.866,360
"analyzers.common.src.java.org.tartarus.snowball.ext",23,24.198,319
"analyzers.common.src.resources",n/a,6.734,n/a
"analyzers.common.src.resources.org",n/a,6.734,n/a
"analyzers.common.src.resources.org.apache",n/a,6.734,n/a
"analyzers.common.src.resources.org.apache.lucene",n/a,6.734,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis",n/a,6.734,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.ar",n/a,125,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.bg",n/a,193,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.br",n/a,128,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.ca",n/a,220,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.compound",n/a,57,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.compound.hyphenation",n/a,57,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.cz",n/a,172,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.el",n/a,78,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.eu",n/a,99,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.fa",n/a,313,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.ga",n/a,109,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.gl",n/a,801,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.hi",n/a,235,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.hy",n/a,46,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.id",n/a,359,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.lv",n/a,172,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.pt",n/a,449,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.ro",n/a,233,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.snowball",n/a,2.614,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.th",n/a,119,n/a
"analyzers.common.src.resources.org.apache.lucene.analysis.tr",n/a,212,n/a
"analyzers.common.src.test",243,115.293,876
"analyzers.common.src.test.org",243,115.293,876
"analyzers.common.src.test.org.apache",243,115.293,876
"analyzers.common.src.test.org.apache.lucene",243,115.293,876
"analyzers.common.src.test.org.apache.lucene.analysis",243,115.293,876
"analyzers.common.src.test.org.apache.lucene.analysis.ar",6,330,51
"analyzers.common.src.test.org.apache.lucene.analysis.bg",3,278,15
"analyzers.common.src.test.org.apache.lucene.analysis.br",2,193,13
"analyzers.common.src.test.org.apache.lucene.analysis.ca",1,55,5
"analyzers.common.src.test.org.apache.lucene.analysis.charfilter",2,1.725,37
"analyzers.common.src.test.org.apache.lucene.analysis.cjk",10,581,45
"analyzers.common.src.test.org.apache.lucene.analysis.cn",3,111,7
"analyzers.common.src.test.org.apache.lucene.analysis.compound",9,1.592,26
"analyzers.common.src.test.org.apache.lucene.analysis.cz",4,372,19
"analyzers.common.src.test.org.apache.lucene.analysis.da",1,49,4
"analyzers.common.src.test.org.apache.lucene.analysis.de",13,399,32
"analyzers.common.src.test.org.apache.lucene.analysis.el",3,551,13
"analyzers.common.src.test.org.apache.lucene.analysis.en",7,202,14
"analyzers.common.src.test.org.apache.lucene.analysis.es",4,106,9
"analyzers.common.src.test.org.apache.lucene.analysis.eu",1,49,4
"analyzers.common.src.test.org.apache.lucene.analysis.fa",3,281,17
"analyzers.common.src.test.org.apache.lucene.analysis.fi",4,106,9
"analyzers.common.src.test.org.apache.lucene.analysis.fr",9,508,26
"analyzers.common.src.test.org.apache.lucene.analysis.ga",3,114,9
"analyzers.common.src.test.org.apache.lucene.analysis.gl",7,166,14
"analyzers.common.src.test.org.apache.lucene.analysis.hi",5,211,16
"analyzers.common.src.test.org.apache.lucene.analysis.hu",4,102,8
"analyzers.common.src.test.org.apache.lucene.analysis.hunspell",5,234,15
"analyzers.common.src.test.org.apache.lucene.analysis.hy",1,49,4
"analyzers.common.src.test.org.apache.lucene.analysis.id",5,181,12
"analyzers.common.src.test.org.apache.lucene.analysis.in",2,60,4
"analyzers.common.src.test.org.apache.lucene.analysis.it",4,119,11
"analyzers.common.src.test.org.apache.lucene.analysis.lv",4,314,16
"analyzers.common.src.test.org.apache.lucene.analysis.miscellaneous",7,350,15
"analyzers.common.src.test.org.apache.lucene.analysis.ngram",15,490,57
"analyzers.common.src.test.org.apache.lucene.analysis.nl",1,207,13
"analyzers.common.src.test.org.apache.lucene.analysis.no",7,407,14
"analyzers.common.src.test.org.apache.lucene.analysis.path",6,370,35
"analyzers.common.src.test.org.apache.lucene.analysis.payloads",6,298,13
"analyzers.common.src.test.org.apache.lucene.analysis.position",2,122,7
"analyzers.common.src.test.org.apache.lucene.analysis.pt",10,299,23
"analyzers.common.src.test.org.apache.lucene.analysis.query",2,152,12
"analyzers.common.src.test.org.apache.lucene.analysis.reverse",3,114,11
"analyzers.common.src.test.org.apache.lucene.analysis.ro",1,49,4
"analyzers.common.src.test.org.apache.lucene.analysis.ru",7,99.597,15
"analyzers.common.src.test.org.apache.lucene.analysis.shingle",9,1.807,85
"analyzers.common.src.test.org.apache.lucene.analysis.sinks",4,154,5
"analyzers.common.src.test.org.apache.lucene.analysis.snowball",5,220,14
"analyzers.common.src.test.org.apache.lucene.analysis.sv",4,106,9
"analyzers.common.src.test.org.apache.lucene.analysis.synonym",20,886,48
"analyzers.common.src.test.org.apache.lucene.analysis.th",2,177,15
"analyzers.common.src.test.org.apache.lucene.analysis.tr",3,123,9
"analyzers.common.src.test.org.apache.lucene.analysis.util",1,144,6
"analyzers.common.src.test.org.apache.lucene.analysis.wikipedia",3,183,11
"analyzers.kuromoji",75,7.327,317
"analyzers.kuromoji.src",75,7.188,317
"analyzers.kuromoji.src.java",37,4.215,183
"analyzers.kuromoji.src.java.org",37,4.191,183
"analyzers.kuromoji.src.java.org.apache",37,4.191,183
"analyzers.kuromoji.src.java.org.apache.lucene",37,4.191,183
"analyzers.kuromoji.src.java.org.apache.lucene.analysis",37,4.191,183
"analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja",37,4.191,183
"analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.dict",14,991,72
"analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.tokenattributes",8,341,32
"analyzers.kuromoji.src.java.org.apache.lucene.analysis.ja.util",2,1.139,9
"analyzers.kuromoji.src.resources",n/a,547,n/a
"analyzers.kuromoji.src.resources.org",n/a,547,n/a
"analyzers.kuromoji.src.resources.org.apache",n/a,547,n/a
"analyzers.kuromoji.src.resources.org.apache.lucene",n/a,547,n/a
"analyzers.kuromoji.src.resources.org.apache.lucene.analysis",n/a,547,n/a
"analyzers.kuromoji.src.resources.org.apache.lucene.analysis.ja",n/a,547,n/a
"analyzers.kuromoji.src.test",24,1.406,87
"analyzers.kuromoji.src.test.org",24,1.406,87
"analyzers.kuromoji.src.test.org.apache",24,1.406,87
"analyzers.kuromoji.src.test.org.apache.lucene",24,1.406,87
"analyzers.kuromoji.src.test.org.apache.lucene.analysis",24,1.406,87
"analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja",24,1.406,87
"analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja.dict",2,161,5
"analyzers.kuromoji.src.test.org.apache.lucene.analysis.ja.util",1,30,2
"analyzers.kuromoji.src.tools",14,1.020,47
"analyzers.kuromoji.src.tools.java",13,959,45
"analyzers.kuromoji.src.tools.java.org",13,959,45
"analyzers.kuromoji.src.tools.java.org.apache",13,959,45
"analyzers.kuromoji.src.tools.java.org.apache.lucene",13,959,45
"analyzers.kuromoji.src.tools.java.org.apache.lucene.analysis",13,959,45
"analyzers.kuromoji.src.tools.java.org.apache.lucene.analysis.ja",13,959,45
"analyzers.kuromoji.src.tools.java.org.apache.lucene.analysis.ja.util",13,959,45
"analyzers.kuromoji.src.tools.test",1,61,2
"analyzers.kuromoji.src.tools.test.org",1,61,2
"analyzers.kuromoji.src.tools.test.org.apache",1,61,2
"analyzers.kuromoji.src.tools.test.org.apache.lucene",1,61,2
"analyzers.kuromoji.src.tools.test.org.apache.lucene.analysis",1,61,2
"analyzers.kuromoji.src.tools.test.org.apache.lucene.analysis.ja",1,61,2
"analyzers.kuromoji.src.tools.test.org.apache.lucene.analysis.ja.dict",1,61,2
"analyzers.phonetic",16,850,36
"analyzers.phonetic.lib",n/a,181,n/a
"analyzers.phonetic.src",16,618,36
"analyzers.phonetic.src.java",3,319,10
"analyzers.phonetic.src.java.org",3,295,10
"analyzers.phonetic.src.java.org.apache",3,295,10
"analyzers.phonetic.src.java.org.apache.lucene",3,295,10
"analyzers.phonetic.src.java.org.apache.lucene.analysis",3,295,10
"analyzers.phonetic.src.java.org.apache.lucene.analysis.phonetic",3,295,10
"analyzers.phonetic.src.test",13,299,26
"analyzers.phonetic.src.test.org",13,299,26
"analyzers.phonetic.src.test.org.apache",13,299,26
"analyzers.phonetic.src.test.org.apache.lucene",13,299,26
"analyzers.phonetic.src.test.org.apache.lucene.analysis",13,299,26
"analyzers.phonetic.src.test.org.apache.lucene.analysis.phonetic",13,299,26
"analyzers.smartcn",23,2.966,110
"analyzers.smartcn.src",23,2.923,110
"analyzers.smartcn.src.java",20,2.647,88
"analyzers.smartcn.src.java.org",20,2.623,88
"analyzers.smartcn.src.java.org.apache",20,2.623,88
"analyzers.smartcn.src.java.org.apache.lucene",20,2.623,88
"analyzers.smartcn.src.java.org.apache.lucene.analysis",20,2.623,88
"analyzers.smartcn.src.java.org.apache.lucene.analysis.cn",20,2.623,88
"analyzers.smartcn.src.java.org.apache.lucene.analysis.cn.smart",20,2.623,88
"analyzers.smartcn.src.java.org.apache.lucene.analysis.cn.smart.hhmm",10,1.790,64
"analyzers.smartcn.src.resources",n/a,57,n/a
"analyzers.smartcn.src.resources.org",n/a,57,n/a
"analyzers.smartcn.src.resources.org.apache",n/a,57,n/a
"analyzers.smartcn.src.resources.org.apache.lucene",n/a,57,n/a
"analyzers.smartcn.src.resources.org.apache.lucene.analysis",n/a,57,n/a
"analyzers.smartcn.src.resources.org.apache.lucene.analysis.cn",n/a,57,n/a
"analyzers.smartcn.src.resources.org.apache.lucene.analysis.cn.smart",n/a,57,n/a
"analyzers.smartcn.src.test",3,219,22
"analyzers.smartcn.src.test.org",3,219,22
"analyzers.smartcn.src.test.org.apache",3,219,22
"analyzers.smartcn.src.test.org.apache.lucene",3,219,22
"analyzers.smartcn.src.test.org.apache.lucene.analysis",3,219,22
"analyzers.smartcn.src.test.org.apache.lucene.analysis.cn",3,219,22
"analyzers.smartcn.src.test.org.apache.lucene.analysis.cn.smart",3,219,22
"analyzers.stempel",22,3.840,107
"analyzers.stempel.src",22,3.797,107
"analyzers.stempel.src.java",19,3.286,91
"analyzers.stempel.src.java.org",19,2.814,91
"analyzers.stempel.src.java.org.apache",4,337,12
"analyzers.stempel.src.java.org.apache.lucene",4,337,12
"analyzers.stempel.src.java.org.apache.lucene.analysis",4,337,12
"analyzers.stempel.src.java.org.apache.lucene.analysis.pl",2,153,5
"analyzers.stempel.src.java.org.apache.lucene.analysis.stempel",2,184,7
"analyzers.stempel.src.java.org.egothor",15,2.477,79
"analyzers.stempel.src.java.org.egothor.stemmer",15,2.477,79
"analyzers.stempel.src.resources",n/a,186,n/a
"analyzers.stempel.src.resources.org",n/a,186,n/a
"analyzers.stempel.src.resources.org.apache",n/a,186,n/a
"analyzers.stempel.src.resources.org.apache.lucene",n/a,186,n/a
"analyzers.stempel.src.resources.org.apache.lucene.analysis",n/a,186,n/a
"analyzers.stempel.src.resources.org.apache.lucene.analysis.pl",n/a,186,n/a
"analyzers.stempel.src.test",3,325,16
"analyzers.stempel.src.test.org",3,325,16
"analyzers.stempel.src.test.org.apache",1,49,4
"analyzers.stempel.src.test.org.apache.lucene",1,49,4
"analyzers.stempel.src.test.org.apache.lucene.analysis",1,49,4
"analyzers.stempel.src.test.org.apache.lucene.analysis.pl",1,49,4
"analyzers.stempel.src.test.org.egothor",2,276,12
"analyzers.stempel.src.test.org.egothor.stemmer",2,276,12
"benchmark",197,24.128,991
"benchmark.conf",n/a,1.919,n/a
"benchmark.lib",n/a,358,n/a
"benchmark.scripts",n/a,313,n/a
"benchmark.src",197,20.933,991
"benchmark.src.java",160,16.995,829
"benchmark.src.java.org",160,16.971,829
"benchmark.src.java.org.apache",160,16.971,829
"benchmark.src.java.org.apache.lucene",160,16.971,829
"benchmark.src.java.org.apache.lucene.benchmark",160,16.971,829
"benchmark.src.java.org.apache.lucene.benchmark.byTask",138,15.181,750
"benchmark.src.java.org.apache.lucene.benchmark.byTask.feeds",61,7.466,311
"benchmark.src.java.org.apache.lucene.benchmark.byTask.feeds.demohtml",13,4.045,151
"benchmark.src.java.org.apache.lucene.benchmark.byTask.programmatic",1,104,2
"benchmark.src.java.org.apache.lucene.benchmark.byTask.stats",3,348,29
"benchmark.src.java.org.apache.lucene.benchmark.byTask.tasks",64,4.948,323
"benchmark.src.java.org.apache.lucene.benchmark.byTask.utils",7,1.152,49
"benchmark.src.java.org.apache.lucene.benchmark.quality",18,1.438,67
"benchmark.src.java.org.apache.lucene.benchmark.quality.trec",5,456,14
"benchmark.src.java.org.apache.lucene.benchmark.quality.utils",7,345,18
"benchmark.src.java.org.apache.lucene.benchmark.utils",3,282,12
"benchmark.src.test",37,3.938,162
"benchmark.src.test.conf",1,20,0
"benchmark.src.test.org",36,3.918,162
"benchmark.src.test.org.apache",36,3.918,162
"benchmark.src.test.org.apache.lucene",36,3.918,162
"benchmark.src.test.org.apache.lucene.benchmark",36,3.918,162
"benchmark.src.test.org.apache.lucene.benchmark.byTask",34,2.839,149
"benchmark.src.test.org.apache.lucene.benchmark.byTask.feeds",6,847,44
"benchmark.src.test.org.apache.lucene.benchmark.byTask.feeds.demohtml",1,116,12
"benchmark.src.test.org.apache.lucene.benchmark.byTask.tasks",19,692,48
"benchmark.src.test.org.apache.lucene.benchmark.byTask.tasks.alt",2,80,5
"benchmark.src.test.org.apache.lucene.benchmark.byTask.utils",2,163,15
"benchmark.src.test.org.apache.lucene.benchmark.quality",1,981,4
"demo",3,3.360,8
"demo.src",3,3.313,8
"demo.src.java",2,442,6
"demo.src.java.org",2,418,6
"demo.src.java.org.apache",2,418,6
"demo.src.java.org.apache.lucene",2,418,6
"demo.src.java.org.apache.lucene.demo",2,418,6
"demo.src.test",1,2.871,2
"demo.src.test.org",1,2.871,2
"demo.src.test.org.apache",1,2.871,2
"demo.src.test.org.apache.lucene",1,2.871,2
"demo.src.test.org.apache.lucene.demo",1,2.871,2
"demo.src.test.org.apache.lucene.demo.test-files",n/a,2.822,n/a
"demo.src.test.org.apache.lucene.demo.test-files.docs",n/a,2.822,n/a
"facet",360,36.542,1.834
"facet.src",360,36.471,1.834
"facet.src.examples",16,1.353,32
"facet.src.examples.org",16,1.353,32
"facet.src.examples.org.apache",16,1.353,32
"facet.src.examples.org.apache.lucene",16,1.353,32
"facet.src.examples.org.apache.lucene.facet",16,1.353,32
"facet.src.examples.org.apache.lucene.facet.example",16,1.353,32
"facet.src.examples.org.apache.lucene.facet.example.adaptive",2,140,3
"facet.src.examples.org.apache.lucene.facet.example.association",4,315,6
"facet.src.examples.org.apache.lucene.facet.example.merge",1,90,3
"facet.src.examples.org.apache.lucene.facet.example.multiCL",3,344,8
"facet.src.examples.org.apache.lucene.facet.example.simple",4,392,9
"facet.src.java",229,22.792,1.294
"facet.src.java.org",229,22.767,1.294
"facet.src.java.org.apache",229,22.767,1.294
"facet.src.java.org.apache.lucene",229,22.767,1.294
"facet.src.java.org.apache.lucene.facet",171,16.293,899
"facet.src.java.org.apache.lucene.facet.doc-files",n/a,741,n/a
"facet.src.java.org.apache.lucene.facet.enhancements",12,1.252,59
"facet.src.java.org.apache.lucene.facet.enhancements.association",6,628,34
"facet.src.java.org.apache.lucene.facet.enhancements.params",2,173,9
"facet.src.java.org.apache.lucene.facet.index",29,2.618,146
"facet.src.java.org.apache.lucene.facet.index.attributes",6,467,41
"facet.src.java.org.apache.lucene.facet.index.categorypolicy",6,295,10
"facet.src.java.org.apache.lucene.facet.index.params",5,537,34
"facet.src.java.org.apache.lucene.facet.index.streaming",6,564,22
"facet.src.java.org.apache.lucene.facet.search",76,6.286,368
"facet.src.java.org.apache.lucene.facet.search.aggregator",6,346,26
"facet.src.java.org.apache.lucene.facet.search.aggregator.association",2,144,12
"facet.src.java.org.apache.lucene.facet.search.cache",3,192,10
"facet.src.java.org.apache.lucene.facet.search.params",9,729,51
"facet.src.java.org.apache.lucene.facet.search.params.association",2,138,10
"facet.src.java.org.apache.lucene.facet.search.results",4,554,41
"facet.src.java.org.apache.lucene.facet.search.sampling",13,1.137,53
"facet.src.java.org.apache.lucene.facet.taxonomy",29,4.656,247
"facet.src.java.org.apache.lucene.facet.taxonomy.directory",10,1.776,81
"facet.src.java.org.apache.lucene.facet.taxonomy.writercache",14,1.443,105
"facet.src.java.org.apache.lucene.facet.taxonomy.writercache.cl2o",9,1.021,75
"facet.src.java.org.apache.lucene.facet.taxonomy.writercache.lru",4,295,24
"facet.src.java.org.apache.lucene.facet.util",24,679,75
"facet.src.java.org.apache.lucene.util",58,6.474,395
"facet.src.java.org.apache.lucene.util.collections",36,4.554,298
"facet.src.java.org.apache.lucene.util.encoding",18,1.405,68
"facet.src.test",115,12.326,508
"facet.src.test.org",115,12.326,508
"facet.src.test.org.apache",115,12.326,508
"facet.src.test.org.apache.lucene",115,12.326,508
"facet.src.test.org.apache.lucene.facet",97,8.793,389
"facet.src.test.org.apache.lucene.facet.enhancements",9,596,38
"facet.src.test.org.apache.lucene.facet.enhancements.association",3,142,6
"facet.src.test.org.apache.lucene.facet.enhancements.params",1,54,1
"facet.src.test.org.apache.lucene.facet.example",4,217,7
"facet.src.test.org.apache.lucene.facet.index",17,1.398,46
"facet.src.test.org.apache.lucene.facet.index.attributes",2,145,4
"facet.src.test.org.apache.lucene.facet.index.categorypolicy",2,171,4
"facet.src.test.org.apache.lucene.facet.index.params",3,259,8
"facet.src.test.org.apache.lucene.facet.index.streaming",5,357,11
"facet.src.test.org.apache.lucene.facet.search",38,3.146,138
"facet.src.test.org.apache.lucene.facet.search.association",1,156,5
"facet.src.test.org.apache.lucene.facet.search.params",6,388,25
"facet.src.test.org.apache.lucene.facet.search.sampling",3,147,7
"facet.src.test.org.apache.lucene.facet.taxonomy",19,2.779,116
"facet.src.test.org.apache.lucene.facet.taxonomy.directory",12,754,42
"facet.src.test.org.apache.lucene.facet.taxonomy.writercache",3,169,8
"facet.src.test.org.apache.lucene.facet.taxonomy.writercache.cl2o",3,169,8
"facet.src.test.org.apache.lucene.facet.util",3,206,11
"facet.src.test.org.apache.lucene.util",18,3.533,119
"facet.src.test.org.apache.lucene.util.collections",10,1.961,63
"facet.src.test.org.apache.lucene.util.encoding",2,1.022,15
"grouping",42,4.132,155
"grouping.src",42,4.106,155
"grouping.src.java",33,2.608,124
"grouping.src.java.org",33,2.589,124
"grouping.src.java.org.apache",33,2.589,124
"grouping.src.java.org.apache.lucene",33,2.589,124
"grouping.src.java.org.apache.lucene.search",33,2.589,124
"grouping.src.java.org.apache.lucene.search.grouping",33,2.589,124
"grouping.src.test",9,1.498,31
"grouping.src.test.org",9,1.498,31
"grouping.src.test.org.apache",9,1.498,31
"grouping.src.test.org.apache.lucene",9,1.498,31
"grouping.src.test.org.apache.lucene.search",9,1.498,31
"grouping.src.test.org.apache.lucene.search.grouping",9,1.498,31
"highlighter",115,9.897,604
"highlighter.src",115,9.851,604
"highlighter.src.java",54,5.169,305
"highlighter.src.java.org",54,5.144,305
"highlighter.src.java.org.apache",54,5.144,305
"highlighter.src.java.org.apache.lucene",54,5.144,305
"highlighter.src.java.org.apache.lucene.search",54,5.144,305
"highlighter.src.java.org.apache.lucene.search.highlight",32,3.221,167
"highlighter.src.java.org.apache.lucene.search.vectorhighlight",22,1.923,138
"highlighter.src.test",61,4.682,299
"highlighter.src.test.org",61,4.682,299
"highlighter.src.test.org.apache",61,4.682,299
"highlighter.src.test.org.apache.lucene",61,4.682,299
"highlighter.src.test.org.apache.lucene.search",61,4.682,299
"highlighter.src.test.org.apache.lucene.search.highlight",46,2.432,141
"highlighter.src.test.org.apache.lucene.search.highlight.custom",4,159,12
"highlighter.src.test.org.apache.lucene.search.vectorhighlight",15,2.250,158
"icu",40,16.426,195
"icu.lib",n/a,30,n/a
"icu.src",40,16.259,195
"icu.src.data",n/a,13.084,n/a
"icu.src.data.uax29",n/a,414,n/a
"icu.src.data.utr30",n/a,12.670,n/a
"icu.src.java",19,2.096,108
"icu.src.java.org",19,1.725,108
"icu.src.java.org.apache",19,1.725,108
"icu.src.java.org.apache.lucene",19,1.725,108
"icu.src.java.org.apache.lucene.analysis",16,1.528,103
"icu.src.java.org.apache.lucene.analysis.icu",16,1.528,103
"icu.src.java.org.apache.lucene.analysis.icu.segmentation",10,1.061,74
"icu.src.java.org.apache.lucene.analysis.icu.tokenattributes",2,135,13
"icu.src.java.org.apache.lucene.collation",3,197,5
"icu.src.test",17,790,77
"icu.src.test.org",17,790,77
"icu.src.test.org.apache",17,790,77
"icu.src.test.org.apache.lucene",17,790,77
"icu.src.test.org.apache.lucene.analysis",14,633,66
"icu.src.test.org.apache.lucene.analysis.icu",14,633,66
"icu.src.test.org.apache.lucene.analysis.icu.segmentation",4,382,43
"icu.src.test.org.apache.lucene.collation",3,157,11
"icu.src.tools",4,289,10
"icu.src.tools.java",4,289,10
"icu.src.tools.java.org",4,289,10
"icu.src.tools.java.org.apache",4,289,10
"icu.src.tools.java.org.apache.lucene",4,289,10
"icu.src.tools.java.org.apache.lucene.analysis",4,289,10
"icu.src.tools.java.org.apache.lucene.analysis.icu",4,289,10
"instantiated",33,3.120,192
"instantiated.src",33,3.080,192
"instantiated.src.java",23,2.292,165
"instantiated.src.java.org",23,2.268,165
"instantiated.src.java.org.apache",23,2.268,165
"instantiated.src.java.org.apache.lucene",23,2.268,165
"instantiated.src.java.org.apache.lucene.store",23,2.268,165
"instantiated.src.java.org.apache.lucene.store.instantiated",23,2.268,165
"instantiated.src.java.org.apache.lucene.store.instantiated.doc-files",n/a,48,n/a
"instantiated.src.test",10,788,27
"instantiated.src.test.org",10,788,27
"instantiated.src.test.org.apache",10,788,27
"instantiated.src.test.org.apache.lucene",10,788,27
"instantiated.src.test.org.apache.lucene.store",10,788,27
"instantiated.src.test.org.apache.lucene.store.instantiated",10,788,27
"join",24,2.742,124
"join.src",24,2.705,124
"join.src.java",19,1.532,95
"join.src.java.org",19,1.513,95
"join.src.java.org.apache",19,1.513,95
"join.src.java.org.apache.lucene",19,1.513,95
"join.src.java.org.apache.lucene.search",19,1.513,95
"join.src.java.org.apache.lucene.search.join",19,1.513,95
"join.src.test",5,1.173,29
"join.src.test.org",5,1.173,29
"join.src.test.org.apache",5,1.173,29
"join.src.test.org.apache.lucene",5,1.173,29
"join.src.test.org.apache.lucene.search",5,1.173,29
"memory",13,1.439,100
"memory.src",13,1.394,100
"memory.src.java",10,1.061,85
"memory.src.java.org",10,1.037,85
"memory.src.java.org.apache",10,1.037,85
"memory.src.java.org.apache.lucene",10,1.037,85
"memory.src.java.org.apache.lucene.index",10,1.037,85
"memory.src.java.org.apache.lucene.index.memory",10,1.037,85
"memory.src.test",3,333,15
"memory.src.test.org",3,333,15
"memory.src.test.org.apache",3,333,15
"memory.src.test.org.apache.lucene",3,333,15
"memory.src.test.org.apache.lucene.index",3,333,15
"memory.src.test.org.apache.lucene.index.memory",3,333,15
"misc",51,5.295,245
"misc.src",51,5.251,245
"misc.src.java",33,3.863,177
"misc.src.java.org",33,3.802,177
"misc.src.java.org.apache",33,3.802,177
"misc.src.java.org.apache.lucene",33,3.802,177
